항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,687.5,862.0,921.2,431.0,941.1,118.4
유동자산,528.2,685.7,749.3,275.1,791.5,187.7
재고자산,454.9,414.5,203.0,,502.3,
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,50.3,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,0.9,,,,0.4,
매출채권및기타채권,0.6,9.6,5.9,4.1,0.0,-99.7
당기법인세자산(선급법인세),1.0,0.8,0.0,0.0,4.1,"53,002.4"
계약자산,,,290.8,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,21.5,25.0,1.9,56.4,7.2,-87.3
현금및현금성자산,49.4,235.9,205.3,164.3,277.6,68.9
매각예정비유동자산및처분자산,,,42.4,,,
비유동자산,159.2,176.4,171.9,155.9,149.6,-4.0
유형자산,107.3,0.3,1.7,1.4,1.0,-24.6
무형자산,1.7,0.3,0.3,0.3,0.3,0.0
비유동생물자산,,,,,,
투자부동산,,124.4,116.7,151.6,145.9,-3.8
투자자산,50.2,50.3,50.3,,,
장기매출채권및기타채권,,,0.6,0.6,0.7,23.6
이연법인세자산,,1.1,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,2.3,1.9,1.5,-20.0
기타금융업자산,,,,,,
*순자산1,229.5,259.8,318.8,366.5,358.0,-2.3
*순자산2,227.8,259.4,318.5,366.2,357.7,-2.3
부채총계,458.0,602.3,602.4,64.5,583.0,804.4
유동부채,386.8,174.1,95.3,31.8,420.6,"1,224.0"
단기사채,,,,,,
단기차입금,380.0,9.2,,,,
유동성장기부채,,39.4,30.2,0.2,400.0,"193,286.2"
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,1.0,,0.4,0.4,0.4,3.4
매입채무및기타채무,5.8,60.9,48.0,4.9,14.9,206.0
유동종업원급여충당부채,,3.8,3.7,0.5,0.4,-16.8
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,,8.0,25.4,,
계약부채,,59.5,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,,1.4,5.0,0.4,4.9,"1,015.2"
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,71.1,428.2,507.0,32.7,162.4,396.7
사채,,,,,,
장기차입금,30.0,423.0,484.7,0.3,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,1.8,15.9,137.4,763.7
장기매입채무및기타채무,,,,,0.0,
비유동종업원급여충당부채,2.4,5.2,9.7,15.8,21.5,35.5
장기충당부채,38.7,,,,,
이연법인세부채,,,10.8,0.2,2.9,"1,189.2"
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,0.4,0.6,57.5
기타금융업부채,,,,,,
*이자발생부채,410.0,471.5,517.1,2.4,401.5,"16,503.4"
*순부채,360.6,235.6,311.8,-212.2,123.9,158.4
*CAPEX,107.1,0.2,1.9,0.0,,
자본총계,229.5,259.8,318.8,366.5,358.0,-2.3
지배주주지분,229.5,259.8,318.8,366.5,358.0,-2.3
자본금,181.4,183.8,183.8,189.6,210.9,11.2
신종자본증권,,,,,,
자본잉여금,,,,,,
기타자본,,-0.0,-0.0,-0.1,-9.6,"-12,384.6"
기타포괄이익누계액,0.2,,,,,
이익잉여금,47.9,76.0,135.1,176.9,156.8,-11.4
*(지배)당기순이익,-8.8,35.7,73.5,66.8,33.1,-50.5
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"40,000","40,000","40,000","40,000","40,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"3,629","3,676","3,676","3,793","4,217",11
보통주,"3,629","3,676","3,676","3,793","4,217",11
우선주,,,,,,
