항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,959.1,923.1,905.2,"1,162.6","1,575.4","1,771.0",35.5,12.4
유동자산,621.9,606.4,608.7,813.2,"1,169.5","1,370.0",43.8,17.1
재고자산,303.2,305.5,258.6,299.3,361.0,,20.6,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,3.8,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,0.0,,,84.0,150.1,,78.7,
매출채권및기타채권,203.0,196.0,238.4,250.6,429.4,,71.4,
당기법인세자산(선급법인세),0.0,0.0,,0.5,,,,
계약자산,,,,,,,,
반품(환불)자산,,1.7,2.0,3.0,1.8,,-40.8,
배출권,,,,,,,,
기타유동자산,35.4,29.3,54.9,32.0,88.9,,177.8,
현금및현금성자산,80.2,73.9,54.8,139.0,138.3,,-0.5,
매각예정비유동자산및처분자산,,,,1.0,,,,
비유동자산,337.3,316.7,296.5,349.4,406.0,,16.2,
유형자산,334.5,314.2,293.9,310.9,324.7,,4.4,
무형자산,0.1,0.1,0.1,11.2,13.1,,16.9,
비유동생물자산,,,,,,,,
투자부동산,,,,,,,,
투자자산,2.6,2.4,2.5,23.5,25.5,,8.4,
장기매출채권및기타채권,,,,3.7,42.6,,"1,041.8",
이연법인세자산,,,,,,,,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,,,,,,,
기타금융업자산,,,,,,,,
*순자산1,259.9,316.8,667.3,757.7,995.8,,31.4,
*순자산2,259.8,316.7,667.2,746.4,982.6,,31.6,
부채총계,699.2,606.3,237.9,404.9,579.6,591.0,43.1,2.0
유동부채,624.5,535.0,210.4,313.6,435.2,443.0,38.8,1.8
단기사채,,322.0,,24.0,77.1,,221.7,
단기차입금,84.0,26.2,80.3,106.7,64.5,,-39.5,
유동성장기부채,438.9,31.6,4.4,3.5,3.4,,-3.3,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,,,10.6,45.8,,330.1,
매입채무및기타채무,83.7,142.9,113.0,152.5,180.9,,18.6,
유동종업원급여충당부채,,,,,19.2,,,
단기충당부채,7.7,4.1,4.4,5.5,5.6,,1.8,
당기법인세부채(미지급법인세),,,0.9,,10.0,,,
계약부채,,,,,,,,
반품(환불)부채,,3.4,3.6,4.9,2.8,,-43.4,
배출부채,,,,,,,,
기타유동부채,10.2,4.8,3.8,5.8,25.9,,343.1,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,74.7,71.3,27.5,91.3,144.4,147.0,58.2,1.8
사채,3.2,,,,,,,
장기차입금,24.6,,,60.0,120.0,,100.0,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,0.1,5.7,3.6,,-37.2,
장기매입채무및기타채무,,29.7,,,,,,
비유동종업원급여충당부채,32.9,27.7,14.9,13.5,8.7,,-35.7,
장기충당부채,,,,,,,,
이연법인세부채,13.9,13.9,12.5,12.1,12.2,,0.4,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,550.8,379.8,84.9,199.9,268.6,,34.4,
*순부채,470.6,305.9,30.1,-16.5,-5.5,-75.0,66.4,"-1,257.1"
*CAPEX,12.8,14.7,12.6,37.3,56.9,30.0,52.7,-47.3
자본총계,259.9,316.8,667.3,757.7,995.8,"1,180.0",31.4,18.5
지배주주지분,259.9,316.8,667.3,757.7,995.8,"1,180.0",31.4,18.5
자본금,131.3,131.3,174.9,211.6,224.6,225.0,6.2,0.2
신종자본증권,,,,,,,,
자본잉여금,631.8,635.2,912.9,976.1,"1,043.6",,6.9,
기타자본,-0.1,-0.1,-0.1,3.3,7.8,,135.0,
기타포괄이익누계액,,,,,,,,
이익잉여금,-503.1,-449.6,-420.5,-433.3,-280.2,,35.3,
*(지배)당기순이익,98.8,55.7,34.7,-6.5,152.4,,"2,440.0",
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"600,000","500,000","500,000","500,000","500,000",,0,
1주당금액,500,500,500,500,500,,0,
발행주식수,"26,268","26,268","34,990","42,316","44,918",,6,
보통주,"12,318","12,318","21,040","29,566","32,168",,9,
우선주,"13,950","13,950","13,950","12,750","12,750",,0,
