항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,"1,976.8","2,373.5","2,647.6","3,623.2","3,484.8","5,340.0",-3.8,53.2
유동자산,540.3,753.1,"1,009.8","1,540.0","1,192.5","2,470.0",-22.6,107.1
재고자산,308.7,345.0,241.9,310.9,487.6,,56.8,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,30.1,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,,,201.0,50.3,74.1,,47.3,
매출채권및기타채권,191.9,320.8,233.3,446.8,316.5,,-29.2,
당기법인세자산(선급법인세),,,0.1,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,8.7,4.7,28.0,507.5,83.7,,-83.5,
현금및현금성자산,30.9,82.7,305.6,224.5,200.5,,-10.7,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"1,436.5","1,620.3","1,637.8","2,083.2","2,292.3",,10.0,
유형자산,"1,411.1","1,568.9","1,558.8","1,972.3","2,233.8",,13.3,
무형자산,6.4,7.3,6.8,8.8,11.6,,32.2,
비유동생물자산,,,,,,,,
투자부동산,,,,,,,,
투자자산,18.9,44.1,39.5,61.0,41.4,,-32.0,
장기매출채권및기타채권,,,,,,,,
이연법인세자산,,,27.7,32.0,,,,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,,4.9,9.1,5.5,,-40.1,
기타금융업자산,,,,,,,,
*순자산1,741.3,882.9,"1,510.6","1,768.0","2,054.5",,16.2,
*순자산2,734.8,875.6,"1,503.8","1,759.3","2,042.9",,16.1,
부채총계,"1,235.5","1,490.6","1,136.9","1,855.2","1,430.3","2,970.0",-22.9,107.6
유동부채,"1,026.4","1,096.3",770.4,"1,487.3",823.8,"1,200.0",-44.6,45.7
단기사채,,,,94.1,,,,
단기차입금,613.7,641.7,512.9,439.4,425.1,,-3.2,
유동성장기부채,83.2,16.0,24.7,117.2,24.6,,-79.0,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,,2.1,1.9,1.2,,-34.6,
매입채무및기타채무,327.9,435.1,228.2,483.1,340.5,,-29.5,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,,,10.2,9.6,,-6.2,
당기법인세부채(미지급법인세),0.8,2.0,,3.7,9.8,,166.5,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,3.2,,,
기타유동부채,0.8,1.6,2.6,337.7,9.7,,-97.1,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,209.1,394.3,366.5,367.9,606.6,"1,770.0",64.9,191.8
사채,,83.0,88.3,,133.2,,,
장기차입금,25.5,116.0,107.4,184.8,300.0,,62.3,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,16.5,2.5,1.2,10.5,,760.6,
장기매입채무및기타채무,5.9,6.8,15.1,9.9,11.0,,11.6,
비유동종업원급여충당부채,156.9,153.4,145.3,172.0,150.6,,-12.4,
장기충당부채,5.4,5.4,7.9,,,,,
이연법인세부채,15.4,13.2,,,1.2,,,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,722.4,856.7,737.8,838.6,885.1,,5.5,
*순부채,691.4,774.0,232.3,614.1,654.5,,6.6,
*CAPEX,119.3,238.1,87.0,280.5,410.5,740.0,46.3,80.3
자본총계,741.3,882.9,"1,510.6","1,768.0","2,054.5","2,370.0",16.2,15.4
지배주주지분,741.3,882.9,"1,510.6","1,768.0","2,054.5","2,370.0",16.2,15.4
자본금,927.4,197.5,292.5,292.5,300.9,300.0,2.9,-0.3
신종자본증권,,,,,,,,
자본잉여금,78.6,846.4,"1,114.0","1,067.9","1,205.7",,12.9,
기타자본,,28.6,28.6,28.6,28.6,,0.0,
기타포괄이익누계액,83.9,81.6,81.0,237.6,240.0,,1.0,
이익잉여금,-348.6,-271.2,-5.4,141.4,279.4,,97.5,
*(지배)당기순이익,82.2,104.5,-18.0,117.4,180.0,,53.4,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"80,000","400,000","400,000","400,000","400,000",,0,
1주당금액,"5,000","1,000","1,000","1,000","1,000",,0,
발행주식수,"18,548","19,748","29,248","29,248","30,087",,3,
보통주,"18,548","19,748","29,248","29,248","30,087",,3,
우선주,,,,,,,,
