항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,847.9,"1,022.7","1,000.9","1,106.0","1,220.9",10.4
유동자산,533.1,629.9,654.0,720.5,827.1,14.8
재고자산,144.2,202.0,231.7,246.2,254.2,3.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,0.1,8.7,8.7,13.7,57.4
매출채권및기타채권,228.7,190.8,195.3,165.2,216.9,31.3
당기법인세자산(선급법인세),,,,,,
계약자산,,19.0,14.1,19.3,25.8,33.7
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,55.1,12.6,8.3,15.8,12.9,-18.6
현금및현금성자산,105.1,205.4,195.8,254.0,303.7,19.5
매각예정비유동자산및처분자산,,,,11.2,,
비유동자산,314.8,392.8,346.9,385.5,393.7,2.1
유형자산,211.0,288.6,307.9,339.6,334.3,-1.6
무형자산,1.3,6.1,14.9,22.7,22.3,-1.9
비유동생물자산,,,,,,
투자부동산,74.4,74.1,5.4,4.5,4.2,-8.4
투자자산,8.4,9.3,1.9,3.1,3.0,-3.2
장기매출채권및기타채권,3.3,2.4,2.4,2.4,2.4,0.0
이연법인세자산,5.9,6.3,11.6,10.2,24.4,139.0
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,10.6,5.9,2.8,3.0,3.2,7.6
기타금융업자산,,,,,,
*순자산1,566.6,666.4,694.6,752.7,826.1,9.8
*순자산2,565.3,660.3,679.7,729.9,803.8,10.1
부채총계,281.3,356.2,306.3,353.3,394.8,11.7
유동부채,281.3,336.2,284.8,351.9,390.2,10.9
단기사채,,,,,,
단기차입금,61.1,98.6,80.2,93.2,85.2,-8.6
유동성장기부채,12.5,,,20.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,4.4,0.6,2.7,1.8,2.2,21.6
매입채무및기타채무,181.8,192.9,145.0,178.6,232.3,30.1
유동종업원급여충당부채,,,,,,
단기충당부채,9.1,2.9,4.1,7.3,7.6,3.9
당기법인세부채(미지급법인세),1.3,4.5,20.8,15.5,15.6,0.6
계약부채,,26.9,18.8,25.2,38.3,52.0
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,11.1,9.9,13.3,10.3,9.0,-12.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,,20.0,21.4,1.4,4.6,216.7
사채,,,,,,
장기차입금,,20.0,20.0,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,1.4,1.4,1.6,9.2
장기매입채무및기타채무,,,,,3.0,
비유동종업원급여충당부채,,,,,,
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,73.6,118.6,103.8,116.4,89.0,-23.5
*순부채,-31.6,-86.7,-100.7,-146.4,-228.4,-56.0
*CAPEX,3.0,38.2,24.0,52.5,5.8,-88.9
자본총계,566.6,666.4,694.6,752.7,826.1,9.8
지배주주지분,566.6,666.4,694.6,752.7,826.1,9.8
자본금,355.2,355.2,355.2,355.2,355.2,0.0
신종자본증권,,,,,,
자본잉여금,100.4,100.4,100.4,100.4,100.4,0.0
기타자본,-13.2,-15.2,-12.5,-20.5,-12.9,37.1
기타포괄이익누계액,,,,,,
이익잉여금,124.2,226.1,251.5,317.5,383.3,20.7
*(지배)당기순이익,94.4,116.4,43.0,80.2,79.8,-0.5
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"71,048","71,048","71,048","71,048","71,048",0
보통주,"71,048","71,048","71,048","71,048","71,048",0
우선주,,,,,,
