항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"1,359.8","1,467.5","1,566.7","1,509.8","2,231.2",47.8
유동자산,513.8,602.2,689.8,698.9,"1,108.7",58.6
재고자산,63.6,73.3,74.3,50.7,45.2,-10.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,92.9,5.3,51.3,172.5,236.1
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,79.0,222.0,118.7,259.7,118.8
상각후원가측정금융자산,,,,,,
단기금융자산,238.8,62.6,33.6,3.7,0.9,-74.8
매출채권및기타채권,71.7,93.9,115.1,128.7,302.6,135.1
당기법인세자산(선급법인세),1.4,0.9,1.8,1.6,0.1,-94.3
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,53.5,62.1,69.7,110.5,99.1,-10.3
현금및현금성자산,84.8,131.6,119.5,173.2,188.5,8.8
매각예정비유동자산및처분자산,,5.9,48.4,60.5,40.0,-33.8
비유동자산,846.1,865.3,876.9,810.8,"1,122.5",38.4
유형자산,65.2,60.0,104.1,45.5,100.0,119.8
무형자산,464.2,459.5,429.8,390.9,358.5,-8.3
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,313.1,325.7,315.7,329.0,639.8,94.4
장기매출채권및기타채권,,,,,,
이연법인세자산,2.8,19.5,25.6,44.3,23.6,-46.7
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.7,0.6,1.9,1.1,0.5,-54.3
기타금융업자산,,,,,,
*순자산1,"1,141.1","1,155.0","1,117.8","1,041.5","1,457.2",39.9
*순자산2,676.8,695.5,688.0,650.6,"1,098.6",68.9
부채총계,218.7,312.5,448.9,468.3,774.0,65.3
유동부채,126.2,227.6,338.1,423.6,580.5,37.0
단기사채,,,,,33.7,
단기차입금,17.2,33.6,15.0,35.0,0.0,-99.9
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,35.5,57.2,20.0,-65.0
매입채무및기타채무,90.6,166.1,201.8,216.6,365.6,68.8
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),3.6,4.8,6.5,5.8,26.3,349.0
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,14.8,21.4,33.2,57.9,88.2,52.3
매각예정으로분류된처분자산에포함된부채,,1.7,46.1,51.0,46.6,-8.6
비유동부채,92.6,84.9,110.9,44.7,193.5,333.1
사채,33.8,37.8,27.0,30.2,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,34.5,35.3,74.1,4.7,79.6,"1,582.5"
장기매입채무및기타채무,2.7,2.7,2.5,2.9,,
비유동종업원급여충당부채,6.4,,,,37.4,
장기충당부채,,,,0.8,8.2,918.9
이연법인세부채,8.5,4.2,3.7,4.3,66.7,"1,442.7"
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,6.6,5.0,3.6,1.7,1.6,-4.1
기타금융업부채,,,,,,
*이자발생부채,85.5,106.7,151.6,127.2,102.8,-19.2
*순부채,-227.1,-256.7,-228.4,-219.2,-518.0,-136.3
*CAPEX,22.1,5.1,9.9,9.4,30.7,227.9
자본총계,"1,141.1","1,155.0","1,117.8","1,041.5","1,457.2",39.9
지배주주지분,957.8,960.6,921.7,892.7,"1,347.6",51.0
자본금,297.1,297.1,297.1,303.7,323.4,6.5
신종자본증권,,,,,,
자본잉여금,756.7,756.7,756.7,799.2,985.6,23.3
기타자본,22.5,23.2,18.9,3.6,-1.8,-150.6
기타포괄이익누계액,-1.0,-0.8,-2.8,-2.5,31.1,"1,347.0"
이익잉여금,-117.5,-115.6,-148.3,-211.3,9.3,104.4
*(지배)당기순이익,-81.5,-1.4,-32.7,-62.9,219.3,448.3
비지배주주지분,183.3,194.4,196.1,148.8,109.6,-26.3
*(비지배)당기순이익,-18.3,-12.9,-9.8,-11.8,6.9,158.7
수권주식수,"200,000","200,000","200,000","200,000","200,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"59,016","59,016","58,171","60,048","63,429",6
보통주,"58,171","58,171","58,171","59,496","63,429",7
우선주,846,846,,551,,
