항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,038.5","1,961.1","2,004.5","1,881.0","1,941.0",3.2
유동자산,"1,140.2","1,096.8","1,113.3",986.7,896.9,-9.1
재고자산,406.9,478.3,559.6,514.4,396.5,-22.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,80.0,,,,,
매출채권및기타채권,585.3,582.1,524.0,462.7,493.6,6.7
당기법인세자산(선급법인세),,,,,0.0,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,26.1,18.1,23.2,5.4,2.1,-61.0
현금및현금성자산,41.9,18.3,6.5,4.3,4.6,8.6
매각예정비유동자산및처분자산,,,,,,
비유동자산,898.3,864.3,891.2,894.3,"1,044.1",16.8
유형자산,725.8,709.9,751.8,749.7,866.9,15.6
무형자산,77.9,23.4,22.1,15.6,14.4,-7.9
비유동생물자산,,,,,,
투자부동산,12.2,12.0,11.8,11.6,11.4,-1.6
투자자산,0.1,0.1,0.1,0.1,5.1,"6,791.3"
장기매출채권및기타채권,0.6,20.8,2.0,10.8,11.0,1.8
이연법인세자산,81.7,91.6,95.6,98.4,117.8,19.8
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,6.5,7.8,8.0,17.5,116.9
기타금융업자산,,,,,,
*순자산1,"1,196.5","1,116.1","1,157.5","1,144.3","1,048.9",-8.3
*순자산2,"1,118.6","1,092.7","1,135.4","1,128.7","1,034.4",-8.3
부채총계,842.0,845.1,846.9,736.7,892.1,21.1
유동부채,374.7,381.0,397.9,301.4,483.3,60.4
단기사채,,,,,,
단기차입금,57.0,20.0,57.0,5.0,75.0,"1,400.0"
유동성장기부채,21.7,21.7,28.1,28.3,34.1,20.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,250.9,321.2,271.6,253.0,349.0,38.0
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),35.0,,25.0,,,
계약부채,,,,,,
반품(환불)부채,,6.8,12.2,12.7,19.8,55.6
배출부채,,,,,,
기타유동부채,10.1,11.3,4.0,2.4,5.4,127.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,467.3,464.1,449.1,435.3,408.8,-6.1
사채,,,,,,
장기차입금,102.9,81.3,59.6,37.9,16.3,-57.1
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,1.6,1.6,5.3,237.5
장기매입채무및기타채무,3.6,6.4,10.2,2.3,10.8,378.2
비유동종업원급여충당부채,337.8,369.1,364.4,382.1,352.2,-7.8
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,22.9,7.3,13.2,11.4,24.3,112.6
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,181.6,122.9,146.3,72.8,130.6,79.3
*순부채,139.7,104.6,139.8,68.6,125.9,83.7
*CAPEX,105.9,44.2,100.7,60.7,110.8,82.7
자본총계,"1,196.5","1,116.1","1,157.5","1,144.3","1,048.9",-8.3
지배주주지분,"1,196.5","1,116.1","1,157.5","1,144.3","1,048.9",-8.3
자본금,914.5,914.5,914.5,914.5,914.5,0.0
신종자본증권,,,,,,
자본잉여금,104.1,104.1,105.7,105.7,105.7,0.0
기타자본,1.6,1.6,,,,
기타포괄이익누계액,,,,,,
이익잉여금,176.3,95.9,137.3,124.1,28.7,-76.9
*(지배)당기순이익,18.7,-61.0,50.3,-1.3,-115.8,"-8,600.7"
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"240,000","240,000","240,000","240,000","240,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"182,893","182,893","182,893","189,893","189,893",0
보통주,"182,893","182,893","182,893","189,893","189,893",0
우선주,,,,,,
