항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,518.3,533.1,556.2,541.1,563.2,4.1
유동자산,180.1,177.1,187.5,174.7,206.9,18.4
재고자산,91.9,85.2,101.0,101.2,112.4,11.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,,,,,
매출채권및기타채권,56.2,52.8,56.4,45.1,61.7,37.0
당기법인세자산(선급법인세),0.0,0.0,0.0,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.5,3.8,3.5,6.2,13.7,120.0
현금및현금성자산,31.6,35.4,26.6,22.2,19.1,-14.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,338.1,356.0,368.6,366.4,356.2,-2.8
유형자산,303.5,319.2,326.4,320.5,305.9,-4.5
무형자산,1.2,1.2,1.1,3.8,3.2,-15.9
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,24.7,27.8,33.3,34.3,39.6,15.6
장기매출채권및기타채권,8.5,7.8,7.5,7.5,7.5,0.0
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.1,0.0,0.3,0.3,,
기타금융업자산,,,,,,
*순자산1,432.2,437.6,439.5,440.0,455.4,3.5
*순자산2,431.0,436.4,438.4,436.3,452.3,3.7
부채총계,86.1,95.5,116.7,101.1,107.7,6.6
유동부채,46.6,42.2,53.7,41.7,48.4,16.2
단기사채,,,,,,
단기차입금,7.2,2.5,,,,
유동성장기부채,,,2.3,0.8,0.3,-57.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,0.5,0.5,0.5,-6.7
매입채무및기타채무,39.2,39.7,50.8,40.2,47.0,16.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,,,0.1,0.4,706.9
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.2,0.1,0.1,0.1,0.1,95.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,39.5,53.3,63.0,59.4,59.3,-0.1
사채,,,,,,
장기차입금,6.6,23.2,32.5,31.7,31.4,-1.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,1.9,1.4,0.9,-35.0
장기매입채무및기타채무,0.5,0.4,0.3,0.2,,
비유동종업원급여충당부채,8.3,8.0,5.8,5.1,4.7,-6.7
장기충당부채,,,,,,
이연법인세부채,24.1,21.7,22.6,21.0,22.3,6.1
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,13.8,25.7,37.2,34.5,33.2,-3.8
*순부채,-17.7,-9.7,10.6,12.2,14.0,14.8
*CAPEX,11.1,37.0,24.7,17.5,6.3,-64.0
자본총계,432.2,437.6,439.5,440.0,455.4,3.5
지배주주지분,432.2,437.6,439.5,440.0,455.4,3.5
자본금,119.8,119.8,119.8,119.8,119.8,0.0
신종자본증권,,,,,,
자본잉여금,105.4,105.4,105.4,105.4,105.4,0.0
기타자본,,,,,,
기타포괄이익누계액,0.3,-0.6,-0.8,-0.8,-0.8,2.7
이익잉여금,206.8,213.0,215.1,215.6,231.0,7.1
*(지배)당기순이익,12.4,11.1,6.5,3.9,16.9,329.6
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"125,000","125,000","125,000","125,000","125,000",0
1주당금액,200,200,200,200,200,0
발행주식수,"59,900","59,900","59,900","59,900","59,900",0
보통주,"59,900","59,900","59,900","59,900","59,900",0
우선주,,,,,,
