항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,849.3,603.5,485.1,464.6,501.9,8.0
유동자산,339.9,135.5,128.4,139.1,196.5,41.2
재고자산,70.6,43.6,54.6,45.9,68.3,48.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,180.0,30.0,30.0,30.0,30.0,0.0
매출채권및기타채권,82.8,60.6,42.2,60.7,95.9,57.9
당기법인세자산(선급법인세),0.7,0.5,0.1,0.1,0.1,-30.9
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,4.0,0.6,0.1,0.1,1.5,"1,423.8"
현금및현금성자산,1.7,0.3,1.4,2.3,0.7,-71.4
매각예정비유동자산및처분자산,,,,,,
비유동자산,509.4,468.0,356.7,325.5,305.5,-6.1
유형자산,441.8,407.1,287.6,273.4,254.3,-7.0
무형자산,,,,,,
비유동생물자산,,,,,,
투자부동산,22.0,21.3,20.6,20.0,19.3,-3.4
투자자산,42.4,39.5,44.5,28.1,28.4,0.9
장기매출채권및기타채권,,,,,,
이연법인세자산,3.1,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.1,,4.0,4.0,3.5,-10.6
기타금융업자산,,,,,,
*순자산1,563.5,451.6,322.1,300.1,280.6,-6.5
*순자산2,563.5,451.6,322.1,300.1,280.6,-6.5
부채총계,285.8,151.9,163.0,164.5,221.3,34.6
유동부채,275.6,132.6,115.5,145.0,201.9,39.2
단기사채,,,,,,
단기차입금,224.9,105.0,77.6,111.6,160.2,43.6
유동성장기부채,,,3.0,6.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,0.6,0.4,0.6,36.2
매입채무및기타채무,46.0,23.2,29.7,22.6,30.3,34.4
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,4.8,4.4,4.5,4.5,10.7,140.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,10.2,19.3,47.4,19.5,19.4,-0.0
사채,,,,,,
장기차입금,3.0,9.0,36.0,8.0,8.0,0.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,3.5,3.7,3.2,-12.3
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,7.2,5.7,8.0,7.8,8.2,5.8
장기충당부채,,,,,,
이연법인세부채,,4.6,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,227.9,114.0,120.7,129.7,172.1,32.7
*순부채,46.2,83.7,89.3,97.4,141.4,45.2
*CAPEX,6.7,6.0,4.0,2.9,6.9,139.2
자본총계,563.5,451.6,322.1,300.1,280.6,-6.5
지배주주지분,563.5,451.6,322.1,300.1,280.6,-6.5
자본금,56.5,56.5,56.5,56.5,56.5,0.0
신종자본증권,,,,,,
자본잉여금,44.1,44.1,44.1,44.1,44.1,0.0
기타자본,-9.2,-9.2,-9.2,-9.2,-9.2,0.0
기타포괄이익누계액,-2.9,-6.4,0.7,-8.6,-9.1,-5.8
이익잉여금,475.0,366.6,230.0,217.4,198.4,-8.8
*(지배)당기순이익,-47.3,-101.2,-135.6,-13.3,-18.2,-36.5
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"11,309","11,309","11,309","11,309","11,309",0
보통주,"11,309","11,309","11,309","11,309","11,309",0
우선주,,,,,,
