항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산,"6,355.9","6,247.4","6,209.0","7,196.4","7,346.9",2.1
현금및예치금,497.6,438.5,230.7,178.9,306.8,71.5
당기손익인식(지정)금융자산,,,,,,
당기손익-공정가치측정금융자산,,"3,754.1","3,620.6","4,548.0","4,368.1",-4.0
파생결합증권,151.9,334.5,218.3,85.5,85.5,0.0
단기매매금융자산,435.5,,,,,
매매목적파생상품자산,,,,,,
파생상품,,,,,,
매도가능금융자산,"4,570.9",,,,,
기타포괄손익-공정가치측정금융자산,,"1,272.1","1,375.9","1,618.4","1,764.9",9.1
만기보유금융자산,,,,,,
상각후원가측정유가증권,,,,,,
관계기업등지분관련투자자산,,,,,,
기타유가증권,,,,,,
상각후원가측정금융자산,,,,,,
대출채권,10.5,7.6,259.3,108.7,141.2,29.9
CMA(어음관리계좌)운용자산,,,,,,
기타금융업자산,,,,,,
유형자산,59.1,64.3,63.5,62.5,61.5,-1.5
리스자산,,,,,,
영업권,,,,,,
무형자산,3.4,4.0,3.7,3.4,3.6,8.2
투자부동산,269.2,249.1,239.1,228.1,224.7,-1.5
비업무용자산,,,,,,
이연법인세자산,,,,,,
당기법인세자산(선급법인세),,,,,,
기타자산,357.8,123.3,197.9,363.0,390.5,7.6
부채,"1,761.8","1,687.1","1,624.4","2,480.1","2,488.6",0.3
당기손익인식(지정)금융부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
매도파생결합증권,,,,,,
단기매매금융부채,,,,,,
매도유가증권,,,,,,
매매목적파생상품부채,,,,,,
파생상품,,,,,,
예수부채,154.4,179.3,195.9,327.5,288.4,-11.9
차입부채,965.1,"1,093.6",881.9,"1,368.6","1,350.1",-1.4
기타금융업부채,,,,,,
비유동종업원급여충당부채,,,,,,
기타충당부채,,,0.4,0.4,0.4,0.5
이연법인세부채,329.1,316.9,338.4,379.4,413.8,9.0
당기법인세부채(미지급법인세),7.7,1.3,1.1,10.8,6.6,-38.9
기타부채,305.5,96.1,206.7,393.4,429.4,9.1
자본,"4,594.1","4,560.3","4,584.6","4,716.3","4,858.4",3.0
지배주주지분,"4,594.1","4,560.3","4,584.6","4,716.3","4,858.4",3.0
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"50,000","50,000","50,000","250,000","250,000",0
1주당금액,"5,000","5,000","5,000","1,000","1,000",0
발행주식수,"14,836","14,836","14,836","74,179","74,179",0
보통주,"11,340","11,340","11,340","56,702","56,702",0
우선주,"3,495","3,495","3,495","17,476","17,476",0
