항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"14,806.7","15,086.0","41,515.4","43,235.4","48,848.9",13.0
유동자산,"6,920.1","6,642.0","14,416.7","13,218.4","18,855.3",42.6
재고자산,455.1,532.9,"3,670.8","3,723.9","7,278.3",95.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,394.4,198.8,149.4,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,9.6,
단기금융자산,225.8,172.4,448.1,212.2,400.4,88.7
매출채권및기타채권,"1,387.3","1,250.4","3,951.7","3,998.7","4,930.8",23.3
당기법인세자산(선급법인세),,,19.4,10.9,8.4,-22.4
계약자산,,,,,6.8,
반품(환불)자산,,11.7,13.7,17.6,19.9,13.5
배출권,,,,,,
기타유동자산,"2,766.4","2,668.3","2,339.2","2,738.2","2,381.3",-13.0
현금및현금성자산,"1,691.0","1,807.5","3,272.5","2,370.7","3,636.5",53.4
매각예정비유동자산및처분자산,,,551.8,146.4,183.3,25.2
비유동자산,"7,886.6","8,444.0","27,098.7","30,016.9","29,993.6",-0.1
유형자산,"4,216.8","4,186.9","20,497.8","19,679.4","19,647.7",-0.2
무형자산,"1,883.1","1,886.2","1,815.7","2,715.8","2,670.8",-1.7
비유동생물자산,,,,,,
투자부동산,501.8,427.0,"1,775.8","2,848.3","2,807.0",-1.4
투자자산,751.1,"1,263.5",915.1,"1,655.1","1,970.8",19.1
장기매출채권및기타채권,469.6,443.2,478.0,971.1,937.7,-3.4
이연법인세자산,,,313.1,403.5,446.5,10.7
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,64.3,237.3,"1,303.3","1,743.7","1,513.0",-13.2
기타금융업자산,,,,,,
*순자산1,"5,777.8","6,041.6","13,515.7","15,076.8","17,875.1",18.6
*순자산2,"3,894.7","4,155.4","11,700.1","12,361.0","15,204.3",23.0
부채총계,"9,029.0","9,044.4","27,999.7","28,158.6","30,973.8",10.0
유동부채,"7,836.4","7,231.5","15,877.6","14,342.0","18,158.5",26.6
단기사채,28.6,31.0,118.8,,,
단기차입금,"2,112.4","2,154.8","5,856.7","4,330.3","6,458.7",49.1
유동성장기부채,"1,316.2",656.4,"1,843.9","1,063.7","1,775.8",67.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,0.0,0.1,2.8,"4,592.8"
매입채무및기타채무,"4,081.9","4,015.1","7,399.6","8,094.1","8,491.3",4.9
유동종업원급여충당부채,,,,,,
단기충당부채,3.4,,4.3,6.7,98.6,"1,372.5"
당기법인세부채(미지급법인세),112.8,113.1,166.0,259.0,760.8,193.7
계약부채,,151.0,238.6,311.8,308.1,-1.2
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,181.0,110.1,249.7,270.2,256.2,-5.2
매각예정으로분류된처분자산에포함된부채,,,,6.1,6.1,0.0
비유동부채,"1,192.5","1,812.9","12,122.1","13,816.6","12,815.2",-7.3
사채,,598.0,"1,612.6","1,706.4","1,128.9",-33.8
장기차입금,898.5,915.5,"7,751.2","8,736.0","8,518.8",-2.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,809.8,"1,179.4",923.3,-21.7
장기매입채무및기타채무,34.7,38.9,151.2,104.4,57.1,-45.3
비유동종업원급여충당부채,121.0,146.8,594.5,354.2,315.1,-11.0
장기충당부채,38.5,42.5,57.6,81.0,86.8,7.2
이연법인세부채,98.9,71.1,"1,145.2","1,627.7","1,764.3",8.4
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,27.5,21.0,-23.8
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,1.0,,,,,
기타금융업부채,,,,,,
*이자발생부채,"4,355.8","4,355.7","17,992.9","16,993.1","18,805.5",10.7
*순부채,"2,166.4","2,220.9","14,164.3","14,436.3","14,808.4",2.6
*CAPEX,207.2,226.6,510.9,"1,006.1","1,023.0",1.7
자본총계,"5,777.8","6,041.6","13,515.7","15,076.8","17,875.1",18.6
지배주주지분,"2,432.7","2,471.8","3,410.8","3,821.9","4,737.9",24.0
자본금,641.8,645.9,673.7,673.7,716.4,6.3
신종자본증권,,,,,,
자본잉여금,449.0,524.1,560.6,514.2,823.4,60.1
기타자본,-382.1,-380.8,-380.8,-368.0,-569.5,-54.7
기타포괄이익누계액,7.0,-15.5,-52.0,-41.3,21.5,152.1
이익잉여금,"1,717.0","1,698.1","2,609.2","3,043.3","3,746.1",23.1
*(지배)당기순이익,42.5,33.5,961.5,431.9,744.0,72.3
비지배주주지분,"3,345.1","3,569.8","10,105.0","11,254.9","13,137.2",16.7
*(비지배)당기순이익,59.6,244.1,"1,231.9","1,114.7","2,075.6",86.2
수권주식수,"15,000","15,000","15,000","15,000","15,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"12,373","12,456","13,013","13,013","13,866",7
보통주,"12,373","12,456","13,013","13,013","13,866",7
우선주,,,,,,
