항목,"2017/12
(GAAP개별)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"1,063.5","6,190.6","9,900.6","17,191.1","56,351.0","65,067.5",227.8,15.5
유동자산,283.4,"4,882.0","7,262.1","12,925.3","36,537.3","44,288.7",182.7,21.2
재고자산,,,,,,,,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,100.9,"1,416.9",120.7,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,50.5,"1,694.6",249.2,431.7,410.1,,-5.0,
매출채권및기타채권,115.7,"1,166.1","3,806.1","4,736.7","5,472.5",,15.5,
당기법인세자산(선급법인세),0.8,,,,4.4,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,14.5,681.9,322.5,437.8,457.3,,4.5,
현금및현금성자산,102.0,"1,238.5","1,467.4","7,198.5","30,193.1",,319.4,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,780.1,"1,308.6","2,638.5","4,265.7","19,813.7",,364.5,
유형자산,51.0,282.3,"1,273.3","1,403.6","2,437.5",,73.7,
무형자산,19.5,132.8,55.4,116.4,"8,286.5",,"7,017.0",
비유동생물자산,,,,,,,,
투자부동산,,,,686.8,"1,832.6",,166.8,
투자자산,699.7,355.2,775.6,"1,323.1","6,209.9",,369.4,
장기매출채권및기타채권,9.8,,,,,,,
이연법인세자산,,538.0,476.0,682.0,950.7,,39.4,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,0.2,58.2,53.8,96.5,,79.1,
기타금융업자산,,,,,,,,
*순자산1,12.2,-222.5,"5,844.1","12,141.0","46,082.4",,279.6,
*순자산2,-7.3,-355.3,"5,788.6","12,024.5","37,795.9",,214.3,
부채총계,"1,051.2","6,413.0","4,056.5","5,050.1","10,268.6","10,199.4",103.3,-0.7
유동부채,"1,008.8","6,095.3","2,879.9","4,066.8","6,381.9","6,804.7",56.9,6.6
단기사채,,,,,,,,
단기차입금,650.0,11.5,,,,,,
유동성장기부채,121.3,"1,109.5",,10.0,,,,
당기손익-공정가치측정금융부채,,,,7.7,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,"1,359.3",283.4,326.9,545.1,,66.7,
매입채무및기타채무,145.0,607.7,906.2,"1,961.2","3,400.6",,73.4,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,,,447.6,375.3,,-16.2,
당기법인세부채(미지급법인세),,363.7,514.1,475.3,"1,139.3",,139.7,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,92.5,"2,643.6","1,176.2",838.0,921.6,,10.0,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,42.4,317.8,"1,176.7",983.3,"3,886.7","4,008.0",295.3,3.1
사채,,,,,,,,
장기차입금,,10.6,10.0,,,,,
당기손익-공정가치측정금융부채,,,,,"1,973.1",,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,661.1,537.5,"1,187.0",,120.8,
장기매입채무및기타채무,0.2,154.4,278.1,237.2,404.6,,70.6,
비유동종업원급여충당부채,42.2,119.4,178.3,148.1,177.6,,19.9,
장기충당부채,,31.0,49.1,52.9,126.1,,138.4,
이연법인세부채,,,,7.7,18.4,,138.0,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,2.4,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,771.3,"2,490.9",954.5,882.1,"3,705.1",,320.0,
*순부채,669.0,-529.9,"-2,155.8","-6,845.7","-26,810.0","-32,930.1",-291.6,-22.8
*CAPEX,43.3,223.1,163.1,258.9,612.7,769.4,136.7,25.6
자본총계,12.2,-222.5,"5,844.1","12,141.0","46,082.4","54,867.3",279.6,19.1
지배주주지분,12.2,-222.5,"5,844.1","12,141.0","46,081.3","55,182.5",279.6,19.8
자본금,36.3,37.3,40.2,42.8,49.0,50.0,14.4,2.1
신종자본증권,,,,,,,,
자본잉여금,"1,020.7","8,050.7","9,846.4","10,037.7","38,391.0",,282.5,
기타자본,99.6,-330.5,"1,172.8","1,351.4","1,555.8",,15.1,
기타포괄이익누계액,-4.6,-0.8,-32.1,329.7,507.5,,53.9,
이익잉여금,"-1,139.8","-7,979.1","-5,183.4",379.3,"5,578.1",,"1,370.5",
*(지배)당기순이익,-43.0,"2,510.1","2,788.6","5,562.7","5,198.8",,-6.5,
비지배주주지분,,,,,1.1,,,
*(비지배)당기순이익,,,,,-0.0,,,
수권주식수,"10,000","100,000","100,000","100,000","300,000",,200,
1주당금액,500,500,500,500,100,,-80,
발행주식수,"7,258","7,921","8,045","8,557","48,967",,472,
보통주,"4,759","7,456","8,045","8,557","48,967",,472,
우선주,"2,499",465,,,,,,
