항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,759.1","2,900.4","2,372.2","2,180.0","4,113.9",88.7
유동자산,"1,617.5","1,516.7","1,421.5","1,929.3","3,195.2",65.6
재고자산,,,98.9,68.6,83.9,22.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,225.0,527.3,307.8,28.4,-90.8
기타포괄손익-공정가치측정금융자산,,0.1,0.1,26.3,24.6,-6.7
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,542.1,467.1,126.7,848.9,879.4,3.6
매출채권및기타채권,836.1,424.9,365.5,442.7,877.7,98.3
당기법인세자산(선급법인세),0.0,0.0,,17.2,0.0,-99.8
계약자산,,167.3,213.0,107.9,257.6,138.8
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,31.5,37.4,6.4,3.4,20.0,481.7
현금및현금성자산,207.8,194.8,83.6,106.4,"1,023.6",861.6
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,141.6","1,383.7",950.7,250.7,918.8,266.6
유형자산,45.8,51.0,50.8,48.4,116.5,140.4
무형자산,3.7,4.7,8.9,10.5,229.1,"2,090.8"
비유동생물자산,,,,,,
투자부동산,,,,,17.4,
투자자산,"1,063.7","1,281.3",699.8,54.6,203.7,272.9
장기매출채권및기타채권,28.4,45.3,98.8,87.8,143.3,63.3
이연법인세자산,,,46.0,8.9,9.1,1.9
장기당기법인세자산,,,,,,
계약자산,,,41.0,36.6,16.6,-54.6
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,1.4,5.4,3.9,183.0,"4,648.6"
기타금융업자산,,,,,,
*순자산1,"1,967.5","2,076.3","1,686.3","1,639.1","2,658.1",62.2
*순자산2,"1,963.8","2,071.6","1,677.4","1,628.6","2,429.0",49.1
부채총계,791.6,824.1,685.9,540.9,"1,455.8",169.2
유동부채,720.5,718.3,676.3,536.4,"1,317.0",145.6
단기사채,,,,,,
단기차입금,,,,,,
유동성장기부채,,1.4,1.5,1.5,1.4,-6.3
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,3.8,2.5,40.9,"1,552.8"
매입채무및기타채무,594.0,590.4,515.6,309.6,"1,075.8",247.5
유동종업원급여충당부채,,,,,,
단기충당부채,,7.4,21.6,19.2,63.1,228.2
당기법인세부채(미지급법인세),20.6,21.7,17.5,,30.1,
계약부채,,97.4,116.2,202.8,96.4,-52.5
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,105.9,,,0.7,9.2,"1,217.8"
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,71.1,105.8,9.7,4.5,138.8,"2,978.2"
사채,,,,,,
장기차입금,,6.0,4.5,3.0,1.6,-47.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,1.1,1.1,2.8,1.4,109.3,"7,903.2"
장기매입채무및기타채무,,,,,0.7,
비유동종업원급여충당부채,8.4,,2.4,0.1,,
장기충당부채,16.6,17.1,,,27.3,
이연법인세부채,44.9,81.6,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,7.5,11.5,8.4,153.2,"1,729.3"
*순부채,-749.9,-879.5,-726.3,"-1,281.2","-1,767.8",-38.0
*CAPEX,1.1,7.7,6.6,4.0,3.1,-23.5
자본총계,"1,967.5","2,076.3","1,686.3","1,639.1","2,658.1",62.2
지배주주지분,"1,967.5","2,076.3","1,686.3","1,639.1","2,658.1",62.2
자본금,82.3,82.3,82.3,82.3,129.8,57.7
신종자본증권,,,,,,
자본잉여금,793.2,793.2,793.2,801.5,"1,832.0",128.6
기타자본,,,,-101.0,-181.1,-79.4
기타포괄이익누계액,-68.2,-62.8,-337.8,1.6,0.9,-41.2
이익잉여금,"1,160.2","1,263.6","1,148.5",854.7,876.5,2.5
*(지배)당기순이익,237.6,242.4,-59.0,156.7,90.9,-42.0
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"16,460","16,460","16,460","16,460","25,958",58
보통주,"16,460","16,460","16,460","16,460","25,958",58
우선주,,,,,,
