항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,"4,367.9","4,841.7","4,818.3","4,989.4","5,754.8","5,743.0",15.3,-0.2
유동자산,"2,195.5","2,594.8","2,549.4","2,192.6","2,809.3","2,527.0",28.1,-10.1
재고자산,340.5,307.0,268.1,224.8,366.0,,62.8,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,136.9,100.9,505.2,,400.5,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,0.1,0.1,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,821.5,"1,574.3","1,393.6","1,129.6",677.8,,-40.0,
매출채권및기타채권,270.3,271.6,170.1,143.3,185.7,,29.6,
당기법인세자산(선급법인세),,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,9.6,3.0,2.5,4.1,3.0,,-27.7,
현금및현금성자산,753.6,438.9,578.1,589.7,"1,071.6",,81.7,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"2,172.5","2,246.9","2,268.9","2,796.9","2,945.6",,5.3,
유형자산,"1,093.2",984.6,971.4,901.8,781.3,,-13.4,
무형자산,43.7,42.6,44.1,44.3,45.7,,3.2,
비유동생물자산,,,,,,,,
투자부동산,122.1,252.9,250.5,329.0,383.6,,16.6,
투자자산,891.5,938.2,910.7,"1,468.7","1,684.3",,14.7,
장기매출채권및기타채권,22.1,,,,,,,
이연법인세자산,,4.8,0.5,,,,,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,23.9,91.7,53.1,50.6,,-4.7,
기타금융업자산,,,,,,,,
*순자산1,"3,844.1","4,205.7","4,439.1","4,609.3","4,975.1",,7.9,
*순자산2,"3,800.4","4,163.1","4,395.1","4,565.0","4,929.4",,8.0,
부채총계,523.8,636.0,379.1,380.2,779.8,384.0,105.1,-50.8
유동부채,406.8,626.1,344.2,344.2,705.9,361.0,105.0,-48.9
단기사채,,,,,,,,
단기차입금,,,4.3,0.1,,,,
유동성장기부채,,,,,,,,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,,14.0,14.3,14.5,,1.2,
매입채무및기타채무,366.6,490.2,249.5,248.4,580.6,,133.7,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,,,,5.5,,,
당기법인세부채(미지급법인세),31.5,113.1,57.1,50.9,81.7,,60.5,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,8.7,22.8,19.3,30.6,23.6,,-22.7,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,117.1,9.9,34.9,35.9,73.9,23.0,105.6,-68.9
사채,,,,,,,,
장기차입금,,,,,,,,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,27.1,13.5,2.7,,-80.1,
장기매입채무및기타채무,104.8,5.8,7.9,5.5,10.0,,81.3,
비유동종업원급여충당부채,5.1,4.1,,,,,,
장기충당부채,,,,,16.0,,,
이연법인세부채,7.2,,,16.9,45.1,,166.9,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,,,45.4,27.8,17.1,,-38.4,
*순부채,"-1,575.1","-2,012.9","-2,063.2","-1,752.4","-2,237.5","-2,037.0",-27.7,9.0
*CAPEX,53.4,132.8,47.3,71.2,69.0,87.0,-3.1,26.1
자본총계,"3,844.1","4,205.7","4,439.1","4,609.3","4,975.1","5,359.0",7.9,7.7
지배주주지분,"3,844.1","4,205.7","4,439.1","4,609.3","4,975.1","5,359.0",7.9,7.7
자본금,143.0,143.0,143.0,143.0,143.0,143.0,0.0,0.0
신종자본증권,,,,,,,,
자본잉여금,363.0,363.0,363.0,363.0,363.0,,0.0,
기타자본,-561.4,-562.0,-562.0,-632.5,-635.1,,-0.4,
기타포괄이익누계액,38.1,-8.8,-15.5,-19.8,-10.6,,46.6,
이익잉여금,"3,861.5","4,270.5","4,510.7","4,755.5","5,114.8",,7.5,
*(지배)당기순이익,220.6,455.0,339.6,340.5,451.0,,32.5,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"45,000","45,000","45,000","45,000","45,000",,0,
1주당금액,"1,000","1,000","1,000","1,000","1,000",,0,
발행주식수,"11,500","11,500","11,500","11,500","11,500",,0,
보통주,"11,500","11,500","11,500","11,500","11,500",,0,
우선주,,,,,,,,
