항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"1,509.3","1,546.8","1,719.6","1,810.8","2,486.0",37.3
유동자산,707.5,751.3,909.7,926.9,"1,220.5",31.7
재고자산,221.5,305.7,278.8,305.4,313.1,2.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,0.2,0.2,1.5,0.0,-98.0
매출채권및기타채권,264.8,266.4,243.7,247.1,262.4,6.2
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,27.3,18.5,75.7,85.8,121.3,41.4
현금및현금성자산,193.9,160.4,311.4,287.1,523.7,82.4
매각예정비유동자산및처분자산,,,,,,
비유동자산,801.8,795.6,809.9,883.9,"1,265.4",43.2
유형자산,781.1,778.0,783.3,843.1,"1,226.3",45.5
무형자산,9.3,9.3,7.7,10.0,11.7,17.9
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,0.9,0.9,4.6,1.3,1.6,27.4
장기매출채권및기타채권,4.8,3.1,4.5,5.9,7.4,26.9
이연법인세자산,5.6,4.2,6.6,9.0,4.9,-45.6
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.0,0.0,3.2,14.7,13.4,-8.9
기타금융업자산,,,,,,
*순자산1,702.4,770.5,859.4,947.1,"1,085.5",14.6
*순자산2,693.1,761.2,851.8,937.1,"1,073.7",14.6
부채총계,806.9,776.3,860.2,863.7,"1,400.5",62.1
유동부채,612.4,467.9,608.5,648.6,635.1,-2.1
단기사채,,,,,,
단기차입금,245.3,238.6,413.3,393.3,370.7,-5.7
유동성장기부채,117.4,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,0.3,0.0,2.7,7.4,8.5,14.6
매입채무및기타채무,209.5,211.0,153.4,206.6,233.6,13.1
유동종업원급여충당부채,8.8,9.7,10.4,11.0,10.7,-2.3
단기충당부채,,,,,,
당기법인세부채(미지급법인세),26.1,8.1,24.0,28.9,9.0,-68.9
계약부채,,,,,,
반품(환불)부채,,,1.0,1.2,1.0,-12.1
배출부채,,,,,,
기타유동부채,5.1,0.6,3.7,0.2,1.6,609.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,194.5,308.4,251.7,215.1,765.4,255.8
사채,,,,,,
장기차입금,90.0,190.0,96.4,53.1,590.0,"1,012.0"
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.8,2.3,4.7,102.1
장기매입채무및기타채무,,,9.8,1.4,,
비유동종업원급여충당부채,104.5,118.4,144.8,158.3,170.7,7.8
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,452.7,428.6,512.9,446.4,960.7,115.2
*순부채,258.8,268.2,201.5,159.3,437.0,174.4
*CAPEX,81.8,59.4,53.4,124.6,389.3,212.5
자본총계,702.4,770.5,859.4,947.1,"1,085.5",14.6
지배주주지분,702.4,770.5,859.4,947.1,"1,085.5",14.6
자본금,298.3,298.3,298.3,298.3,298.3,0.0
신종자본증권,,,,,,
자본잉여금,62.7,62.7,85.2,85.2,85.2,0.0
기타자본,,-12.5,,,,
기타포괄이익누계액,0.2,-0.6,-0.5,-0.2,-0.4,-125.2
이익잉여금,341.2,422.5,476.4,563.7,702.4,24.6
*(지배)당기순이익,118.2,96.3,73.8,105.9,150.2,41.9
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"160,000","160,000","160,000","160,000","160,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"59,667","59,667","59,667","59,667","59,667",0
보통주,"59,667","59,667","59,667","59,667","59,667",0
우선주,,,,,,
