항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)",2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"71,830.9","59,804.1","38,243.7","64,242.0","79,700.1","97,780.1",24.1,22.7
유동자산,"6,210.0","15,776.8","13,562.6","17,513.5","28,231.8","41,965.3",61.2,48.6
재고자산,"2,099.9","3,023.6","4,524.7","6,459.6","10,128.7",,56.8,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,"5,400.8","2,100.4","5,000.5","8,500.4",,70.0,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,226.1,"5,708.8","3,547.8","3,235.6","4,739.8",,46.5,
매출채권및기타채권,258.2,"1,217.3","1,871.2","2,179.3","3,663.3",,68.1,
당기법인세자산(선급법인세),0.2,,,,,,,
계약자산,,195.0,208.1,278.6,639.1,,129.4,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,44.8,55.1,59.4,71.4,86.3,,20.9,
현금및현금성자산,"3,580.9",176.2,"1,251.0",288.5,474.1,,64.3,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"65,621.0","44,027.2","24,681.1","46,728.5","51,468.4",,10.1,
유형자산,"15,133.3","17,177.2","17,027.9","17,365.7","22,070.6",,27.1,
무형자산,190.0,199.8,218.3,233.4,321.7,,37.8,
비유동생물자산,,,,,,,,
투자부동산,,,207.6,202.5,,,,
투자자산,"50,288.0","25,860.4","5,293.7","26,577.9","26,884.2",,1.1,
장기매출채권및기타채권,,,,286.7,44.3,,-84.5,
이연법인세자산,,,456.1,,,,,
장기당기법인세자산,,,,,,,,
계약자산,,770.8,"1,306.7","1,688.9","1,893.3",,12.1,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,9.6,19.0,170.8,373.4,254.2,,-31.9,
기타금융업자산,,,,,,,,
*순자산1,"39,764.5","41,554.7","27,377.4","45,987.8","49,911.0",,8.5,
*순자산2,"39,574.5","41,354.9","27,159.1","45,754.4","49,589.3",,8.4,
부채총계,"32,066.4","18,249.4","10,866.3","18,254.2","29,789.1","34,786.2",63.2,16.8
유동부채,"22,874.4","7,105.3","6,905.1","5,893.0","11,072.9","16,078.8",87.9,45.2
단기사채,499.3,,,,,,,
단기차입금,400.0,900.0,"1,500.0",300.0,500.0,,66.7,
유동성장기부채,487.5,"2,965.8","2,516.5","1,609.1","1,098.6",,-31.7,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,"19,335.6",,32.5,65.3,75.4,,15.4,
매입채무및기타채무,"1,608.0","1,727.9","1,044.7","1,891.9","4,070.1",,115.1,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,,,,,,,
당기법인세부채(미지급법인세),,396.2,128.6,232.6,"1,101.7",,373.7,
계약부채,,247.9,263.6,234.3,655.6,,179.8,
반품(환불)부채,,,,,,,,
배출부채,5.0,14.9,5.5,4.3,7.3,,69.9,
기타유동부채,539.0,852.4,"1,413.6","1,555.5","3,564.3",,129.1,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,"9,192.0","11,144.1","3,961.2","12,361.2","18,716.1","18,708.2",51.4,-0.0
사채,500.0,"1,896.4","1,897.6",399.3,"5,385.5",,"1,248.7",
장기차입금,"3,572.4","2,964.7",464.1,"5,315.2","5,761.3",,8.4,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,1.9,126.4,172.8,106.7,,-38.2,
장기매입채무및기타채무,26.5,39.9,81.1,94.4,91.5,,-3.1,
비유동종업원급여충당부채,40.0,132.7,144.3,,,,,
장기충당부채,,,,,,,,
이연법인세부채,"5,053.2","5,345.4",,"4,498.5","4,877.1",,8.4,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,763.1,"1,187.7","1,736.9","2,200.6",,26.7,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,60.1,144.1,293.4,,103.6,
기타금융업부채,,,,,,,,
*이자발생부채,"5,459.1","8,727.0","6,537.1","7,849.1","12,927.5",,64.7,
*순부채,"1,878.2","-2,350.1",-14.3,-439.9,-547.0,"-4,774.1",-24.4,-772.7
*CAPEX,"4,941.2","2,786.5","1,717.3","1,396.6","4,062.5","5,029.2",190.9,23.8
자본총계,"39,764.5","41,554.7","27,377.4","45,987.8","49,911.0","62,993.9",8.5,26.2
지배주주지분,"39,764.5","41,554.7","27,377.4","45,987.8","49,911.0","67,117.3",8.5,34.5
자본금,"1,654.1","1,654.1","1,654.1","1,654.1","1,654.1","1,726.2",0.0,4.4
신종자본증권,,,,,,,,
자본잉여금,"24,873.1","24,873.1","24,966.3","24,873.1","24,873.1",,0.0,
기타자본,,,,,,,,
기타포괄이익누계액,-40.1,-69.8,-163.3,-75.4,-88.1,,-16.9,
이익잉여금,"13,277.3","15,097.2",920.3,"19,536.0","23,471.9",,20.1,
*(지배)당기순이익,-969.7,"2,241.1",496.4,"2,409.7","3,935.9",,63.3,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"500,000","500,000","500,000","500,000","500,000",,0,
1주당금액,"2,500","2,500","2,500","2,500","2,500",,0,
발행주식수,"66,165","66,165","66,165","66,165","66,165",,0,
보통주,"66,165","66,165","66,165","66,165","66,165",,0,
우선주,,,,,,,,
