항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"4,621.7","4,331.0","3,644.0","3,121.1","3,953.0",26.6
유동자산,"2,278.9","2,234.0","1,936.7","1,341.1","2,167.9",61.7
재고자산,648.2,691.6,439.5,334.8,586.6,75.2
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,40.6,0.1,0.1,0.1,0.1,138.0
매출채권및기타채권,"1,243.5","1,156.6",672.8,603.2,"1,119.0",85.5
당기법인세자산(선급법인세),,,,1.0,2.6,149.7
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,3.4,6.6,8.4,1.4,-83.1
기타유동자산,8.1,5.4,37.1,26.6,11.8,-55.8
현금및현금성자산,338.6,377.0,780.6,367.0,446.4,21.6
매각예정비유동자산및처분자산,,,,,,
비유동자산,"2,342.8","2,097.0","1,707.2","1,780.1","1,785.1",0.3
유형자산,"2,067.4","1,844.7","1,649.3","1,643.2","1,730.4",5.3
무형자산,12.1,6.4,6.4,6.4,6.4,0.0
비유동생물자산,,,,,,
투자부동산,37.9,36.9,36.0,,,
투자자산,0.4,0.3,0.5,1.4,9.9,583.7
장기매출채권및기타채권,,,,,,
이연법인세자산,207.1,192.9,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,18.0,15.9,15.0,129.1,38.4,-70.3
기타금융업자산,,,,,,
*순자산1,"2,635.9","2,696.9","1,845.2","1,237.8","1,260.1",1.8
*순자산2,"2,623.8","2,690.5","1,838.8","1,231.4","1,253.7",1.8
부채총계,"1,985.8","1,634.1","1,798.8","1,883.3","2,692.9",43.0
유동부채,"1,787.3","1,390.9","1,449.4","1,527.3","2,079.6",36.2
단기사채,,,,,,
단기차입금,840.0,790.0,930.0,"1,080.0","1,230.0",13.9
유동성장기부채,,,1.6,1.3,100.0,"7,601.2"
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,8.5,1.8,1.5,-14.2
매입채무및기타채무,875.3,590.1,499.6,441.5,742.0,68.0
유동종업원급여충당부채,,,,,,
단기충당부채,8.1,,,,4.5,
당기법인세부채(미지급법인세),18.0,10.1,4.3,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,45.7,,4.6,,,
기타유동부채,0.2,0.8,0.8,2.7,1.6,-41.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,198.5,243.2,349.4,356.0,613.3,72.3
사채,,,,,336.9,
장기차입금,,,100.0,140.0,100.0,-28.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,3.9,2.9,12.5,1.2,0.4,-70.8
장기매입채무및기타채무,1.2,4.8,3.2,0.8,0.8,0.0
비유동종업원급여충당부채,193.4,235.5,233.7,213.9,175.2,-18.1
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,843.9,792.9,"1,052.5","1,224.3","1,768.8",44.5
*순부채,505.4,415.9,272.0,857.3,"1,322.4",54.3
*CAPEX,76.5,27.8,257.7,183.2,87.8,-52.1
자본총계,"2,635.9","2,696.9","1,845.2","1,237.8","1,260.1",1.8
지배주주지분,"2,635.9","2,696.9","1,845.2","1,237.8","1,260.1",1.8
자본금,200.0,200.0,200.0,200.0,200.0,0.0
신종자본증권,,,,,,
자본잉여금,323.8,323.8,323.8,323.8,327.6,1.2
기타자본,,,404.8,,,
기타포괄이익누계액,404.8,404.8,,404.8,404.8,0.0
이익잉여금,"1,707.2","1,768.2",916.5,309.1,327.6,6.0
*(지배)당기순이익,123.5,100.4,-828.2,-613.9,19.6,103.2
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"40,000","40,000","40,000","40,000","50,000",25
1주당금액,500,500,500,500,500,0
발행주식수,"40,000","40,000","40,000","40,000","40,000",0
보통주,"40,000","40,000","40,000","40,000","40,000",0
우선주,,,,,,
