항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"10,234.3","10,613.9","10,294.0","10,902.7","11,216.0","11,510.0",2.9,2.6
유동자산,"2,614.6","2,820.7","2,567.8","2,827.6","3,115.8","3,480.0",10.2,11.7
재고자산,533.9,584.3,563.7,528.2,585.0,,10.8,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,8.9,36.1,42.2,75.7,61.2,,-19.1,
매출채권및기타채권,"1,924.2","1,753.4","1,580.0","1,626.7","1,704.7",,4.8,
당기법인세자산(선급법인세),0.5,11.1,16.4,0.1,33.7,,"24,785.0",
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,355.0,122.3,122.3,159.8,,30.7,
기타유동자산,81.2,66.3,126.1,81.7,58.3,,-28.6,
현금및현금성자산,65.9,14.6,117.0,316.7,513.1,,62.0,
매각예정비유동자산및처분자산,,,,76.2,,,,
비유동자산,"7,619.6","7,793.2","7,726.3","8,075.1","8,100.1",,0.3,
유형자산,"6,565.9","6,388.7","6,304.3","6,869.0","6,816.3",,-0.8,
무형자산,202.0,191.0,171.8,161.8,183.0,,13.1,
비유동생물자산,,,,,,,,
투자부동산,471.9,463.2,460.1,337.4,302.2,,-10.4,
투자자산,32.1,215.0,194.9,203.2,243.8,,19.9,
장기매출채권및기타채권,2.8,164.2,167.7,146.8,191.5,,30.5,
이연법인세자산,,18.6,27.7,,,,,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,345.0,352.6,399.9,357.0,363.4,,1.8,
기타금융업자산,,,,,,,,
*순자산1,"3,738.3","3,868.8","4,002.6","4,074.2","4,140.1",,1.6,
*순자산2,"3,536.3","3,677.8","3,830.8","3,912.4","3,957.0",,1.1,
부채총계,"6,496.0","6,745.1","6,291.4","6,828.5","7,075.9","7,160.0",3.6,1.2
유동부채,"4,845.8","4,969.9","4,386.7","4,727.1","4,725.8","4,070.0",-0.0,-13.9
단기사채,,,,100.0,,,,
단기차입금,"2,721.5","3,126.8","2,925.7","3,137.3","3,191.7",,1.7,
유동성장기부채,263.9,115.6,121.0,192.2,180.7,,-6.0,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,5.2,2.7,21.2,20.7,14.6,,-29.6,
매입채무및기타채무,"1,441.9","1,263.5","1,163.8","1,138.2","1,232.1",,8.3,
유동종업원급여충당부채,,,,35.6,37.8,,6.2,
단기충당부채,314.8,,,,,,,
당기법인세부채(미지급법인세),76.0,0.3,2.0,62.2,30.6,,-50.9,
계약부채,,,,,,,,
반품(환불)부채,,238.7,,,,,,
배출부채,,,43.1,,,,,
기타유동부채,22.5,222.3,110.0,41.1,38.5,,-6.2,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,"1,650.2","1,775.2","1,904.7","2,101.4","2,350.1","3,090.0",11.8,31.5
사채,,,,,,,,
장기차입금,282.9,329.7,335.5,578.9,900.0,,55.5,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,4.6,5.9,77.7,59.3,54.5,,-8.1,
장기매입채무및기타채무,41.3,16.2,21.4,18.1,24.1,,32.8,
비유동종업원급여충당부채,834.8,900.7,907.7,881.4,806.8,,-8.5,
장기충당부채,185.7,209.5,237.7,233.2,211.4,,-9.3,
이연법인세부채,300.8,313.2,324.7,330.4,353.2,,6.9,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,"3,272.9","3,577.9","3,477.2","4,087.2","4,341.4",,6.2,
*순부채,"3,199.6","3,527.9","3,318.7","3,695.6","3,767.2","3,350.0",1.9,-11.1
*CAPEX,273.8,314.8,262.7,341.2,440.3,400.0,29.1,-9.2
자본총계,"3,738.3","3,868.8","4,002.6","4,074.2","4,140.1","4,350.0",1.6,5.1
지배주주지분,"3,737.2","3,868.3","4,002.7","4,068.7","4,134.5","4,340.0",1.6,5.0
자본금,"1,285.1","1,285.1","1,285.1","1,285.1","1,285.1","1,290.0",0.0,0.4
신종자본증권,,,,,,,,
자본잉여금,265.7,278.9,278.9,278.9,280.9,,0.7,
기타자본,-52.9,-52.9,-52.9,-52.9,-54.1,,-2.3,
기타포괄이익누계액,222.3,57.0,253.2,255.1,265.4,,4.0,
이익잉여금,"2,017.0","2,300.2","2,238.4","2,302.5","2,357.3",,2.4,
*(지배)당기순이익,122.1,166.6,174.3,101.9,64.4,,-36.8,
비지배주주지분,1.1,0.5,-0.0,5.4,5.6,,2.4,
*(비지배)당기순이익,-0.9,-0.6,-0.6,-0.5,0.7,,236.5,
수권주식수,"80,000","80,000","80,000","80,000","80,000",,0,
1주당금액,"5,000","5,000","5,000","5,000","5,000",,0,
발행주식수,"25,252","25,252","25,252","25,252","25,252",,0,
보통주,"24,008","24,008","24,516","24,516","24,516",,0,
우선주,"1,243","1,243",736,736,736,,0,
