항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)",2021/12
자산총계,"1,490.2","2,022.0","2,107.7","2,294.6","2,488.8"
유동자산,129.6,87.1,85.5,122.9,94.1
재고자산,,,,,
유동생물자산,,,,,
당기손익-공정가치측정금융자산,,,,,31.8
기타포괄손익-공정가치측정금융자산,,,,,
상각후원가측정유가증권,,,,,
상각후원가측정금융자산,,,,,
단기금융자산,1.0,1.0,1.0,,
매출채권및기타채권,4.5,5.8,7.2,14.1,8.2
당기법인세자산(선급법인세),,,,,
계약자산,,,,,
반품(환불)자산,,,,,
배출권,,,,,
기타유동자산,0.1,0.1,0.1,0.1,0.2
현금및현금성자산,124.0,80.2,77.3,108.7,53.9
매각예정비유동자산및처분자산,,,,,
비유동자산,"1,360.5","1,935.0","2,022.2","2,171.7","2,394.7"
유형자산,21.9,21.8,21.6,22.3,28.7
무형자산,2.8,2.8,3.7,3.7,3.8
비유동생물자산,,,,,
투자부동산,"1,330.7","1,907.3","1,993.9","2,142.7","2,329.0"
투자자산,5.0,3.0,3.0,3.0,33.1
장기매출채권및기타채권,0.1,0.1,0.1,0.1,0.1
이연법인세자산,,,,,
장기당기법인세자산,,,,,
계약자산,,,,,
반품(환불)자산,,,,,
배출권,,,,,
기타비유동자산,,,,,
기타금융업자산,,,,,
*순자산1,615.6,638.9,684.6,786.4,875.2
*순자산2,612.8,636.1,680.9,782.7,871.4
부채총계,874.6,"1,383.1","1,423.1","1,508.3","1,613.6"
유동부채,462.8,596.0,791.6,"1,081.0","1,054.7"
단기사채,,,,,
단기차입금,200.0,233.3,505.3,505.3,786.0
유동성장기부채,213.3,272.0,220.0,480.7,220.0
당기손익-공정가치측정금융부채,,,,,
상각후원가측정금융부채,,,,,
유동금융부채,,,,,
매입채무및기타채무,33.0,60.1,35.7,63.5,26.0
유동종업원급여충당부채,,,,,
단기충당부채,,,,,
당기법인세부채(미지급법인세),2.6,2.1,3.2,7.1,4.7
계약부채,,,,,
반품(환불)부채,,,,,
배출부채,,,,,
기타유동부채,13.9,28.6,27.5,24.5,18.0
매각예정으로분류된처분자산에포함된부채,,,,,
비유동부채,411.8,787.1,631.5,427.3,558.9
사채,,,,,
장기차입금,272.0,620.0,420.6,220.0,201.0
당기손익-공정가치측정금융부채,,,,,
상각후원가측정금융부채,,,,,
비유동금융부채,,,,,
장기매입채무및기타채무,97.2,119.1,147.1,120.4,147.6
비유동종업원급여충당부채,,,,,
장기충당부채,,,,,98.2
이연법인세부채,42.6,48.0,63.8,86.9,112.1
장기당기법인세부채(미지급법인세),,,,,
계약부채,,,,,
반품(환불)부채,,,,,
배출부채,,,,,
기타비유동부채,,,,,
기타금융업부채,,,,,
*이자발생부채,685.3,"1,125.3","1,145.9","1,206.0","1,207.0"
*순부채,560.3,"1,044.1","1,067.6","1,097.3","1,121.3"
*CAPEX,0.4,0.8,0.7,0.2,0.1
자본총계,615.6,638.9,684.6,786.4,875.2
지배주주지분,615.6,638.9,684.6,786.4,863.6
자본금,433.5,442.1,451.0,462.2,462.2
신종자본증권,,,,,
자본잉여금,13.3,13.2,13.2,13.2,13.2
기타자본,-0.0,-0.0,-0.1,-0.1,-6.1
기타포괄이익누계액,2.0,0.6,0.7,2.2,7.6
이익잉여금,166.9,183.0,219.7,308.7,386.6
*(지배)당기순이익,24.8,33.4,54.4,111.6,114.8
비지배주주지분,,,,,11.6
*(비지배)당기순이익,,,,,0.0
수권주식수,"200,000","200,000","200,000","200,000","200,000"
1주당금액,"1,000","1,000","1,000","1,000","1,000"
발행주식수,"43,346","44,213","45,097","46,224","46,224"
보통주,"43,346","44,213","45,097","46,224","46,224"
우선주,,,,,
