항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,"32,046.3","31,170.6","31,075.7","33,491.9","29,435.4","30,848.7",-12.1,4.8
유동자산,"9,300.0","9,154.2","7,156.6","9,887.8","6,829.2","9,764.0",-30.9,43.0
재고자산,"4,779.5","4,992.6","5,321.1","4,942.0","5,220.3",,5.6,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,200.0,250.0,250.0,250.0,,0.0,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,205.0,5.0,100.0,"1,553.8",201.3,,-87.0,
매출채권및기타채권,936.8,929.0,967.4,766.5,749.1,,-2.3,
당기법인세자산(선급법인세),,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,84.7,29.9,20.4,10.7,11.5,,8.1,
현금및현금성자산,"3,294.1","2,997.7",497.7,"2,364.8",396.9,,-83.2,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"22,746.3","22,016.4","23,919.0","23,604.1","22,606.3",,-4.2,
유형자산,"4,027.9","4,126.9","4,366.5","4,581.1","4,850.5",,5.9,
무형자산,"17,079.9","16,534.2","14,955.5","14,225.6","12,905.8",,-9.3,
비유동생물자산,,,,,,,,
투자부동산,30.6,40.1,39.9,50.9,30.0,,-41.0,
투자자산,"1,498.9","1,212.8","1,457.9","1,460.7","1,980.2",,35.6,
장기매출채권및기타채권,,,,,,,,
이연법인세자산,32.5,,32.8,20.7,34.6,,67.0,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,76.4,102.4,"3,066.5","3,265.1","2,805.2",,-14.1,
기타금융업자산,,,,,,,,
*순자산1,"20,257.8","20,618.6","19,219.0","19,259.5","18,273.6",,-5.1,
*순자산2,"3,177.9","4,084.4","4,263.5","5,033.9","5,367.8",,6.6,
부채총계,"11,788.5","10,552.0","11,856.7","14,232.4","11,161.9","12,337.0",-21.6,10.5
유동부채,"8,469.1","5,381.2","5,895.1","8,458.4","5,755.6","6,735.7",-31.9,17.0
단기사채,,,,,,,,
단기차입금,,,,,,,,
유동성장기부채,"3,298.5","1,299.9","1,299.5","3,299.2","1,388.2",,-57.9,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,,848.7,884.5,846.9,,-4.3,
매입채무및기타채무,"4,134.1","3,155.9","2,982.4","3,083.6","2,458.2",,-20.3,
유동종업원급여충당부채,,,,,,,,
단기충당부채,0.1,11.7,15.1,10.0,9.3,,-6.6,
당기법인세부채(미지급법인세),351.8,152.6,36.4,218.9,157.7,,-28.0,
계약부채,,,,,,,,
반품(환불)부채,15.4,,,,,,,
배출부채,,,,,,,,
기타유동부채,669.3,761.0,713.0,962.3,895.3,,-7.0,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,"3,319.4","5,170.9","5,961.5","5,774.0","5,406.2","5,601.3",-6.4,3.6
사채,"3,196.0","3,693.9","2,696.9","2,394.6","3,393.9",,41.7,
장기차입금,,"1,300.0","1,000.0",968.9,,,,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,"2,118.4","2,250.3","1,858.7",,-17.4,
장기매입채무및기타채무,10.2,4.7,2.4,6.8,8.8,,29.6,
비유동종업원급여충당부채,81.1,103.3,29.0,35.1,26.7,,-23.8,
장기충당부채,31.3,60.8,114.5,117.8,117.7,,-0.1,
이연법인세부채,,7.7,,,,,,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,0.8,0.4,0.3,0.5,0.4,,-18.5,
기타금융업부채,,,,,,,,
*이자발생부채,"6,494.5","6,293.8","7,963.6","9,797.5","7,487.7",,-23.6,
*순부채,"2,995.4","3,091.1","7,115.9","5,632.6","6,640.8","3,300.0",17.9,-50.3
*CAPEX,293.8,490.3,666.2,611.8,725.6,263.3,18.6,-63.7
자본총계,"20,257.8","20,618.6","19,219.0","19,259.5","18,273.6","18,511.7",-5.1,1.3
지배주주지분,"20,257.8","20,618.6","19,219.0","19,259.5","18,273.6","18,511.7",-5.1,1.3
자본금,"1,180.4","1,180.4","1,180.4","1,180.4","1,180.4","1,180.0",0.0,-0.0
신종자본증권,,,,,,,,
자본잉여금,"10,556.8","10,556.8","10,556.8","10,556.8","10,556.8",,0.0,
기타자본,,,,,-186.6,,,
기타포괄이익누계액,-99.9,-1.9,-1.9,-1.9,-1.9,,0.0,
이익잉여금,"8,620.5","8,883.3","7,483.7","7,524.3","6,724.9",,-10.6,
*(지배)당기순이익,"1,484.4",854.6,-999.1,287.2,-574.5,,-300.0,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",,0,
1주당금액,"5,000","5,000","5,000","5,000","5,000",,0,
발행주식수,"23,608","23,608","23,608","23,608","23,608",,0,
보통주,"23,608","23,608","23,608","23,608","23,608",,0,
우선주,,,,,,,,
