항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,288.9,282.1,778.7,813.0,"3,435.4","3,606.0",322.6,5.0
유동자산,122.3,126.1,558.1,501.7,"3,045.5","3,166.0",507.0,4.0
재고자산,60.7,47.4,77.2,184.1,219.6,,19.3,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,,,150.1,110.0,"1,969.7",,"1,690.6",
매출채권및기타채권,57.5,42.8,136.8,50.9,75.6,,48.5,
당기법인세자산(선급법인세),,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,1.6,1.7,8.1,9.6,5.8,,-40.0,
현금및현금성자산,2.6,34.1,185.9,147.1,774.9,,426.9,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,166.6,156.0,220.6,311.3,389.9,,25.2,
유형자산,123.7,115.9,176.6,238.0,307.7,,29.3,
무형자산,42.1,39.2,39.4,44.8,50.8,,13.3,
비유동생물자산,,,,,,,,
투자부동산,,,,,,,,
투자자산,,,1.1,3.8,6.5,,67.9,
장기매출채권및기타채권,0.8,0.9,,,,,,
이연법인세자산,,,,21.7,19.5,,-10.3,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,,3.4,2.9,5.4,,88.8,
기타금융업자산,,,,,,,,
*순자산1,83.6,85.8,377.1,532.2,"3,071.6",,477.2,
*순자산2,41.5,46.6,337.7,487.3,"3,020.8",,519.9,
부채총계,205.3,196.3,401.6,280.8,363.9,339.0,29.6,-6.8
유동부채,190.3,178.2,365.6,244.3,314.4,295.0,28.7,-6.2
단기사채,,,,,,,,
단기차입금,115.3,106.0,40.0,,,,,
유동성장기부채,,,1.3,1.3,2.2,,73.8,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,,,,,,,
매입채무및기타채무,74.7,72.1,297.8,183.6,216.9,,18.1,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,,5.3,5.8,7.0,,20.0,
당기법인세부채(미지급법인세),,,18.3,20.3,4.0,,-80.4,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,0.3,0.1,2.7,33.3,84.2,,153.0,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,15.0,18.1,36.0,36.5,49.5,43.0,35.5,-13.1
사채,,,,,,,,
장기차입금,,,,,,,,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,2.3,1.7,3.3,,93.8,
장기매입채무및기타채무,2.9,4.8,7.3,2.4,7.7,,215.4,
비유동종업원급여충당부채,12.0,13.4,20.1,23.2,32.4,,39.8,
장기충당부채,,,6.4,9.2,6.2,,-33.3,
이연법인세부채,,,,,,,,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,115.3,106.0,43.6,3.0,5.5,,85.2,
*순부채,112.7,71.9,-292.4,-254.1,"-2,739.1","-2,870.0",-977.9,-4.8
*CAPEX,40.0,4.6,52.2,104.0,109.5,85.0,5.3,-22.4
자본총계,83.6,85.8,377.1,532.2,"3,071.6","3,267.0",477.2,6.4
지배주주지분,83.6,85.8,377.1,532.2,"3,071.6","3,267.0",477.2,6.4
자본금,36.7,36.7,48.4,145.3,181.6,182.0,25.0,0.2
신종자본증권,,,,,,,,
자본잉여금,143.1,143.1,331.2,234.4,"2,650.5",,"1,030.7",
기타자본,,,,,,,,
기타포괄이익누계액,,,,,,,,
이익잉여금,-96.1,-94.0,-2.5,152.5,239.5,,57.0,
*(지배)당기순이익,-14.9,2.1,93.8,155.8,89.6,,-42.5,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"10,000","10,000","100,000","100,000","100,000",,0,
1주당금액,"5,000","5,000","5,000","5,000",500,,-90,
발행주식수,733,733,968,"2,905","36,313",,"1,150",
보통주,733,733,968,"2,905","36,313",,"1,150",
우선주,,,,,,,,
