항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"5,997.9","5,943.6","6,128.5","6,223.7","5,853.0",-6.0
유동자산,"1,659.1","1,625.2","1,765.6","2,060.0","2,738.6",32.9
재고자산,851.9,878.1,"1,075.8",862.3,951.1,10.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,32.9,15.2,8.7,13.8,12.1,-12.2
매출채권및기타채권,367.3,337.0,369.3,338.3,449.1,32.7
당기법인세자산(선급법인세),11.3,19.5,4.3,1.0,2.0,100.5
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,64.1,63.0,65.6,59.9,62.6,4.5
현금및현금성자산,331.6,312.4,242.0,784.7,"1,042.9",32.9
매각예정비유동자산및처분자산,,,,,218.8,
비유동자산,"4,338.8","4,318.4","4,363.0","4,163.7","3,114.4",-25.2
유형자산,"2,153.2","2,325.6","2,368.1","2,239.4","2,195.4",-2.0
무형자산,541.0,735.7,661.6,638.6,432.4,-32.3
비유동생물자산,,,,,,
투자부동산,"1,151.0","1,136.0","1,155.4","1,142.3",313.5,-72.5
투자자산,179.9,69.9,92.2,66.6,104.3,56.6
장기매출채권및기타채권,4.6,7.0,1.6,1.2,2.6,116.4
이연법인세자산,53.3,44.2,84.1,75.6,66.2,-12.4
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,255.8,,,,,
기타금융업자산,,,,,,
*순자산1,"2,066.2","2,114.8","2,241.6","2,229.0","2,539.1",13.9
*순자산2,"1,525.2","1,379.1","1,580.1","1,590.3","2,106.7",32.5
부채총계,"3,931.7","3,828.8","3,886.9","3,994.7","3,313.9",-17.0
유동부채,"1,998.6","2,125.2","1,525.4","2,354.1","2,076.3",-11.8
단기사채,,,,,,
단기차입금,"1,208.5","1,373.5","1,011.3","1,418.5","1,363.5",-3.9
유동성장기부채,258.6,351.6,64.1,536.1,71.9,-86.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,7.5,17.2,4.6,7.5,12.4,66.1
매입채무및기타채무,438.3,357.3,413.8,341.6,441.8,29.4
유동종업원급여충당부채,,,,,,
단기충당부채,64.9,,,,,
당기법인세부채(미지급법인세),6.5,5.2,9.0,16.8,122.7,631.2
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,14.2,20.3,22.6,33.6,64.0,90.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"1,933.2","1,703.6","2,361.5","1,640.7","1,237.6",-24.6
사채,,,,,,
장기차입금,"1,491.1","1,368.5","2,013.1","1,313.6",953.5,-27.4
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,26.4,17.0,21.1,11.6,2.0,-83.2
장기매입채무및기타채무,64.7,56.6,54.5,48.9,51.5,5.3
비유동종업원급여충당부채,74.5,81.3,104.0,106.8,68.6,-35.7
장기충당부채,,,,,,
이연법인세부채,94.9,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,181.6,180.3,168.9,159.8,162.1,1.4
기타금융업부채,,,,,,
*이자발생부채,"2,958.2","3,093.6","3,095.7","3,273.1","2,393.0",-26.9
*순부채,"2,626.6","2,781.2","2,853.7","2,488.4","1,340.3",-46.1
*CAPEX,69.8,139.6,122.3,70.3,46.1,-34.4
자본총계,"2,066.2","2,114.8","2,241.6","2,229.0","2,539.1",13.9
지배주주지분,"2,144.8","2,111.9","2,243.1","2,230.8","2,549.8",14.3
자본금,452.7,452.7,452.7,452.7,452.7,0.0
신종자본증권,,,,,,
자본잉여금,271.8,263.8,263.8,263.8,263.8,0.0
기타자본,-104.9,-234.3,-234.6,-234.6,-246.9,-5.2
기타포괄이익누계액,-84.6,-82.9,-37.8,-99.7,27.5,127.6
이익잉여금,"1,609.9","1,712.7","1,799.1","1,848.7","2,052.7",11.0
*(지배)당기순이익,-53.0,138.2,136.5,100.4,245.8,145.0
비지배주주지분,-78.6,2.9,-1.5,-1.9,-10.7,-468.2
*(비지배)당기순이익,-2.2,-1.5,-5.6,-0.7,-8.2,"-1,000.6"
수권주식수,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"90,531","90,531","90,531","90,531","90,531",0
보통주,"90,531","90,531","90,531","90,531","90,531",0
우선주,,,,,,
