항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,331.2","2,635.8","4,818.4","4,478.5","4,331.7",-3.3
유동자산,361.4,331.1,886.3,584.0,501.3,-14.2
재고자산,3.5,3.1,472.2,444.1,314.5,-29.2
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,230.4,0.2,,,
매출채권및기타채권,335.5,38.5,152.0,91.6,93.9,2.4
당기법인세자산(선급법인세),1.2,1.3,3.5,0.1,0.0,-75.2
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,1.7,1.7,16.2,8.0,4.6,-42.8
현금및현금성자산,19.4,56.0,242.3,40.2,88.4,119.8
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,969.8","2,304.7","3,932.1","3,894.6","3,830.4",-1.6
유형자산,"1,968.9","2,257.6","2,292.0","2,288.8","2,364.6",3.3
무형자산,0.2,0.3,"1,559.6","1,542.4","1,431.9",-7.2
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,,46.8,0.3,0.5,,
장기매출채권및기타채권,0.8,,15.8,9.9,7.5,-23.5
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,64.4,53.0,26.3,-50.3
기타금융업자산,,,,,,
*순자산1,"1,317.2","1,639.9","3,870.4","3,626.2","2,388.5",-34.1
*순자산2,"1,317.0","1,639.6","2,310.8","2,083.8",956.6,-54.1
부채총계,"1,014.0",995.9,948.1,852.3,"1,943.2",128.0
유동부채,698.0,664.4,628.7,569.8,"1,167.8",104.9
단기사채,,,,,,
단기차입금,630.0,600.0,335.0,330.0,906.4,174.7
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,1.6,,33.6,40.6,18.9,-53.4
매입채무및기타채무,1.9,34.2,217.7,165.9,176.2,6.2
유동종업원급여충당부채,,,,,,
단기충당부채,4.5,3.5,6.9,7.3,5.0,-31.1
당기법인세부채(미지급법인세),,,,,,
계약부채,,18.7,21.4,15.5,34.1,119.7
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,60.0,8.0,14.1,10.5,27.1,158.9
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,316.0,331.4,319.4,282.4,775.5,174.6
사채,,,,,,
장기차입금,,,,,530.0,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,28.5,11.7,7.5,-36.0
장기매입채무및기타채무,,0.4,5.5,4.2,3.5,-18.2
비유동종업원급여충당부채,64.4,72.0,89.0,87.3,85.4,-2.2
장기충당부채,,,1.3,0.4,0.1,-73.1
이연법인세부채,250.5,259.1,192.5,178.5,148.9,-16.6
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,1.2,0.0,2.5,0.3,0.0,-91.8
기타금융업부채,,,,,,
*이자발생부채,630.0,600.0,397.2,382.3,"1,462.8",282.6
*순부채,610.6,544.0,154.9,342.1,"1,374.5",301.7
*CAPEX,4.3,30.0,47.5,24.7,20.3,-18.1
자본총계,"1,317.2","1,639.9","3,870.4","3,626.2","2,388.5",-34.1
지배주주지분,"1,317.2","1,639.9","3,870.4","3,626.2","2,388.5",-34.1
자본금,905.1,905.1,"1,418.1","1,418.1","1,418.1",0.0
신종자본증권,,,"1,100.0","1,100.0",,
자본잉여금,669.7,669.7,"1,262.2","1,262.0","1,261.7",-0.0
기타자본,-0.1,-0.1,-9.3,-9.3,-9.3,0.0
기타포괄이익누계액,262.6,493.2,493.2,516.5,602.3,16.6
이익잉여금,-520.1,-428.0,-393.8,-661.0,-884.3,-33.8
*(지배)당기순이익,37.6,92.9,128.7,-154.2,-138.1,10.4
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"120,000","120,000","300,000","300,000","300,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"90,510","90,510","141,806","141,806","141,806",0
보통주,"90,510","90,510","90,510","103,140","141,806",37
우선주,,,"51,296","38,666",,
