항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"1,577.1","1,517.5","1,952.5","1,876.9","2,098.4",11.8
유동자산,599.4,502.3,768.4,583.1,843.6,44.7
재고자산,142.3,101.0,112.7,105.1,266.6,153.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,28.4,44.1,104.2,224.6,115.6
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,60.6,6.1,3.0,27.0,2.5,-90.8
매출채권및기타채권,385.6,343.6,321.3,317.3,317.2,-0.0
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,1.4,0.1,3.1,0.1,2.5,"2,311.4"
현금및현금성자산,9.6,23.2,284.3,29.4,30.3,3.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,977.6,"1,015.2","1,184.1","1,293.8","1,254.8",-3.0
유형자산,65.6,135.7,135.0,137.4,138.5,0.8
무형자산,16.0,16.8,19.1,28.1,30.0,6.7
비유동생물자산,,,,,,
투자부동산,368.3,299.6,298.1,291.0,289.0,-0.7
투자자산,524.5,563.0,729.1,827.8,788.3,-4.8
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,3.2,,2.7,9.5,8.9,-6.0
기타금융업자산,,,,,,
*순자산1,"1,017.7","1,100.1","1,113.4","1,190.8","1,429.9",20.1
*순자산2,"1,001.7","1,083.3","1,094.3","1,162.7","1,399.9",20.4
부채총계,559.3,417.4,839.1,686.1,668.5,-2.6
유동부채,261.9,163.5,566.8,403.2,585.1,45.1
단기사채,,,,,,
단기차입금,115.3,21.2,211.3,72.3,2.0,-97.2
유동성장기부채,,,200.0,190.0,398.6,109.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,1.3,1.3,1.1,-18.4
매입채무및기타채무,141.9,124.9,152.1,131.8,131.9,0.1
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),0.3,11.2,1.5,6.0,51.1,757.1
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,4.5,6.2,0.6,1.8,0.4,-78.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,297.4,253.9,272.3,282.8,83.4,-70.5
사채,46.7,,,108.8,,
장기차입금,200.0,200.0,215.8,100.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,14.4,10.4,3.3,-68.8
장기매입채무및기타채무,11.2,,,13.2,8.8,-33.0
비유동종업원급여충당부채,,,,,,
장기충당부채,,,,,,
이연법인세부채,39.5,41.4,42.1,50.4,57.4,13.8
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,12.5,,,13.9,
기타금융업부채,,,,,,
*이자발생부채,362.0,221.2,629.9,473.4,404.9,-14.5
*순부채,352.4,164.2,298.5,339.8,150.0,-55.9
*CAPEX,2.8,7.0,3.4,0.8,2.7,227.3
자본총계,"1,017.7","1,100.1","1,113.4","1,190.8","1,429.9",20.1
지배주주지분,"1,017.7","1,100.1","1,113.4","1,190.8","1,429.9",20.1
자본금,102.5,102.5,102.5,102.5,102.5,0.0
신종자본증권,,,,,,
자본잉여금,137.3,162.7,162.7,162.7,164.1,0.9
기타자본,-37.0,-14.4,-14.4,-14.4,-14.4,0.0
기타포괄이익누계액,22.9,14.0,14.3,14.7,8.8,-40.2
이익잉여금,792.0,835.3,848.4,925.3,"1,168.9",26.3
*(지배)당기순이익,101.3,49.8,23.7,86.1,253.8,194.7
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"20,504","20,504","20,504","20,504","20,504",0
보통주,"20,504","20,504","20,504","20,504","20,504",0
우선주,,,,,,
