항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"1,119.7","1,150.4","1,210.5","1,259.6","1,395.5",10.8
유동자산,993.2,"1,019.9","1,079.5","1,067.3","1,040.9",-2.5
재고자산,84.9,112.5,113.0,111.2,175.9,58.1
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,347.2,353.6,190.9,48.6,61.4,26.2
매출채권및기타채권,88.8,86.1,73.8,81.3,83.3,2.5
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.1,0.5,0.1,0.1,0.1,-21.6
현금및현금성자산,472.1,467.3,701.6,826.0,720.2,-12.8
매각예정비유동자산및처분자산,,,,,,
비유동자산,126.5,130.5,131.0,192.3,354.6,84.4
유형자산,102.4,99.9,101.6,101.5,98.5,-3.0
무형자산,0.4,2.7,2.4,1.8,1.3,-27.5
비유동생물자산,,,,,,
투자부동산,10.6,10.6,10.5,10.4,10.3,-1.1
투자자산,1.3,3.5,5.9,74.0,234.1,216.4
장기매출채권및기타채권,11.7,10.9,8.9,1.4,2.8,98.2
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,2.7,1.8,3.1,7.6,140.5
기타금융업자산,,,,,,
*순자산1,974.9,"1,026.2","1,104.8","1,169.4","1,264.1",8.1
*순자산2,974.5,"1,023.4","1,102.4","1,167.6","1,262.8",8.2
부채총계,144.8,124.2,105.7,90.2,131.4,45.7
유동부채,133.2,113.8,91.3,78.3,112.7,43.9
단기사채,,,,,,
단기차입금,40.9,26.1,,,,
유동성장기부채,,,1.7,1.5,6.1,297.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,66.0,73.1,72.9,68.6,77.3,12.6
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),20.4,14.3,16.4,8.0,29.2,264.5
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,5.9,0.3,0.3,0.1,0.0,-93.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,11.6,10.4,14.4,11.9,18.7,57.8
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.5,0.8,1.5,79.3
장기매입채무및기타채무,0.3,0.3,0.3,,1.0,
비유동종업원급여충당부채,1.4,,5.1,2.8,8.7,209.4
장기충당부채,,,,,,
이연법인세부채,9.9,10.1,8.6,8.2,7.6,-7.9
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,40.9,26.1,2.1,2.4,7.6,221.4
*순부채,-431.2,-788.9,-786.4,-864.6,-771.6,10.8
*CAPEX,10.5,6.3,8.8,8.0,4.9,-38.8
자본총계,974.9,"1,026.2","1,104.8","1,169.4","1,264.1",8.1
지배주주지분,974.9,"1,026.2","1,104.8","1,169.4","1,264.1",8.1
자본금,6.3,6.3,6.3,6.3,6.3,0.0
신종자본증권,,,,,,
자본잉여금,117.2,117.2,117.2,117.2,117.2,0.0
기타자본,-64.3,-118.4,-144.5,-158.3,-190.6,-20.4
기타포괄이익누계액,,,,-0.3,-1.3,-396.5
이익잉여금,915.8,"1,021.1","1,125.8","1,204.6","1,332.6",10.6
*(지배)당기순이익,153.7,117.6,128.1,92.0,145.4,58.2
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"7,000","7,000","7,000","7,000","7,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"1,258","1,258","1,258","1,258","1,258",0
보통주,"1,258","1,258","1,258","1,258","1,258",0
우선주,,,,,,
