항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,517.0","1,933.0","1,829.9","1,921.0","1,964.7",2.3
유동자산,435.0,370.2,300.5,462.4,697.9,51.0
재고자산,42.4,44.8,28.0,48.2,30.7,-36.4
유동생물자산,93.7,95.2,68.8,87.3,102.0,16.8
당기손익-공정가치측정금융자산,,,,,0.3,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,17.0,16.2,31.9,59.6,35.6,-40.2
매출채권및기타채권,237.0,186.3,150.0,135.6,195.7,44.3
당기법인세자산(선급법인세),0.6,0.2,0.7,0.3,0.2,-21.3
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,18.4,4.0,3.2,2.5,3.4,37.4
현금및현금성자산,25.9,23.5,18.0,128.9,232.9,80.7
매각예정비유동자산및처분자산,,,,,97.1,
비유동자산,"2,082.0","1,562.8","1,529.4","1,458.6","1,266.8",-13.2
유형자산,"1,750.1","1,202.8","1,167.0","1,109.5",999.5,-9.9
무형자산,102.1,14.6,8.9,3.7,2.7,-26.3
비유동생물자산,50.3,,15.2,13.4,,
투자부동산,35.5,232.2,230.8,235.6,200.4,-14.9
투자자산,143.9,113.2,107.6,96.5,64.2,-33.5
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,967.3,"1,034.1",878.3,718.9,472.9,-34.2
*순자산2,865.2,"1,019.5",869.4,715.2,470.2,-34.3
부채총계,"1,549.7",898.9,951.6,"1,202.1","1,491.7",24.1
유동부채,"1,134.9",791.8,588.5,891.8,888.8,-0.3
단기사채,,,,,,
단기차입금,635.5,288.2,324.5,375.7,591.7,57.5
유동성장기부채,246.2,268.0,45.7,303.5,40.5,-86.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,3.7,2.8,2.6,-5.3
매입채무및기타채무,248.8,230.8,209.2,206.1,248.2,20.4
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),0.1,,,,,
계약부채,,0.2,0.3,0.4,0.4,7.5
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,4.3,4.6,5.0,3.3,5.3,61.1
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,414.8,107.1,363.1,310.3,602.9,94.3
사채,116.8,,299.6,199.6,199.8,0.1
장기차입금,239.6,68.1,22.4,55.8,15.3,-72.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,27.3,,0.7,2.7,3.4,25.4
장기매입채무및기타채무,0.5,0.1,0.1,0.2,19.6,"10,800.5"
비유동종업원급여충당부채,23.6,38.2,39.9,51.7,49.1,-5.1
장기충당부채,,,,,250.6,
이연법인세부채,6.5,0.3,,,64.3,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,0.5,0.4,0.3,0.3,0.9,260.5
기타금융업부채,,,,,,
*이자발생부채,"1,238.1",624.3,696.6,940.1,853.3,-9.2
*순부채,"1,199.5",587.6,675.7,811.2,588.3,-27.5
*CAPEX,35.3,152.1,45.6,28.6,35.9,25.6
자본총계,967.3,"1,034.1",878.3,718.9,472.9,-34.2
지배주주지분,866.0,"1,029.1",875.4,716.9,473.2,-34.0
자본금,583.6,792.4,792.4,992.4,317.6,-68.0
신종자본증권,,,,,,
자본잉여금,470.1,536.6,541.4,550.8,"1,487.8",170.1
기타자본,28.8,62.5,82.5,82.5,82.3,-0.2
기타포괄이익누계액,-0.1,11.3,8.5,2.2,-4.6,-311.8
이익잉여금,-216.4,-373.7,-549.4,-911.0,"-1,409.9",-54.8
*(지배)당기순이익,-108.9,-110.2,-173.0,-350.7,-499.3,-42.4
비지배주주지분,101.3,5.0,2.9,2.0,-0.2,-111.6
*(비지배)당기순이익,5.6,-2.1,-2.1,-1.0,-2.2,-130.5
수권주식수,"200,000","200,000","200,000","200,000","400,000",100
1주당금액,500,500,500,500,500,0
발행주식수,"116,725","158,473","158,473","198,473","63,511",-68
보통주,"116,725","158,473","158,473","198,473","63,511",-68
우선주,,,,,,
