항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,233.2,720.3,670.7,957.7,848.1,"1,037.0",-11.4,22.3
유동자산,162.5,460.0,421.0,584.6,499.3,699.0,-14.6,40.0
재고자산,27.9,172.8,157.3,182.9,232.1,,26.9,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,100.1,,,,,,,
매출채권및기타채권,12.5,242.1,149.1,198.4,192.3,,-3.1,
당기법인세자산(선급법인세),0.4,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,0.1,0.3,1.8,2.2,4.7,,116.0,
현금및현금성자산,21.5,44.7,112.8,201.1,70.2,,-65.1,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,70.7,260.3,249.7,373.1,348.8,,-6.5,
유형자산,15.9,175.3,187.6,222.1,235.3,,6.0,
무형자산,4.8,24.8,25.9,26.2,26.0,,-0.7,
비유동생물자산,,,,,,,,
투자부동산,,,,14.6,13.8,,-5.7,
투자자산,49.2,49.6,3.4,3.4,3.4,,0.0,
장기매출채권및기타채권,0.8,10.5,9.6,10.7,11.4,,6.5,
이연법인세자산,,,,,1.2,,,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,,23.2,96.1,57.7,,-40.0,
기타금융업자산,,,,,,,,
*순자산1,217.7,251.3,320.4,487.9,614.5,,26.0,
*순자산2,212.9,226.6,294.5,461.6,588.5,,27.5,
부채총계,15.5,469.0,350.3,469.9,233.6,337.0,-50.3,44.3
유동부채,12.6,457.9,308.2,406.6,199.7,307.0,-50.9,53.7
단기사채,,,,,,,,
단기차입금,,,,,,,,
유동성장기부채,,,,,,,,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,,4.8,24.3,20.3,,-16.6,
매입채무및기타채무,12.6,445.8,288.1,344.9,142.7,,-58.6,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,2.1,2.0,2.3,4.4,,94.8,
당기법인세부채(미지급법인세),,3.8,10.5,28.3,12.8,,-54.8,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,,6.4,2.8,6.8,19.5,,186.3,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,2.9,11.0,42.1,63.3,33.9,31.0,-46.5,-8.5
사채,,,,,,,,
장기차입금,,,,,,,,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,13.3,61.7,32.7,,-47.0,
장기매입채무및기타채무,0.9,3.3,27.2,,,,,
비유동종업원급여충당부채,-0.0,5.7,,,,,,
장기충당부채,,,0.8,0.8,1.2,,37.4,
이연법인세부채,2.0,2.0,0.7,0.7,,,,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,,,18.1,86.0,53.0,,-38.4,
*순부채,-21.6,-44.7,-94.6,-115.1,-17.2,-229.0,85.0,"-1,229.2"
*CAPEX,0.3,13.3,19.4,61.9,36.7,38.0,-40.6,3.4
자본총계,217.7,251.3,320.4,487.9,614.5,700.0,26.0,13.9
지배주주지분,217.7,251.3,320.4,487.9,614.5,700.0,26.0,13.9
자본금,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0
신종자본증권,,,,,,,,
자본잉여금,201.6,201.6,201.6,201.6,201.6,,0.0,
기타자본,-37.3,-37.3,-37.3,-37.3,-37.3,,0.0,
기타포괄이익누계액,-0.7,,,,,,,
이익잉여금,44.1,77.0,146.1,313.6,440.2,,40.4,
*(지배)당기순이익,3.1,40.2,78.1,173.4,129.4,,-25.4,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"8,000","8,000","8,000","8,000","8,000",,0,
1주당금액,500,500,500,500,500,,0,
발행주식수,"2,000","2,000","2,000","2,000","2,000",,0,
보통주,"2,000","2,000","2,000","2,000","2,000",,0,
우선주,,,,,,,,
