항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"1,296.9","1,238.0","1,222.6","1,321.9","1,506.8",14.0
유동자산,956.0,921.6,909.5,946.0,"1,143.1",20.8
재고자산,261.2,286.5,255.4,272.5,411.5,51.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,35.8,12.6,17.1,35.4
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,140.0,190.0,200.0,190.0,165.3,-13.0
매출채권및기타채권,372.9,287.0,275.1,315.1,406.4,29.0
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.3,0.4,0.5,0.6,0.1,-86.0
현금및현금성자산,181.7,157.7,142.6,155.1,142.7,-8.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,340.9,316.4,313.1,375.9,363.7,-3.3
유형자산,94.6,89.9,86.7,84.5,82.3,-2.6
무형자산,1.1,1.1,1.1,1.1,1.0,-9.9
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,241.1,220.4,220.4,283.0,271.6,-4.0
장기매출채권및기타채권,,,,,,
이연법인세자산,4.0,5.0,4.8,7.3,8.8,20.6
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,"1,125.2","1,123.0","1,125.4","1,132.7","1,204.2",6.3
*순자산2,"1,124.1","1,121.9","1,124.3","1,131.6","1,203.2",6.3
부채총계,171.7,115.0,97.2,189.2,302.6,59.9
유동부채,166.8,112.7,91.4,185.3,302.2,63.1
단기사채,,,,,,
단기차입금,,,,,,
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,162.6,111.9,88.8,170.3,277.3,62.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),4.0,0.5,1.7,5.3,18.7,252.9
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.3,0.3,1.0,9.7,6.2,-36.0
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,4.9,2.3,5.8,4.0,0.4,-90.3
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,,,
장기매입채무및기타채무,0.1,0.1,0.1,0.1,0.1,0.0
비유동종업원급여충당부채,4.8,2.2,5.7,3.9,0.3,-92.1
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,,,,,
*순부채,-321.7,-347.7,-378.4,-357.8,-325.1,9.1
*CAPEX,,,0.8,0.3,0.2,-45.0
자본총계,"1,125.2","1,123.0","1,125.4","1,132.7","1,204.2",6.3
지배주주지분,"1,125.2","1,123.0","1,125.4","1,132.7","1,204.2",6.3
자본금,100.0,100.0,100.0,100.0,100.0,0.0
신종자본증권,,,,,,
자본잉여금,43.9,43.9,43.9,43.9,43.9,0.0
기타자본,,,,,,
기타포괄이익누계액,25.1,-17.2,-16.1,-4.3,-7.1,-64.6
이익잉여금,956.2,996.3,997.6,993.1,"1,067.5",7.5
*(지배)당기순이익,23.2,20.8,18.4,8.1,87.9,988.9
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"40,000","40,000","40,000","40,000","40,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"20,000","20,000","20,000","20,000","20,000",0
보통주,"20,000","20,000","20,000","20,000","20,000",0
우선주,,,,,,
