항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"6,785.6","7,570.8","7,777.4","7,656.1","8,290.0",8.3
유동자산,"3,235.6","3,867.6","3,791.8","3,437.9","3,845.2",11.8
재고자산,639.4,638.4,654.0,666.2,402.8,-39.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,136.7,115.9,150.0,173.8,175.5,1.0
매출채권및기타채권,"1,842.9","2,447.3","1,876.6","1,913.7","2,331.3",21.8
당기법인세자산(선급법인세),,5.1,,,,
계약자산,343.2,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,182.2,170.4,274.0,322.3,228.7,-29.0
현금및현금성자산,36.2,435.4,837.2,362.0,706.9,95.3
매각예정비유동자산및처분자산,55.0,55.0,,,,
비유동자산,"3,550.0","3,703.2","3,985.7","4,218.2","4,444.8",5.4
유형자산,"2,985.9","2,927.5","2,888.4","2,918.8","3,026.4",3.7
무형자산,29.6,59.0,46.0,43.0,27.1,-37.1
비유동생물자산,,,,,,
투자부동산,,,,,51.3,
투자자산,399.4,476.4,478.8,557.5,659.6,18.3
장기매출채권및기타채권,,,,,,
이연법인세자산,99.5,236.1,196.7,222.1,194.6,-12.4
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,35.6,4.3,375.8,476.9,485.7,1.9
기타금융업자산,,,,,,
*순자산1,"1,596.7","1,956.5","1,975.8","2,023.9","2,261.4",11.7
*순자산2,"1,567.2","1,897.5","1,929.8","1,980.9","2,234.3",12.8
부채총계,"5,188.8","5,614.3","5,801.6","5,632.2","6,028.6",7.0
유동부채,"5,041.9","4,819.5","5,337.6","4,999.9","5,430.3",8.6
단기사채,0.1,,599.9,10.0,10.0,0.0
단기차입금,700.0,,,15.0,15.0,0.0
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,"2,301.0","2,343.1","2,496.7","2,670.1","2,790.3",4.5
매입채무및기타채무,"1,361.2","2,428.2","2,213.1","2,254.6","2,502.4",11.0
유동종업원급여충당부채,,,,,,
단기충당부채,,8.3,5.7,3.3,35.1,974.9
당기법인세부채(미지급법인세),22.6,,6.3,9.4,39.3,319.1
계약부채,649.7,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,7.3,39.9,15.9,37.6,38.3,1.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,146.9,794.7,464.1,632.3,598.3,-5.4
사채,,599.3,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,33.7,44.7,321.6,428.4,349.4,-18.4
장기매입채무및기타채무,26.3,20.9,23.0,26.8,31.6,17.9
비유동종업원급여충당부채,,24.9,3.5,,,
장기충당부채,86.9,104.9,116.0,177.1,217.3,22.7
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,700.1,599.3,953.3,498.0,461.3,-7.4
*순부채,537.9,77.9,29.1,48.7,-332.6,-782.7
*CAPEX,70.1,53.5,40.3,115.7,168.7,45.8
자본총계,"1,596.7","1,956.5","1,975.8","2,023.9","2,261.4",11.7
지배주주지분,"1,596.7","1,956.5","1,975.8","2,023.9","2,261.4",11.7
자본금,200.0,200.0,200.0,200.0,200.0,0.0
신종자본증권,498.0,498.0,398.6,398.6,398.6,0.0
자본잉여금,13.0,13.0,13.0,13.0,13.0,0.0
기타자본,,,,,,
기타포괄이익누계액,126.1,-39.0,-23.2,-22.2,-21.4,3.8
이익잉여금,759.6,"1,284.5","1,387.4","1,434.5","1,671.1",16.5
*(지배)당기순이익,290.2,430.8,175.1,122.3,261.6,113.8
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"4,000","4,000","4,000","4,000","4,000",0
보통주,"4,000","4,000","4,000","4,000","4,000",0
우선주,,,,,,
