항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"9,459.7","10,009.3","10,891.2","4,731.2","5,943.9",25.6
유동자산,"3,923.0","2,454.9","8,486.3","1,990.8","3,197.3",60.6
재고자산,343.6,361.0,369.4,418.9,571.2,36.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,72.5,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,51.8,176.6,399.2,126.0
상각후원가측정금융자산,,,,,,
단기금융자산,979.9,"1,388.9",205.8,84.7,324.9,283.7
매출채권및기타채권,"2,514.4",470.3,647.0,887.6,"1,092.7",23.1
당기법인세자산(선급법인세),7.4,,,0.1,2.6,"3,201.5"
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,35.9,57.4,64.4,102.2,258.5,152.9
현금및현금성자산,41.8,177.3,88.3,320.6,475.8,48.4
매각예정비유동자산및처분자산,,,"7,059.6",,,
비유동자산,"1,850.1","2,334.0","2,404.9","2,740.4","2,746.6",0.2
유형자산,"1,094.4","1,212.4","1,064.7","1,019.8","1,230.5",20.7
무형자산,343.1,460.0,264.8,262.8,261.9,-0.3
비유동생물자산,,,,,,
투자부동산,136.1,133.6,144.4,198.3,168.6,-15.0
투자자산,220.9,427.1,810.6,"1,140.5",937.5,-17.8
장기매출채권및기타채권,,52.2,66.1,26.7,29.7,11.2
이연법인세자산,,16.9,9.6,19.7,61.6,212.8
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,55.7,31.8,44.7,72.7,56.8,-21.9
기타금융업자산,"3,686.7","5,220.3",,,,
*순자산1,"1,212.5","1,379.7","1,609.6","1,209.0","1,389.1",14.9
*순자산2,869.5,919.7,"1,344.7",946.2,"1,127.1",19.1
부채총계,"8,247.2","8,629.6","9,281.6","3,522.2","4,554.9",29.3
유동부채,"1,697.9","1,986.4","8,712.2","2,873.6","3,404.8",18.5
단기사채,,,115.8,18.5,,
단기차입금,557.4,534.5,867.1,819.9,886.8,8.2
유동성장기부채,46.1,102.7,95.8,141.7,436.8,208.3
당기손익-공정가치측정금융부채,,,152.1,409.3,479.1,17.1
상각후원가측정금융부채,,,,,,
유동금융부채,0.4,3.4,54.0,95.8,59.3,-38.1
매입채무및기타채무,989.2,"1,235.8","1,170.2","1,327.8","1,385.2",4.3
유동종업원급여충당부채,,,,,,
단기충당부채,,,,0.3,49.2,"14,777.3"
당기법인세부채(미지급법인세),40.7,34.3,23.9,50.7,14.6,-71.2
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,64.0,75.7,20.1,9.6,93.8,880.0
매각예정으로분류된처분자산에포함된부채,,,"6,213.1",,,
비유동부채,349.6,602.6,569.4,648.7,"1,150.1",77.3
사채,,233.7,67.6,193.9,410.5,111.7
장기차입금,77.1,98.8,74.2,105.0,243.5,131.9
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,30.7,19.5,33.3,44.0,192.0,336.5
장기매입채무및기타채무,18.7,18.7,73.3,21.9,2.3,-89.3
비유동종업원급여충당부채,169.8,196.9,242.6,243.4,246.4,1.2
장기충당부채,20.5,21.8,15.4,14.0,19.6,40.4
이연법인세부채,32.8,13.2,63.1,26.5,35.8,34.9
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,"6,199.8","6,040.6",,,,
*이자발생부채,680.7,969.7,"1,391.3","1,732.3","2,486.3",43.5
*순부채,638.8,-462.5,"1,134.5","1,209.3","1,512.9",25.1
*CAPEX,113.9,152.8,115.0,123.2,276.4,124.3
자본총계,"1,212.5","1,379.7","1,609.6","1,209.0","1,389.1",14.9
지배주주지분,720.9,796.4,916.6,961.1,"1,036.8",7.9
자본금,440.6,503.4,533.1,583.3,605.0,3.7
신종자본증권,,,,,,
자본잉여금,641.5,705.5,729.8,753.1,783.4,4.0
기타자본,-2.9,-0.0,-2.7,-8.8,-8.8,0.0
기타포괄이익누계액,109.1,71.9,60.9,108.5,137.5,26.7
이익잉여금,-467.3,-484.4,-404.5,-475.0,-480.4,-1.1
*(지배)당기순이익,-134.9,52.8,60.2,-80.7,-21.7,73.1
비지배주주지분,491.6,583.3,692.9,247.8,352.3,42.2
*(비지배)당기순이익,97.4,154.2,144.2,27.8,41.5,49.2
수권주식수,"400,000","400,000","400,000","400,000","400,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"88,121","100,682","106,627","116,663","120,999",4
보통주,"88,121","100,682","106,627","116,663","120,999",4
우선주,,,,,,
