항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,663.8,645.8,653.1,642.0,710.4,10.7
유동자산,471.8,455.9,446.4,415.7,466.9,12.3
재고자산,180.1,152.1,157.7,115.2,155.4,34.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,3.4,,1.2,1.5,1.2,-18.6
매출채권및기타채권,227.2,215.9,214.9,215.5,260.6,20.9
당기법인세자산(선급법인세),,,,2.1,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.4,0.6,2.5,1.0,0.4,-58.3
현금및현금성자산,60.8,87.3,70.1,80.4,49.2,-38.8
매각예정비유동자산및처분자산,,,,,,
비유동자산,192.0,189.9,206.6,226.3,243.5,7.6
유형자산,150.7,146.2,141.0,146.5,158.8,8.4
무형자산,7.7,5.3,3.0,3.0,0.4,-87.6
비유동생물자산,,,,,,
투자부동산,31.4,31.0,30.7,35.8,35.5,-1.1
투자자산,2.1,7.3,32.0,40.9,48.8,19.4
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,320.8,340.3,341.6,346.0,406.0,17.3
*순자산2,313.0,335.1,338.6,343.1,405.6,18.2
부채총계,343.0,305.4,311.5,296.0,304.4,2.8
유동부채,311.0,284.9,295.5,227.4,241.8,6.3
단기사채,,,,,,
단기차입금,160.0,137.0,137.0,87.0,87.0,0.0
유동성장기부채,10.0,10.0,5.0,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,0.1,
매입채무및기타채무,135.5,131.0,153.0,140.4,142.5,1.5
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),4.9,6.4,0.5,,12.2,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.6,0.5,,,,
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,32.1,20.5,15.9,68.5,62.6,-8.7
사채,,,,,,
장기차입금,15.0,5.0,,50.0,50.0,0.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,,0.2,
장기매입채무및기타채무,1.3,,1.3,0.9,0.4,-58.8
비유동종업원급여충당부채,6.1,5.5,11.3,13.2,6.0,-54.5
장기충당부채,0.7,0.9,,,,
이연법인세부채,9.0,7.8,3.3,4.5,5.9,33.1
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,1.3,,,,
기타금융업부채,,,,,,
*이자발생부채,185.0,152.0,142.0,137.0,137.3,0.3
*순부채,120.9,64.7,70.7,56.6,88.1,55.6
*CAPEX,5.8,3.4,0.7,12.2,26.2,115.6
자본총계,320.8,340.3,341.6,346.0,406.0,17.3
지배주주지분,320.8,340.3,341.6,346.0,406.0,17.3
자본금,60.7,60.7,60.7,60.7,60.7,0.0
신종자본증권,,,,,,
자본잉여금,16.2,16.2,16.2,16.2,16.2,0.0
기타자본,,,,,,
기타포괄이익누계액,-0.1,-0.1,-4.7,-3.3,-1.8,46.7
이익잉여금,244.0,263.5,269.4,272.4,330.9,21.4
*(지배)당기순이익,20.7,22.3,9.6,4.9,57.9,"1,084.5"
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"3,600","3,600","3,600","3,600","3,600",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"1,215","1,215","1,215","1,215","1,215",0
보통주,"1,215","1,215","1,215","1,215","1,215",0
우선주,,,,,,
