항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"21,588.7","23,789.0","28,549.5","30,290.2","38,006.3","40,988.3",25.5,7.8
유동자산,"7,914.7","8,437.2","7,669.4","8,968.5","11,064.5","15,797.0",23.4,42.8
재고자산,748.6,"1,029.2","1,128.5","1,340.1","2,349.5",,75.3,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,600.9,"1,068.0","2,144.1","2,977.8","5,101.8",,71.3,
매출채권및기타채권,"3,401.4","3,255.7","3,453.5","3,265.3","2,589.8",,-20.7,
당기법인세자산(선급법인세),15.3,0.4,1.8,2.7,36.6,,"1,234.9",
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,"2,045.5","2,308.2",336.2,224.3,255.6,,13.9,
현금및현금성자산,"1,103.0",693.5,605.4,"1,158.2",731.3,,-36.9,
매각예정비유동자산및처분자산,,82.2,,,,,,
비유동자산,"13,674.0","15,351.9","20,880.1","21,321.7","26,941.7",,26.4,
유형자산,"7,124.0","7,810.1","12,707.8","12,251.3","11,599.2",,-5.3,
무형자산,"1,839.2","1,602.9","1,684.0","1,403.9","1,828.5",,30.2,
비유동생물자산,,,,,,,,
투자부동산,331.4,244.6,240.1,80.6,40.3,,-50.0,
투자자산,562.4,534.0,186.4,147.2,594.0,,303.6,
장기매출채권및기타채권,365.0,328.0,254.9,167.7,168.2,,0.3,
이연법인세자산,4.8,52.5,716.0,864.0,"1,146.9",,32.8,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,"3,447.4","4,779.8","5,090.9","6,407.0","11,564.7",,80.5,
기타금융업자산,,,,,,,,
*순자산1,"9,822.6","10,877.0","10,772.0","14,900.1","19,044.4",,27.8,
*순자산2,"7,983.4","9,274.1","9,087.9","13,496.1","17,215.8",,27.6,
부채총계,"11,766.2","12,912.0","17,777.6","15,390.1","18,961.9","17,898.0",23.2,-5.6
유동부채,"11,247.5","12,343.1","15,868.2","14,172.8","12,931.8","11,988.0",-8.8,-7.3
단기사채,,,,,,,,
단기차입금,"6,700.0","7,311.1","8,605.5","7,001.3","3,868.3",,-44.8,
유동성장기부채,,5.4,5.4,5.4,15.3,,184.7,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,0.4,0.2,150.0,139.4,185.3,,33.0,
매입채무및기타채무,"2,676.4","2,732.5","2,952.7","3,116.6","3,821.6",,22.6,
유동종업원급여충당부채,,,,,,,,
단기충당부채,397.5,,27.5,13.9,13.4,,-3.3,
당기법인세부채(미지급법인세),623.1,732.5,971.2,640.9,"1,243.7",,94.1,
계약부채,,,,,,,,
반품(환불)부채,,590.1,"1,201.7","1,286.5","1,595.6",,24.0,
배출부채,,,,,,,,
기타유동부채,850.1,971.4,"1,954.3","1,968.9","2,188.7",,11.2,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,518.7,568.9,"1,909.4","1,217.4","6,030.1","5,910.0",395.3,-2.0
사채,,,,,"4,190.0",,,
장기차입금,123.0,99.9,94.5,93.5,373.6,,299.6,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,11.8,12.1,281.4,196.3,394.5,,101.0,
장기매입채무및기타채무,8.9,4.0,4.3,1.1,4.6,,300.4,
비유동종업원급여충당부채,59.5,131.2,214.9,102.3,103.4,,1.1,
장기충당부채,17.3,23.3,"1,070.8",525.4,644.2,,22.6,
이연법인세부채,99.9,,,,,,,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,198.2,298.5,243.4,298.7,319.8,,7.1,
기타금융업부채,,,,,,,,
*이자발생부채,"6,823.1","7,416.3","9,018.2","7,327.7","8,924.5",,21.8,
*순부채,"5,720.1","6,722.8","8,412.8","6,169.5","8,177.1","-1,114.0",32.5,-113.6
*CAPEX,"3,368.0","4,002.7","3,906.2","3,252.1","2,755.7","3,800.0",-15.3,37.9
자본총계,"9,822.6","10,877.0","10,772.0","14,900.1","19,044.4","23,090.3",27.8,21.2
지배주주지분,"9,822.0","10,880.8","10,783.1","14,913.0","19,059.0","23,106.3",27.8,21.2
자본금,406.6,406.6,406.6,406.6,406.6,409.0,0.0,0.6
신종자본증권,,,,,,,,
자본잉여금,"1,293.5","1,299.5","1,324.8","1,478.1","1,478.1",,0.0,
기타자본,"-1,455.7",-451.8,-500.8,-481.3,-479.6,,0.3,
기타포괄이익누계액,-52.6,-41.7,12.7,-141.9,80.7,,156.9,
이익잉여금,"9,630.3","9,668.2","9,539.8","13,651.5","17,573.3",,28.7,
*(지배)당기순이익,"3,260.8","3,502.4","3,329.4","4,048.9","4,656.6",,15.0,
비지배주주지분,0.5,-3.8,-11.1,-12.9,-14.6,,-13.3,
*(비지배)당기순이익,-4.8,-4.3,-7.3,-1.8,-1.7,,5.0,
수권주식수,"200,000","200,000","200,000","200,000","200,000",,0,
1주당금액,500,500,500,500,500,,0,
발행주식수,"74,818","73,800","73,800","73,800","73,800",,0,
보통주,"74,818","73,800","73,800","73,800","73,800",,0,
우선주,,,,,,,,
