항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
자산총계,"4,961.1","5,489.4","5,602.0","5,629.3","5,967.9","6,260.0",6.0,4.9
유동자산,"2,013.1","2,540.8","2,235.4","1,998.3","2,042.4","2,210.0",2.2,8.2
재고자산,465.8,438.6,383.1,258.5,262.4,,1.5,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,594.7,996.5,820.8,891.3,877.4,,-1.6,
매출채권및기타채권,849.1,890.6,875.2,718.2,788.5,,9.8,
당기법인세자산(선급법인세),,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,13.7,,,,,,
기타유동자산,17.6,17.2,25.3,18.5,21.1,,13.8,
현금및현금성자산,85.9,184.2,131.0,111.7,93.1,,-16.6,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"2,948.0","2,948.6","3,366.6","3,631.0","3,925.5",,8.1,
유형자산,"2,824.7","2,831.1","2,946.8","2,984.9","3,187.4",,6.8,
무형자산,28.7,25.3,16.1,19.4,24.0,,23.6,
비유동생물자산,,,,,,,,
투자부동산,1.9,1.9,1.9,15.9,20.3,,27.6,
투자자산,0.4,0.2,85.1,286.4,364.4,,27.2,
장기매출채권및기타채권,84.6,89.7,98.9,97.0,98.3,,1.4,
이연법인세자산,7.7,0.5,51.3,,,,,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,,,166.6,227.4,231.0,,1.6,
기타금융업자산,,,,,,,,
*순자산1,"2,093.5","1,764.1","2,046.1","2,558.7","3,242.0",,26.7,
*순자산2,"2,064.8","1,738.8","2,030.1","2,539.3","3,218.0",,26.7,
부채총계,"2,867.6","3,725.4","3,555.9","3,070.6","2,725.9","3,430.0",-11.2,25.8
유동부채,700.5,"2,430.0","2,764.4","2,372.1","1,563.5","2,420.0",-34.1,54.8
단기사채,,,,,,,,
단기차입금,,100.0,660.0,660.0,330.0,,-50.0,
유동성장기부채,,85.1,,36.7,54.7,,49.1,
당기손익-공정가치측정금융부채,,"1,143.5","1,030.4",887.8,400.8,,-54.9,
상각후원가측정금융부채,,,,,,,,
유동금융부채,,273.8,281.9,253.6,164.7,,-35.0,
매입채무및기타채무,530.7,657.4,465.5,466.6,518.1,,11.0,
유동종업원급여충당부채,,,,,,,,
단기충당부채,32.9,3.6,1.6,,,,,
당기법인세부채(미지급법인세),6.1,21.2,64.0,50.8,26.0,,-48.9,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,116.4,132.6,248.0,,52.9,,,
기타유동부채,14.5,12.9,13.0,16.6,16.3,,-1.5,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,"2,167.1","1,295.4",791.5,698.5,"1,162.4","1,020.0",66.4,-12.3
사채,,,,,,,,
장기차입금,576.0,790.5,220.0,183.3,692.0,,277.4,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,944.1,,106.7,136.3,136.8,,0.4,
장기매입채무및기타채무,7.4,10.9,10.1,5.6,17.1,,207.5,
비유동종업원급여충당부채,540.8,407.1,360.9,263.4,143.5,,-45.5,
장기충당부채,97.5,86.9,93.8,90.5,107.4,,18.7,
이연법인세부채,,,,19.3,65.5,,239.2,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,1.3,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,576.0,"2,119.1","2,038.8","1,921.1","1,631.7",,-15.1,
*순부채,-99.8,-200.3,"1,091.7",923.0,665.6,580.0,-27.9,-12.9
*CAPEX,109.6,123.4,288.1,204.0,317.1,370.0,55.5,16.7
자본총계,"2,093.5","1,764.1","2,046.1","2,558.7","3,242.0","2,830.0",26.7,-12.7
지배주주지분,"2,093.5","1,764.1","2,046.1","2,558.7","3,242.0","2,830.0",26.7,-12.7
자본금,837.9,837.9,841.1,841.1,888.7,840.0,5.7,-5.5
신종자본증권,,,,,,,,
자본잉여금,754.8,754.8,783.0,783.0,"1,129.5",,44.3,
기타자본,-162.8,1.0,,,,,,
기타포괄이익누계액,0.1,,-20.2,12.4,72.7,,484.3,
이익잉여금,663.4,170.3,442.3,922.2,"1,151.2",,24.8,
*(지배)당기순이익,615.0,-293.5,413.2,627.8,403.9,,-35.7,
비지배주주지분,,,,,,,,
*(비지배)당기순이익,,,,,,,,
수권주식수,"50,000","50,000","50,000","50,000","50,000",,0,
1주당금액,"5,000","5,000","5,000","5,000","5,000",,0,
발행주식수,"16,759","16,759","16,821","16,821","17,775",,6,
보통주,"16,759","16,759","16,821","16,821","17,775",,6,
우선주,,,,,,,,
