항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"3,286.7","3,327.6","3,329.0","3,270.4","3,245.7",-0.8
유동자산,"1,056.5","1,037.0",925.2,986.0,"1,461.1",48.2
재고자산,283.1,266.8,289.2,266.4,248.8,-6.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,0.5,0.3,0.2,0.3,0.5,80.0
매출채권및기타채권,733.2,576.8,563.4,529.5,485.1,-8.4
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,17.1,14.9,7.6,7.6,6.3,-16.9
현금및현금성자산,22.7,178.3,64.8,154.5,276.8,79.1
매각예정비유동자산및처분자산,,,,27.8,443.8,"1,496.3"
비유동자산,"2,230.2","2,290.6","2,403.9","2,284.4","1,784.6",-21.9
유형자산,"2,044.9","2,107.2","2,134.9","2,068.5","1,599.7",-22.7
무형자산,8.4,7.9,7.8,8.1,9.8,21.2
비유동생물자산,,,,,,
투자부동산,127.4,126.3,125.3,80.6,80.5,-0.2
투자자산,0.1,0.2,32.7,38.2,11.1,-70.9
장기매출채권및기타채권,49.4,48.9,46.4,44.2,42.8,-3.2
이연법인세자산,,,,0.4,6.9,"1,588.0"
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,56.8,44.4,33.8,-23.8
기타금융업자산,,,,,,
*순자산1,"1,207.9","1,281.8","1,420.5","1,526.7","1,605.5",5.2
*순자산2,"1,199.4","1,273.9","1,412.7","1,518.6","1,595.7",5.1
부채총계,"2,078.9","2,045.7","1,908.5","1,743.7","1,640.2",-5.9
유동부채,"1,206.1","1,285.3",785.5,"1,058.3","1,232.7",16.5
단기사채,,,,,,
단기차입금,258.0,180.0,150.0,50.0,220.0,340.0
유동성장기부채,200.0,499.6,20.8,416.7,316.7,-24.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,648.0,471.6,500.6,475.5,536.0,12.7
유동종업원급여충당부채,,,,,,
단기충당부채,84.0,89.3,83.5,76.9,70.8,-8.0
당기법인세부채(미지급법인세),10.7,42.2,25.0,32.8,22.0,-33.1
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,5.5,2.7,5.5,6.3,67.2,958.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,872.8,760.5,"1,123.1",685.3,407.5,-40.5
사채,498.8,398.3,697.5,299.1,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,30.0,22.1,12.1,-45.2
장기매입채무및기타채무,6.3,5.0,0.2,5.0,,
비유동종업원급여충당부채,324.3,344.1,385.2,359.1,395.3,10.1
장기충당부채,,,,,,
이연법인세부채,43.4,13.1,10.1,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,956.8,"1,077.8",898.3,787.9,548.8,-30.3
*순부채,933.6,899.3,833.3,633.1,271.6,-57.1
*CAPEX,130.7,166.1,125.4,112.9,69.7,-38.2
자본총계,"1,207.9","1,281.8","1,420.5","1,526.7","1,605.5",5.2
지배주주지분,"1,207.9","1,281.8","1,420.5","1,526.7","1,605.5",5.2
자본금,26.6,26.6,26.6,26.6,26.6,0.0
신종자본증권,,,,,,
자본잉여금,"1,066.4","1,066.4","1,066.4","1,066.4","1,066.4",0.0
기타자본,-1.8,-1.8,-1.8,-45.9,-45.9,0.0
기타포괄이익누계액,,,,,,
이익잉여금,116.7,190.7,329.3,479.7,558.5,16.4
*(지배)당기순이익,136.7,136.8,189.4,162.1,131.0,-19.2
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"20,000","20,000","20,000","20,000","20,000",0
1주당금액,200,200,200,200,200,0
발행주식수,"13,297","13,297","13,297","13,297","13,297",0
보통주,"12,524","12,524","12,524","12,524","12,524",0
우선주,774,774,774,774,774,0
