항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,157.4","2,281.3","2,108.0","1,777.7","1,832.4",3.1
유동자산,823.6,982.4,855.0,634.8,766.2,20.7
재고자산,449.3,596.8,672.0,390.9,380.1,-2.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,24.8,,1.9,7.2,0.0,-100.0
매출채권및기타채권,316.0,340.0,133.6,173.3,346.1,99.7
당기법인세자산(선급법인세),,,0.0,0.0,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,14.7,26.6,22.8,10.0,27.0,171.4
현금및현금성자산,18.9,19.0,24.7,53.4,13.0,-75.6
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,333.7","1,298.9","1,253.0","1,143.0","1,066.2",-6.7
유형자산,"1,226.9","1,085.3","1,056.8","1,001.6",945.8,-5.6
무형자산,21.7,20.3,14.0,1.8,1.8,0.0
비유동생물자산,,,,,,
투자부동산,,88.4,87.9,87.3,86.8,-0.6
투자자산,58.9,70.6,65.2,18.6,6.8,-63.5
장기매출채권및기타채권,12.1,13.0,3.9,1.4,0.9,-34.5
이연법인세자산,14.2,21.3,25.2,32.2,24.0,-25.5
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,996.3,"1,007.6",921.4,763.2,795.0,4.2
*순자산2,974.7,987.2,907.4,761.4,793.1,4.2
부채총계,"1,161.0","1,273.8","1,186.6","1,014.6","1,037.4",2.3
유동부채,"1,135.0","1,160.6","1,039.6",959.5,952.5,-0.7
단기사채,,,,,27.9,
단기차입금,917.2,992.4,840.6,854.7,645.7,-24.5
유동성장기부채,,9.1,47.9,36.0,23.9,-33.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,3.7,1.8,29.1,"1,553.8"
매입채무및기타채무,214.7,149.5,147.3,67.1,220.7,229.1
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),2.6,9.6,,,5.3,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.5,,,,,
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,26.0,113.2,147.0,55.1,85.0,54.2
사채,,,,,41.8,
장기차입금,,64.5,94.0,33.0,9.1,-72.3
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,7.8,2.8,2.3,-17.8
장기매입채무및기타채무,3.0,3.0,3.0,3.0,3.0,0.0
비유동종업원급여충당부채,23.0,45.8,42.2,16.3,28.7,76.0
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,917.2,"1,065.9",993.9,928.2,751.3,-19.1
*순부채,873.5,"1,046.9",967.4,867.6,738.3,-14.9
*CAPEX,33.8,34.6,46.0,35.3,23.5,-33.4
자본총계,996.3,"1,007.6",921.4,763.2,795.0,4.2
지배주주지분,996.3,"1,007.6",921.4,763.2,795.0,4.2
자본금,160.5,160.5,160.5,160.5,160.5,0.0
신종자본증권,,,,,,
자본잉여금,605.9,605.9,605.9,605.9,605.9,0.0
기타자본,-45.2,,,,,
기타포괄이익누계액,,-3.0,-9.1,-11.7,-0.3,97.6
이익잉여금,275.2,244.2,164.2,8.6,28.9,236.9
*(지배)당기순이익,11.0,19.7,-74.9,-155.2,23.7,115.3
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"31,000","29,550","29,550","29,550","29,550",0
보통주,"31,000","29,550","29,550","29,550","29,550",0
우선주,,,,,,
