항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"6,239.7","3,801.5","3,403.6","3,505.3","3,956.4",12.9
유동자산,"5,424.2",914.4,816.8,971.2,"2,712.9",179.3
재고자산,498.8,440.2,400.6,348.8,396.9,13.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,54.1,33.2,90.3,185.9,"1,825.7",882.0
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,"4,625.6",157.6,69.4,140.7,251.5,78.7
매출채권및기타채권,132.1,197.8,161.5,125.5,135.0,7.6
당기법인세자산(선급법인세),2.3,3.8,3.1,2.9,3.8,31.1
계약자산,,,,,,
반품(환불)자산,,14.0,6.6,2.8,2.8,1.1
배출권,,,,,,
기타유동자산,20.1,8.4,26.9,11.1,10.8,-3.0
현금및현금성자산,91.1,59.4,58.5,153.5,86.5,-43.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,815.5,"2,887.1","2,586.8","2,534.0","1,243.5",-50.9
유형자산,236.5,227.7,211.0,248.6,175.9,-29.2
무형자산,30.7,28.8,18.5,12.6,12.4,-1.7
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,463.1,"2,573.1","2,218.9","2,199.2",990.7,-55.0
장기매출채권및기타채권,81.4,54.9,46.4,46.6,39.6,-14.9
이연법인세자산,,,,1.4,6.8,388.7
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,3.7,2.6,91.9,25.6,18.1,-29.5
기타금융업자산,,,,,,
*순자산1,"3,019.3","2,040.4","1,660.4","2,153.8","2,283.1",6.0
*순자산2,"2,988.6","2,011.6","1,641.9","2,141.2","2,270.8",6.0
부채총계,"3,220.4","1,761.1","1,743.2","1,351.4","1,673.3",23.8
유동부채,"2,665.5","1,445.6","1,479.4","1,054.8","1,448.7",37.3
단기사채,,82.5,146.8,110.7,,
단기차입금,250.8,231.8,231.9,61.4,124.2,102.3
유동성장기부채,105.0,,95.7,,51.4,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,"2,203.8","1,009.6",895.3,730.1,"1,184.8",62.3
매입채무및기타채무,96.1,96.4,94.5,137.6,78.0,-43.3
유동종업원급여충당부채,,,,,,
단기충당부채,7.9,1.3,2.4,1.5,1.5,3.6
당기법인세부채(미지급법인세),,,0.3,,,
계약부채,,,,,,
반품(환불)부채,,21.3,10.1,4.4,4.5,1.7
배출부채,,,,,,
기타유동부채,1.8,2.7,2.3,9.1,4.2,-54.0
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,554.9,315.5,263.8,296.6,224.6,-24.3
사채,,71.6,,51.4,,
장기차입금,,,,30.1,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,52.6,36.7,23.8,-35.1
장기매입채무및기타채무,19.2,19.0,16.8,27.6,25.6,-7.4
비유동종업원급여충당부채,32.1,23.1,28.1,8.9,4.3,-51.6
장기충당부채,,,,,,
이연법인세부채,503.5,201.8,166.3,141.9,170.9,20.4
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,355.8,385.8,527.1,315.4,223.2,-29.2
*순부채,120.6,200.2,335.3,-67.1,"-1,787.5","-2,565.8"
*CAPEX,10.8,15.4,5.7,23.7,59.3,150.1
자본총계,"3,019.3","2,040.4","1,660.4","2,153.8","2,283.1",6.0
지배주주지분,"3,019.3","2,040.4","1,659.3","2,153.8","2,283.1",6.0
자본금,645.6,645.6,645.6,"1,196.8","1,313.0",9.7
신종자본증권,,,,,,
자본잉여금,922.9,922.9,922.9,"1,048.7","1,174.6",12.0
기타자본,-0.1,-0.1,-0.1,-0.1,-0.1,0.0
기타포괄이익누계액,123.1,137.1,125.7,128.1,204.0,59.2
이익잉여금,"1,327.7",334.9,-34.8,-219.7,-408.3,-85.9
*(지배)당기순이익,"1,434.9",-952.7,-364.1,-161.3,-185.6,-15.1
비지배주주지분,,,1.1,,,
*(비지배)당기순이익,-1.1,,0.1,0.2,,
수권주식수,"500,000","500,000","500,000","500,000","500,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"129,124","129,124","129,124","239,360","262,592",10
보통주,"129,124","129,124","129,124","239,360","262,592",10
우선주,,,,,,
