항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,308.0","2,279.1","2,998.0","3,321.2","3,394.2",2.2
유동자산,939.8,907.4,"1,379.3","1,353.8","1,312.8",-3.0
재고자산,,,,,,
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,1.9,0.9,16.6,1.5,-90.7
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,12.3,13.7,10.6,10.6,-0.4
상각후원가측정금융자산,,,,,,
단기금융자산,69.9,52.0,42.0,30.2,30.3,0.1
매출채권및기타채권,274.1,166.0,208.1,193.0,192.0,-0.5
당기법인세자산(선급법인세),,,,,,
계약자산,415.6,393.8,409.3,328.9,334.4,1.7
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,103.7,116.2,341.1,230.8,195.2,-15.4
현금및현금성자산,76.6,165.3,364.2,543.7,548.8,0.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,368.2","1,371.7","1,618.7","1,967.4","2,081.4",5.8
유형자산,707.1,635.0,609.4,852.3,842.5,-1.1
무형자산,29.8,34.2,29.3,31.1,25.4,-18.3
비유동생물자산,,,,,,
투자부동산,476.1,526.9,791.4,845.0,919.5,8.8
투자자산,144.7,175.7,178.1,225.7,280.6,24.3
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,10.5,,10.6,13.4,13.5,0.9
기타금융업자산,,,,,,
*순자산1,"1,143.8","1,016.4","1,152.8","1,375.1","1,423.0",3.5
*순자산2,"1,114.0",982.1,"1,123.5","1,344.0","1,397.6",4.0
부채총계,"1,164.2","1,262.7","1,845.2","1,946.1","1,971.2",1.3
유동부채,760.8,920.0,"1,462.6","1,571.3","1,636.9",4.2
단기사채,,,,,,
단기차입금,210.0,290.0,290.0,260.0,240.0,-7.7
유동성장기부채,30.0,38.0,44.9,53.5,50.4,-5.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,269.7,228.1,260.1,295.4,374.9,26.9
유동종업원급여충당부채,,,,,,
단기충당부채,7.3,4.0,6.4,17.5,34.1,94.8
당기법인세부채(미지급법인세),,,,1.9,4.2,125.1
계약부채,237.2,346.0,842.5,928.4,922.5,-0.6
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,6.5,13.9,18.7,14.6,10.7,-26.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,403.4,342.7,382.7,374.8,334.3,-10.8
사채,,,,,,
장기차입금,202.5,190.4,150.9,106.9,33.0,-69.1
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,5.7,4.6,7.6,64.9
장기매입채무및기타채무,17.9,20.4,25.5,18.0,7.9,-55.8
비유동종업원급여충당부채,155.4,129.0,123.9,104.8,139.8,33.4
장기충당부채,,,,,,
이연법인세부채,27.6,2.8,41.8,114.1,129.2,13.2
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,34.7,26.4,16.8,-36.4
기타금융업부채,,,,,,
*이자발생부채,442.5,518.4,491.6,425.1,331.1,-22.1
*순부채,296.0,287.0,70.8,-176.0,-260.1,-47.8
*CAPEX,6.4,5.2,5.2,8.3,5.8,-30.2
자본총계,"1,143.8","1,016.4","1,152.8","1,375.1","1,423.0",3.5
지배주주지분,"1,143.8","1,016.4","1,152.8","1,375.1","1,423.0",3.5
자본금,54.8,54.8,54.8,54.8,54.8,0.0
신종자본증권,,,,,,
자본잉여금,67.2,67.2,67.2,67.2,67.2,0.0
기타자본,,,,-19.8,-19.8,0.0
기타포괄이익누계액,37.9,,,194.6,194.6,0.0
이익잉여금,984.1,894.4,"1,030.9","1,078.3","1,126.2",4.4
*(지배)당기순이익,-78.2,-66.4,-12.7,64.7,110.4,70.6
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"150,000","150,000","150,000","150,000","150,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"10,950","10,950","10,950","10,950","10,950",0
보통주,"10,950","10,950","10,950","10,950","10,950",0
우선주,,,,,,
