항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"8,958.7","9,373.4","9,536.1","9,642.0","10,440.0",8.3
유동자산,"3,545.6","3,582.8","3,838.4","4,546.5","4,853.2",6.8
재고자산,876.5,"1,210.3","1,205.5","1,013.8","1,496.7",47.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,"1,785.3","1,574.1","1,457.5","1,504.7","1,197.5",-20.4
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,20.9,10.8,10.8,0.2
단기금융자산,3.7,0.0,346.0,1.1,4.6,304.5
매출채권및기타채권,574.1,529.5,577.3,691.7,939.6,35.9
당기법인세자산(선급법인세),,0.1,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,1.9,0.0,,,,
기타유동자산,44.8,84.9,57.4,34.2,105.9,209.5
현금및현금성자산,259.3,183.9,167.5,360.2,201.5,-44.0
매각예정비유동자산및처분자산,,,6.3,930.0,896.5,-3.6
비유동자산,"5,413.2","5,790.6","5,697.7","5,095.5","5,586.9",9.6
유형자산,"2,123.0","2,150.3","2,327.9","1,356.8","1,656.5",22.1
무형자산,22.5,23.1,26.7,35.5,46.4,31.0
비유동생물자산,,,,,,
투자부동산,"1,768.0","1,856.3","2,029.1","1,918.8","1,935.7",0.9
투자자산,"1,191.3","1,424.4","1,109.4","1,607.5","1,779.1",10.7
장기매출채권및기타채권,,,172.8,140.6,133.2,-5.3
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,0.9,0.3,0.3,0.0
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,308.5,336.5,30.9,36.1,35.6,-1.1
기타금융업자산,,,,,,
*순자산1,"7,048.7","7,232.4","7,232.0","7,295.7","7,942.9",8.9
*순자산2,"7,026.2","7,209.3","7,205.3","7,260.2","7,896.5",8.8
부채총계,"1,910.1","2,141.0","2,304.1","2,346.3","2,497.1",6.4
유동부채,895.4,"1,191.6","1,314.7","1,554.0","1,794.1",15.4
단기사채,,,,,,
단기차입금,372.0,583.0,693.6,785.4,686.3,-12.6
유동성장기부채,107.2,200.8,171.9,5.3,160.2,"2,928.0"
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,0.0,
유동금융부채,,,56.7,57.4,42.1,-26.8
매입채무및기타채무,374.5,347.2,361.2,651.4,794.7,22.0
유동종업원급여충당부채,,,,,,
단기충당부채,,0.7,1.4,1.3,1.4,7.7
당기법인세부채(미지급법인세),22.1,44.1,20.1,36.9,93.6,153.6
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,4.8,0.0,,,,
기타유동부채,14.8,15.6,9.8,16.3,15.8,-3.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"1,014.7",949.5,989.4,792.3,703.0,-11.3
사채,,,,,,
장기차입금,362.4,290.6,275.3,103.9,77.9,-25.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,0.1,
비유동금융부채,,,108.3,92.4,55.9,-39.5
장기매입채무및기타채무,108.0,99.1,58.9,70.4,93.3,32.5
비유동종업원급여충당부채,5.5,8.1,2.8,4.3,3.6,-17.9
장기충당부채,,,2.2,2.1,1.7,-22.5
이연법인세부채,538.9,551.8,541.8,519.1,470.6,-9.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,841.6,"1,074.4","1,305.9","1,044.4","1,022.5",-2.1
*순부채,"-1,203.0",-683.6,-686.0,-832.2,-392.0,52.9
*CAPEX,135.0,266.0,56.7,94.3,443.0,369.7
자본총계,"7,048.7","7,232.4","7,232.0","7,295.7","7,942.9",8.9
지배주주지분,"6,870.0","7,044.7","7,037.2","7,098.2","7,732.8",8.9
자본금,120.0,120.0,120.0,120.0,120.0,0.0
신종자본증권,,,,,,
자본잉여금,136.4,136.4,136.4,136.4,136.4,0.0
기타자본,-64.4,-87.9,-102.2,-111.9,-111.9,0.0
기타포괄이익누계액,46.3,30.9,15.7,-28.0,6.4,122.8
이익잉여금,"6,631.7","6,845.3","6,867.3","6,981.7","7,582.0",8.6
*(지배)당기순이익,159.7,212.8,70.6,100.3,628.6,526.5
비지배주주지분,178.7,187.7,194.8,197.5,210.1,6.4
*(비지배)당기순이익,10.7,10.6,9.2,4.0,13.5,239.3
수권주식수,"6,000","6,000","6,000","6,000","6,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"2,400","2,400","2,400","2,400","2,400",0
보통주,"2,400","2,400","2,400","2,400","2,400",0
우선주,,,,,,
