항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,238.2","2,292.5","3,118.2","2,942.9","3,693.6",25.5
유동자산,"1,167.6","1,271.7","1,276.8","1,262.8","1,244.2",-1.5
재고자산,188.6,189.0,124.9,109.2,84.2,-22.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,75.3,194.9,374.2,311.1,316.3,1.7
매출채권및기타채권,465.9,520.3,472.5,507.8,525.1,3.4
당기법인세자산(선급법인세),,,,0.8,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,23.5,19.9,18.3,16.1,13.3,-17.1
현금및현금성자산,414.3,347.6,287.0,317.8,305.2,-4.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,070.5","1,020.7","1,841.4","1,680.1","2,449.4",45.8
유형자산,575.8,462.3,469.2,463.0,114.4,-75.3
무형자산,89.5,71.0,59.3,58.8,68.4,16.3
비유동생물자산,,,,,,
투자부동산,,108.8,115.1,112.8,890.3,689.2
투자자산,360.5,317.4,331.7,342.2,443.9,29.7
장기매출채권및기타채권,,,25.7,32.7,33.2,1.6
이연법인세자산,44.8,61.2,49.2,43.6,50.1,14.8
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,791.3,626.9,849.1,35.4
기타금융업자산,,,,,,
*순자산1,"1,612.5","1,602.5","1,682.7","1,674.0","1,917.4",14.5
*순자산2,"1,523.0","1,531.5","1,623.4","1,615.1","1,849.0",14.5
부채총계,625.7,690.0,"1,435.5","1,268.9","1,776.2",40.0
유동부채,566.0,604.8,771.0,873.9,"1,039.3",18.9
단기사채,,,,,,
단기차입금,,,,,,
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,177.7,170.3,187.0,9.8
매입채무및기타채무,472.6,510.8,503.6,614.3,643.1,4.7
유동종업원급여충당부채,,,,,,
단기충당부채,0.0,0.0,0.1,13.9,5.4,-61.1
당기법인세부채(미지급법인세),6.9,9.5,12.8,,90.5,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,86.5,84.5,76.8,75.4,113.3,50.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,59.7,85.2,664.5,395.1,736.9,86.5
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,594.8,344.9,640.9,85.8
장기매입채무및기타채무,,,,,16.7,
비유동종업원급여충당부채,48.2,77.2,,,,
장기충당부채,2.4,2.4,49.1,34.6,45.3,30.9
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,9.1,5.6,20.6,15.5,34.0,119.0
기타금융업부채,,,,,,
*이자발생부채,,,772.5,515.2,827.8,60.7
*순부채,-489.6,-542.5,124.7,-95.9,221.6,331.1
*CAPEX,17.3,12.7,37.0,15.8,934.1,"5,804.3"
자본총계,"1,612.5","1,602.5","1,682.7","1,674.0","1,917.4",14.5
지배주주지분,"1,612.5","1,602.5","1,682.7","1,674.0","1,917.4",14.5
자본금,174.0,174.0,174.0,174.0,174.0,0.0
신종자본증권,,,,,,
자본잉여금,118.5,118.5,118.5,118.5,118.5,0.0
기타자본,-36.7,-36.7,-36.7,-55.6,-72.3,-30.0
기타포괄이익누계액,-26.9,-45.5,-40.4,-38.5,-25.4,34.0
이익잉여금,"1,383.6","1,392.1","1,467.2","1,475.5","1,722.6",16.7
*(지배)당기순이익,83.4,79.0,92.0,73.9,249.4,237.7
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"34,802","34,802","34,802","34,802","34,802",0
보통주,"34,802","34,802","34,802","34,802","34,802",0
우선주,,,,,,
