항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"3,066.1","3,567.2","3,926.0","3,876.2","3,782.0",-2.4
유동자산,"1,578.7","1,748.5","1,774.1","1,629.2","1,540.5",-5.4
재고자산,703.8,921.6,"1,020.9",831.2,686.5,-17.4
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,1.6,4.0,9.4,4.2,2.4,-41.1
매출채권및기타채권,577.8,469.4,539.2,505.6,585.8,15.9
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,4.1,6.3,13.6,6.8,4.9,-28.5
현금및현금성자산,291.4,347.2,191.0,281.4,260.8,-7.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,487.4","1,818.8","2,151.9","2,246.9","2,241.5",-0.2
유형자산,"1,382.6","1,704.6","2,051.6","2,122.7","2,124.9",0.1
무형자산,12.9,12.9,11.6,11.6,11.6,0.0
비유동생물자산,,,,,,
투자부동산,,,,8.7,,
투자자산,90.5,91.3,77.2,86.6,82.0,-5.3
장기매출채권및기타채권,,,,,,
이연법인세자산,1.4,9.9,9.2,14.9,20.7,38.5
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,2.3,2.4,2.4,0.0
기타금융업자산,,,,,,
*순자산1,"1,812.9","1,880.6","1,883.5","1,899.8","1,973.9",3.9
*순자산2,"1,800.0","1,867.6","1,871.9","1,888.2","1,962.3",3.9
부채총계,"1,253.2","1,686.6","2,042.5","1,976.4","1,808.1",-8.5
유동부채,926.4,"1,054.7","1,275.2","1,182.0","1,171.1",-0.9
단기사채,,,,,,
단기차입금,342.7,445.6,777.6,536.0,530.0,-1.1
유동성장기부채,,50.0,22.5,225.0,62.5,-72.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,90.1,,75.2,3.7,2.5,-32.8
매입채무및기타채무,402.5,520.4,378.4,400.7,551.3,37.6
유동종업원급여충당부채,,,,,,
단기충당부채,16.1,11.7,1.8,3.9,2.2,-44.1
당기법인세부채(미지급법인세),67.2,23.7,14.1,10.2,18.2,79.4
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,7.8,3.3,5.6,2.6,4.4,69.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,326.8,632.0,767.4,794.4,637.0,-19.8
사채,,,,,,
장기차입금,275.0,541.5,705.9,745.6,599.5,-19.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,4.2,,6.8,7.1,5.4,-23.3
장기매입채무및기타채무,,4.5,,,,
비유동종업원급여충당부채,47.7,86.0,54.7,41.7,32.1,-23.1
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,617.7,"1,037.1","1,506.0","1,510.3","1,194.5",-20.9
*순부채,326.3,685.9,"1,309.1","1,229.0",933.7,-24.0
*CAPEX,459.2,450.2,465.3,283.8,130.2,-54.1
자본총계,"1,812.9","1,880.6","1,883.5","1,899.8","1,973.9",3.9
지배주주지분,"1,812.9","1,880.6","1,883.5","1,899.8","1,973.9",3.9
자본금,105.0,105.0,105.0,105.0,105.0,0.0
신종자본증권,,,,,,
자본잉여금,256.6,256.6,256.6,256.6,256.6,0.0
기타자본,-9.4,-9.4,-9.4,-9.4,-9.4,0.0
기타포괄이익누계액,3.5,0.9,1.2,1.6,1.2,-24.8
이익잉여금,"1,457.2","1,527.5","1,530.1","1,546.0","1,620.5",4.8
*(지배)당기순이익,282.4,181.1,32.7,44.6,118.1,164.9
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"80,000","80,000","80,000","80,000","80,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"21,000","21,000","21,000","21,000","21,000",0
보통주,"21,000","21,000","21,000","21,000","21,000",0
우선주,,,,,,
