항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,768.9,774.0,759.7,747.5,722.8,-3.3
유동자산,240.0,240.7,220.7,218.6,207.5,-5.1
재고자산,43.7,44.0,41.5,43.6,40.7,-6.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,20.2,40.2,48.0,29.8,-38.0
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,18.6,16.6,15.0,15.4,2.9
단기금융자산,19.9,0.3,,,,
매출채권및기타채권,123.5,118.2,93.9,90.2,78.7,-12.7
당기법인세자산(선급법인세),0.0,,0.1,,0.2,
계약자산,,,,0.0,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,8.2,6.3,0.4,0.6,1.9,233.3
현금및현금성자산,44.7,33.1,27.8,21.3,40.9,91.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,528.9,533.3,539.0,528.9,515.3,-2.6
유형자산,494.4,499.9,497.1,483.9,480.3,-0.7
무형자산,6.2,5.1,4.1,1.4,0.9,-33.1
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,17.4,18.3,23.8,25.3,19.3,-23.8
장기매출채권및기타채권,10.9,10.0,14.1,18.3,14.8,-19.3
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,267.1,275.4,249.6,283.7,260.2,-8.3
*순자산2,260.9,270.3,245.5,282.3,259.2,-8.2
부채총계,501.9,498.6,510.1,463.9,462.6,-0.3
유동부채,332.3,397.3,317.2,313.2,330.2,5.4
단기사채,,29.3,14.4,,4.7,
단기차입금,132.0,201.9,155.9,145.4,138.9,-4.5
유동성장기부채,107.0,50.8,63.0,66.4,100.1,50.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,15.4,9.0,15.1,5.0,-66.9
매입채무및기타채무,79.4,79.7,69.3,78.7,73.3,-6.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,0.2,,0.2,,
계약부채,,2.5,,4.2,3.4,-18.3
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,13.8,17.4,5.6,3.1,4.7,50.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,169.5,101.3,192.8,150.7,132.4,-12.1
사채,55.1,30.0,27.3,21.0,15.4,-26.5
장기차입금,54.5,32.3,86.2,73.5,49.5,-32.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,24.3,,26.8,2.2,12.3,469.3
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,35.6,39.0,51.4,52.8,53.9,2.1
장기충당부채,,,1.2,1.2,1.2,1.8
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,348.6,344.4,352.9,311.6,311.3,-0.1
*순부채,303.9,272.1,268.3,227.3,225.2,-0.9
*CAPEX,98.0,40.9,32.8,32.9,44.5,35.4
자본총계,267.1,275.4,249.6,283.7,260.2,-8.3
지배주주지분,267.1,275.4,249.6,283.7,260.2,-8.3
자본금,339.6,339.6,339.6,364.3,374.5,2.8
신종자본증권,,,,,,
자본잉여금,9.1,9.1,9.1,37.9,59.9,58.1
기타자본,,,,,,
기타포괄이익누계액,,,,,,
이익잉여금,-81.7,-73.3,-99.1,-118.5,-174.3,-47.0
*(지배)당기순이익,1.9,6.2,-20.1,-25.0,-57.8,-131.5
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",0
1주당금액,100,100,100,100,100,0
발행주식수,"339,635","339,635","339,635","364,310","374,541",3
보통주,"337,410","337,410","337,410","362,085","372,317",3
우선주,"2,225","2,225","2,225","2,225","2,225",0
