항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"7,349.7","7,804.8","8,134.8","10,071.4","10,340.3",2.7
유동자산,"3,608.8","3,975.4","4,124.5","4,324.3","4,474.6",3.5
재고자산,0.2,0.6,0.0,290.8,302.0,3.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,"1,142.6","2,714.7","2,210.7","3,167.8",43.3
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,"2,851.4","2,171.5",778.2,581.6,110.0,-81.1
매출채권및기타채권,429.8,452.9,378.0,762.7,224.4,-70.6
당기법인세자산(선급법인세),,,,13.6,0.9,-93.1
계약자산,,19.0,19.9,17.2,,
반품(환불)자산,,,,1.7,1.3,-19.6
배출권,,,,,,
기타유동자산,10.3,90.0,91.6,92.8,75.8,-18.3
현금및현금성자산,316.9,99.0,142.0,326.0,564.6,73.2
매각예정비유동자산및처분자산,,,,27.2,27.6,1.8
비유동자산,"3,740.9","3,829.4","4,010.3","5,747.1","5,865.6",2.1
유형자산,"1,227.2","1,195.6","1,135.9","2,140.2","1,043.9",-51.2
무형자산,"2,105.9","2,326.9","2,333.8","3,275.8",760.0,-76.8
비유동생물자산,,,,,,
투자부동산,93.8,79.3,77.9,59.9,156.3,160.9
투자자산,231.8,55.2,258.8,62.8,"3,709.6","5,806.2"
장기매출채권및기타채권,9.3,10.3,9.4,58.5,64.6,10.4
이연법인세자산,42.7,12.7,35.6,24.6,61.2,148.9
장기당기법인세자산,,,,,,
계약자산,,20.8,16.5,12.4,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,30.2,128.5,142.4,112.9,70.0,-37.9
기타금융업자산,,,,,,
*순자산1,"6,691.4","7,140.4","7,414.8","7,945.1","8,576.8",8.0
*순자산2,"4,585.4","4,813.5","5,081.0","4,669.3","7,816.8",67.4
부채총계,658.3,664.4,720.0,"2,126.3","1,763.5",-17.1
유동부채,550.9,472.1,641.5,"1,217.6","1,684.2",38.3
단기사채,,,,,,
단기차입금,,,,119.4,213.6,78.8
유동성장기부채,,,,154.3,115.7,-25.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,16.7,3.2,7.9,144.0
매입채무및기타채무,388.3,363.7,505.2,359.1,243.3,-32.2
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),133.5,68.8,63.2,16.6,"1,054.3","6,266.6"
계약부채,,5.3,4.5,3.8,,
반품(환불)부채,,,,2.0,1.8,-9.0
배출부채,,,,,,
기타유동부채,29.1,34.2,52.0,559.2,47.6,-91.5
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,107.4,192.2,78.5,908.7,79.2,-91.3
사채,,,,,,
장기차입금,,,,148.7,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,13.8,24.0,37.2,55.0
장기매입채무및기타채무,23.2,24.1,23.4,,,
비유동종업원급여충당부채,17.0,71.0,38.0,33.8,5.1,-84.8
장기충당부채,67.3,87.3,,,,
이연법인세부채,,5.6,,699.2,36.8,-94.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,4.3,3.3,3.0,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,,30.5,429.2,370.5,-13.7
*순부채,"-3,144.8","-3,378.6","-3,556.3","-2,637.6","-3,472.0",-31.6
*CAPEX,240.0,140.0,193.3,164.5,257.8,56.7
자본총계,"6,691.4","7,140.4","7,414.8","7,945.1","8,576.8",8.0
지배주주지분,"6,691.4","7,140.4","7,414.8","6,900.5","7,677.1",11.3
자본금,564.4,564.4,564.4,564.4,564.4,0.0
신종자본증권,,,,,,
자본잉여금,"3,287.6","3,287.6","3,287.6","3,212.1","3,212.1",0.0
기타자본,-394.5,-394.5,-394.5,-464.6,-541.0,-16.5
기타포괄이익누계액,9.9,10.3,9.8,6.6,10.8,63.0
이익잉여금,"3,224.0","3,672.7","3,947.6","3,582.0","4,430.9",23.7
*(지배)당기순이익,435.5,399.3,378.0,-295.0,932.2,415.9
비지배주주지분,,,,"1,044.6",899.7,-13.9
*(비지배)당기순이익,,,,-110.6,-80.9,26.8
수권주식수,"400,000","400,000","400,000","400,000","400,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"112,877","112,877","112,877","112,877","112,877",0
보통주,"112,877","112,877","112,877","112,877","112,877",0
우선주,,,,,,
