항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,468.5","2,589.7","2,637.0","2,529.2","2,800.8",10.7
유동자산,"1,564.1","1,700.9","1,578.6","1,412.5","1,593.5",12.8
재고자산,800.5,919.7,963.2,900.8,871.2,-3.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,1.6,1.2,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,173.3,170.3,170.3,179.9,5.7
상각후원가측정금융자산,,,,,,
단기금융자산,337.8,250.6,1.5,50.0,90.3,80.7
매출채권및기타채권,319.5,274.6,276.7,198.1,273.8,38.2
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,0.8,0.9,1.1,0.7,-32.5
배출권,,,,,,
기타유동자산,51.7,56.6,57.1,56.3,55.1,-2.1
현금및현금성자산,54.5,23.7,107.6,35.9,122.4,240.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,904.4,888.8,"1,058.4","1,116.7","1,207.4",8.1
유형자산,473.4,469.5,464.0,463.4,508.0,9.6
무형자산,20.0,20.0,20.0,6.8,7.6,11.7
비유동생물자산,,,,,,
투자부동산,241.7,237.0,233.2,228.5,223.8,-2.0
투자자산,25.3,74.0,236.1,324.3,382.2,17.9
장기매출채권및기타채권,3.5,2.0,2.6,1.0,0.3,-67.0
이연법인세자산,139.7,85.6,81.6,71.2,66.4,-6.7
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.8,0.8,20.9,21.5,18.9,-12.1
기타금융업자산,,,,,,
*순자산1,"1,729.5","1,856.4","1,991.7","2,035.4","2,210.3",8.6
*순자산2,"1,709.6","1,836.4","1,971.7","2,028.6","2,202.7",8.6
부채총계,739.0,733.3,645.2,493.8,590.5,19.6
유동부채,554.3,544.7,482.2,388.4,512.1,31.8
단기사채,,,,,,
단기차입금,,,,,,
유동성장기부채,,,11.5,13.6,14.9,9.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,485.9,518.4,444.5,367.1,455.2,24.0
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),23.3,21.1,23.4,4.5,37.9,742.5
계약부채,,,,,,
반품(환불)부채,0.4,1.2,1.5,1.7,0.9,-46.3
배출부채,,,,,,
기타유동부채,44.8,4.1,1.3,1.4,3.2,121.5
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,184.6,188.6,163.0,105.4,78.4,-25.6
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,8.6,7.5,3.5,-52.9
장기매입채무및기타채무,9.5,9.5,9.5,0.4,9.2,"1,960.0"
비유동종업원급여충당부채,175.1,179.1,145.0,97.4,65.7,-32.5
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,,20.1,21.1,18.4,-12.8
*순부채,-392.4,-448.6,-259.0,-235.1,-373.9,-59.0
*CAPEX,45.9,43.6,48.2,56.4,71.6,26.9
자본총계,"1,729.5","1,856.4","1,991.7","2,035.4","2,210.3",8.6
지배주주지분,"1,729.5","1,856.4","1,991.7","2,035.4","2,210.3",8.6
자본금,269.1,269.1,269.1,269.1,269.1,0.0
신종자본증권,,,,,,
자본잉여금,52.1,52.1,52.1,52.1,52.1,0.0
기타자본,-11.0,,,,,
기타포괄이익누계액,,-0.0,2.0,1.2,-2.0,-268.3
이익잉여금,"1,419.4","1,535.3","1,668.5","1,713.1","1,891.2",10.4
*(지배)당기순이익,124.8,149.6,166.4,90.2,192.4,113.4
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"200,000","200,000","200,000","200,000","200,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"45,282","44,282","44,282","44,282","44,282",0
보통주,"45,282","44,282","44,282","44,282","44,282",0
우선주,,,,,,
