항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"33,155.3","35,406.3","38,936.9","50,477.0","56,973.3","61,548.6",12.9,8.0
유동자산,"16,140.3","16,644.8","17,873.4","25,177.5","30,768.5","34,971.4",22.2,13.7
재고자산,"1,994.8","1,631.1","3,089.3","3,855.8","5,804.4",,50.5,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,12.1,0.1,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,"1,389.2","1,206.3",816.7,140.3,740.4,,427.6,
매출채권및기타채권,"8,314.0","9,317.8","8,267.4","13,157.2","11,219.1",,-14.7,
당기법인세자산(선급법인세),97.8,95.2,,,,,,
계약자산,,,,885.9,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,152.4,276.8,238.4,295.4,"1,121.3",,279.6,
현금및현금성자산,"4,192.1","4,105.5","5,461.4","6,842.9","11,883.3",,73.7,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"17,014.9","18,761.5","21,063.5","25,299.5","26,204.7",,3.6,
유형자산,"8,442.1","8,814.4","9,235.9","9,462.8","9,504.1",,0.4,
무형자산,"8,097.9","9,223.4","10,400.1","14,305.1","15,123.9",,5.7,
비유동생물자산,,,,,,,,
투자부동산,,,,,,,,
투자자산,332.1,469.9,654.7,793.7,892.8,,12.5,
장기매출채권및기타채권,80.5,102.9,107.3,101.4,124.9,,23.2,
이연법인세자산,,,233.1,289.9,286.2,,-1.3,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,62.4,150.9,432.3,346.6,272.8,,-21.3,
기타금융업자산,,,,,,,,
*순자산1,"24,319.3","26,327.8","29,069.6","34,551.5","40,735.8",,17.9,
*순자산2,"16,221.4","17,104.4","18,669.4","20,246.5","25,611.9",,26.5,
부채총계,"8,836.0","9,078.5","9,867.3","15,925.4","16,237.5","16,499.5",2.0,1.6
유동부채,"6,167.8","6,780.9","6,572.3","10,567.7","12,104.8","12,272.0",14.6,1.4
단기사채,,,,,,,,
단기차입금,"3,229.5","2,584.6","2,980.4","4,369.8","5,121.1",,17.2,
유동성장기부채,938.6,"1,550.2",520.4,"1,344.7",574.9,,-57.3,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,0.0,1.0,61.8,243.4,,,,
매입채무및기타채무,"1,044.7","1,571.2","2,242.2","3,001.9","3,094.6",,3.1,
유동종업원급여충당부채,,,,,,,,
단기충당부채,,8.8,24.5,26.2,38.5,,47.1,
당기법인세부채(미지급법인세),631.1,368.0,425.0,"1,003.6","1,795.5",,78.9,
계약부채,,,,,262.3,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,323.8,697.1,317.9,578.2,"1,217.9",,110.6,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,"2,668.2","2,297.6","3,295.1","5,357.7","4,132.7","4,226.6",-22.9,2.3
사채,,,,,,,,
장기차입금,"2,241.0","1,030.8","1,395.0","1,998.7","1,703.8",,-14.8,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,,,35.6,30.9,43.7,,41.6,
장기매입채무및기타채무,9.6,9.6,9.0,159.7,139.8,,-12.4,
비유동종업원급여충당부채,,,,,,,,
장기충당부채,9.6,,,,,,,
이연법인세부채,265.6,362.2,672.4,862.1,215.8,,-75.0,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,142.3,895.0,"1,183.0","2,306.4","2,029.5",,-12.0,
기타금융업부채,,,,,,,,
*이자발생부채,"6,409.2","5,165.6","4,953.7","7,744.0","7,443.6",,-3.9,
*순부채,829.9,-156.3,"-1,324.5",760.7,"-4,755.5","-6,819.3",-725.1,-43.4
*CAPEX,210.0,794.3,942.8,870.1,633.8,"1,066.4",-27.2,68.3
자본총계,"24,319.3","26,327.8","29,069.6","34,551.5","40,735.8","45,049.1",17.9,10.6
지배주주지분,"23,088.9","25,240.2","27,941.5","33,352.5","39,404.4","44,405.6",18.1,12.7
자본금,"1,226.7","1,254.6","1,283.4","1,350.0","1,379.5","1,390.0",2.2,0.8
신종자본증권,,,,,,,,
자본잉여금,"7,576.4","7,766.1","8,022.0","8,286.0","8,571.9",,3.5,
기타자본,-298.3,-898.4,"-1,362.7","-1,366.4","-1,544.8",,-13.1,
기타포괄이익누계액,87.2,99.7,30.0,63.0,249.9,,296.7,
이익잉여금,"14,497.0","17,018.3","19,968.9","25,019.9","30,748.0",,22.9,
*(지배)당기순이익,"3,824.7","2,618.4","2,975.6","5,112.9","5,750.9",,12.5,
비지배주주지분,"1,230.4","1,087.6","1,128.0","1,199.0","1,331.4",,11.0,
*(비지배)당기순이익,36.9,-82.8,4.1,79.4,163.1,,105.4,
수권주식수,"400,000","400,000","400,000","400,000","400,000",,0,
1주당금액,"1,000","1,000","1,000","1,000","1,000",,0,
발행주식수,"122,666","125,456","128,338","134,998","137,947",,2,
보통주,"122,666","125,456","128,338","134,998","137,947",,2,
우선주,,,,,,,,
