항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,411.2,383.5,381.9,383.0,374.4,-2.2
유동자산,227.2,216.0,220.1,226.3,220.0,-2.8
재고자산,13.6,11.6,11.5,12.7,11.7,-8.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,3.4,14.0,13.1,11.0,-15.9
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,141.0,140.0,136.2,145.2,147.3,1.5
매출채권및기타채권,56.9,42.7,41.2,37.3,30.5,-18.2
당기법인세자산(선급법인세),,0.8,,0.5,0.7,29.5
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,1.1,1.6,1.3,1.0,0.3,-66.6
현금및현금성자산,14.7,15.8,15.9,16.6,18.6,11.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,184.0,167.5,161.9,156.7,154.4,-1.5
유형자산,164.8,158.5,152.5,146.8,144.5,-1.6
무형자산,0.3,0.0,0.0,0.0,0.0,-45.3
비유동생물자산,,,,,,
투자부동산,,,,1.4,1.4,0.0
투자자산,13.4,3.1,3.1,3.1,3.1,0.0
장기매출채권및기타채권,,,,,,
이연법인세자산,4.5,4.9,5.2,5.3,5.4,0.7
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,1.0,1.0,1.0,0.0,0.0,-8.1
기타금융업자산,,,,,,
*순자산1,325.8,322.1,322.0,316.2,313.3,-0.9
*순자산2,325.6,322.0,322.0,316.2,313.3,-0.9
부채총계,85.4,61.4,59.9,66.8,61.1,-8.5
유동부채,57.3,38.9,36.0,44.1,38.0,-13.8
단기사채,,,,,,
단기차입금,,,,10.0,10.0,0.0
유동성장기부채,9.3,2.3,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,0.1,0.1,2.2
매입채무및기타채무,46.5,36.6,34.9,33.9,27.9,-17.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),1.5,,0.8,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,,0.0,0.3,0.0,,
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,28.1,22.5,23.9,22.7,23.1,1.6
사채,,,,,,
장기차입금,2.3,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,,,
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,25.8,22.5,23.9,22.7,23.1,1.6
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,11.7,2.3,,10.1,10.1,0.0
*순부채,-144.0,-156.9,-166.1,-164.7,-166.7,-1.2
*CAPEX,0.6,0.1,,0.3,1.5,414.0
자본총계,325.8,322.1,322.0,316.2,313.3,-0.9
지배주주지분,325.8,322.1,322.0,316.2,313.3,-0.9
자본금,38.0,38.0,38.0,38.0,38.0,0.0
신종자본증권,,,,,,
자본잉여금,148.5,148.5,148.5,148.5,148.5,0.0
기타자본,-7.9,-7.9,-7.9,-7.9,-7.9,0.0
기타포괄이익누계액,3.5,,,,,
이익잉여금,143.8,143.5,143.4,137.6,134.7,-2.1
*(지배)당기순이익,8.3,3.6,5.4,-0.3,0.8,402.9
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"60,000","60,000","60,000","60,000","60,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"7,600","7,600","7,600","7,600","7,600",0
보통주,"7,600","7,600","7,600","7,600","7,600",0
우선주,,,,,,
