항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"1,241.8","1,402.0","1,317.3","1,257.2","1,045.8",-16.8
유동자산,745.2,877.9,794.0,715.1,499.9,-30.1
재고자산,163.3,173.6,232.8,202.8,155.2,-23.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,275.7,41.6,60.1,20.0,-66.7
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,138.9,29.7,3.4,32.4,4.0,-87.5
매출채권및기타채권,379.8,358.0,309.5,265.3,278.6,5.0
당기법인세자산(선급법인세),0.4,0.9,1.2,0.3,0.2,-30.7
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,22.3,17.9,21.7,10.6,10.4,-1.9
현금및현금성자산,40.5,22.1,183.7,143.5,31.4,-78.1
매각예정비유동자산및처분자산,,,,,,
비유동자산,496.6,524.1,523.3,542.1,546.0,0.7
유형자산,344.0,345.1,341.0,372.4,373.2,0.2
무형자산,11.9,8.8,7.4,8.3,9.4,13.6
비유동생물자산,,,,,,
투자부동산,135.2,134.5,133.8,150.1,148.0,-1.4
투자자산,5.5,27.6,28.8,5.2,6.1,16.9
장기매출채권및기타채권,,,,,,
이연법인세자산,,8.1,11.6,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,0.8,6.1,9.2,50.6
기타금융업자산,,,,,,
*순자산1,642.7,574.8,701.0,549.5,464.4,-15.5
*순자산2,630.8,566.0,693.6,541.2,455.0,-15.9
부채총계,599.1,827.1,616.3,707.7,581.4,-17.8
유동부채,366.8,503.9,405.5,478.3,375.9,-21.4
단기사채,,,30.8,16.6,,
단기차입금,188.0,97.0,120.6,114.1,100.3,-12.1
유동성장기부채,3.8,106.1,6.6,9.3,96.4,941.1
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,0.1,103.6,58.5,151.5,24.4,-83.9
매입채무및기타채무,170.6,158.8,149.7,138.8,115.3,-16.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,32.6,36.0,45.6,37.3,-18.2
배출부채,,,,,,
기타유동부채,4.3,5.9,3.3,2.5,2.2,-12.1
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,232.3,323.2,210.8,229.4,205.5,-10.4
사채,,191.7,,,69.7,
장기차입금,120.4,31.7,118.5,123.3,26.2,-78.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.2,0.2,0.1,-43.4
장기매입채무및기타채무,44.5,47.2,45.3,45.3,45.5,0.4
비유동종업원급여충당부채,43.1,52.5,46.7,38.5,45.6,18.3
장기충당부채,19.9,,,,,
이연법인세부채,4.3,,,22.0,18.4,-16.4
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,312.2,426.5,277.3,264.0,293.1,11.1
*순부채,160.3,117.5,52.0,60.3,241.7,300.6
*CAPEX,26.2,19.3,13.2,66.7,20.3,-69.6
자본총계,642.7,574.8,701.0,549.5,464.4,-15.5
지배주주지분,642.7,574.8,701.0,549.5,464.4,-15.5
자본금,247.6,247.6,260.7,261.0,261.0,0.0
신종자본증권,,,,,,
자본잉여금,245.9,245.9,441.6,447.6,308.2,-31.1
기타자본,-29.2,-29.2,-29.2,-49.2,-79.1,-60.8
기타포괄이익누계액,,,,,,
이익잉여금,178.5,110.6,27.9,-109.9,-25.7,76.6
*(지배)당기순이익,-2.0,-57.4,-83.9,-140.8,-43.1,69.4
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"40,000","40,000","40,000","40,000","40,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"24,757","24,757","26,071","26,101","26,101",0
보통주,"24,757","24,757","26,071","26,101","26,101",0
우선주,,,,,,
