항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,698.0","2,606.5","2,633.4","2,716.7","3,239.4",19.2
유동자산,"1,430.6","1,346.0","1,391.6","1,523.9","2,108.6",38.4
재고자산,953.5,897.9,"1,043.2","1,054.4","1,559.1",47.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,0.1,3.5,1.1,0.2,0.4,62.7
매출채권및기타채권,450.8,428.3,336.8,463.2,529.1,14.2
당기법인세자산(선급법인세),,0.7,0.1,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,1.9,1.8,1.3,1.6,3.3,100.2
현금및현금성자산,24.2,13.8,9.1,4.4,16.6,276.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,267.4","1,260.5","1,241.8","1,192.7","1,130.8",-5.2
유형자산,"1,253.9","1,248.6","1,228.8","1,180.1","1,118.7",-5.2
무형자산,7.4,7.4,7.4,7.4,9.5,28.3
비유동생물자산,,,,,,
투자부동산,2.3,2.3,2.3,2.2,,
투자자산,2.7,0.9,0.9,0.9,0.9,1.3
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,1.1,1.3,2.4,2.1,1.7,-18.1
기타금융업자산,,,,,,
*순자산1,"1,104.1","1,047.1","1,012.2","1,022.7","1,227.1",20.0
*순자산2,"1,096.7","1,039.6","1,004.8","1,015.2","1,217.6",19.9
부채총계,"1,593.8","1,559.5","1,621.1","1,694.0","2,012.3",18.8
유동부채,"1,419.0","1,368.8","1,426.3","1,518.4","1,829.0",20.5
단기사채,,,,,,
단기차입금,"1,062.1","1,107.1","1,058.5","1,151.7","1,292.5",12.2
유동성장기부채,6.0,,4.2,12.2,12.0,-1.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,2.2,0.0,8.9,,5.9,
매입채무및기타채무,333.2,259.5,352.4,348.4,467.8,34.3
유동종업원급여충당부채,1.8,2.1,2.2,2.4,3.0,28.5
단기충당부채,,,,,,
당기법인세부채(미지급법인세),13.3,,,0.6,47.5,"7,963.2"
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.3,0.1,0.1,3.1,0.1,-95.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,174.9,190.6,194.8,175.6,183.3,4.4
사채,,,,,,
장기차입금,24.3,37.0,42.6,30.8,19.0,-38.3
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.9,0.5,0.3,-37.4
장기매입채무및기타채무,2.2,2.2,0.9,1.0,1.0,-5.0
비유동종업원급여충당부채,15.7,26.3,33.8,22.2,13.3,-40.0
장기충당부채,,,,,,
이연법인세부채,132.6,125.1,116.6,121.1,149.7,23.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,"1,092.4","1,144.1","1,106.2","1,195.3","1,323.9",10.8
*순부채,"1,068.3","1,128.0","1,097.0","1,190.9","1,307.2",9.8
*CAPEX,54.7,47.6,30.2,7.9,15.7,98.5
자본총계,"1,104.1","1,047.1","1,012.2","1,022.7","1,227.1",20.0
지배주주지분,"1,104.1","1,047.1","1,012.2","1,022.7","1,227.1",20.0
자본금,167.2,167.2,167.2,167.2,167.2,0.0
신종자본증권,,,,,,
자본잉여금,264.9,264.9,264.9,265.9,265.9,0.0
기타자본,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
기타포괄이익누계액,284.0,282.1,282.1,279.9,279.9,0.0
이익잉여금,388.1,332.9,298.1,309.7,514.1,66.0
*(지배)당기순이익,112.5,-26.3,-33.6,19.0,210.5,"1,010.2"
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"70,000","70,000","70,000","70,000","70,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"33,442","33,442","33,442","33,442","33,442",0
보통주,"33,442","33,442","33,442","33,442","33,442",0
우선주,,,,,,
