항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,826.2,775.1,771.0,913.1,939.6,2.9
유동자산,441.2,405.0,370.8,381.2,308.3,-19.1
재고자산,99.7,97.9,83.6,134.5,103.9,-22.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,50.2,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,130.2,75.0,,,,
매출채권및기타채권,116.3,122.7,115.4,132.0,105.8,-19.9
당기법인세자산(선급법인세),,,0.2,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.7,0.6,0.6,0.9,1.2,30.4
현금및현금성자산,94.4,58.7,170.9,113.7,97.4,-14.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,385.0,370.1,400.2,532.0,631.2,18.7
유형자산,369.0,355.8,342.5,358.9,449.4,25.2
무형자산,1.9,1.7,4.4,4.9,4.6,-7.1
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,0.0,0.0,45.0,151.7,158.4,4.4
장기매출채권및기타채권,14.1,6.4,3.0,2.9,5.9,104.9
이연법인세자산,,6.3,1.4,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,3.8,13.6,13.0,-4.4
기타금융업자산,,,,,,
*순자산1,700.1,645.2,651.2,712.1,752.3,5.7
*순자산2,698.2,643.5,646.8,707.2,747.8,5.7
부채총계,126.2,129.9,119.8,201.0,187.2,-6.8
유동부채,125.9,129.8,117.5,135.4,161.8,19.5
단기사채,,,,,,
단기차입금,5.0,5.0,5.0,,50.0,
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,2.0,3.9,4.0,3.4
매입채무및기타채무,117.8,121.1,106.6,113.3,103.7,-8.4
유동종업원급여충당부채,,,,,,
단기충당부채,,0.2,1.6,,,
당기법인세부채(미지급법인세),2.2,2.0,,15.3,1.2,-92.0
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.9,1.6,2.3,2.9,2.8,-5.1
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,0.3,0.1,2.3,65.6,25.5,-61.2
사채,,,,,,
장기차입금,,,,50.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,2.2,9.8,9.3,-5.6
장기매입채무및기타채무,0.1,0.1,0.1,0.1,0.1,0.0
비유동종업원급여충당부채,,,,,,
장기충당부채,,,,,,
이연법인세부채,0.3,,,5.7,16.1,183.1
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,5.0,5.0,9.2,63.7,63.3,-0.7
*순부채,-119.4,-133.8,-161.7,-50.0,-34.1,31.8
*CAPEX,31.7,25.0,22.3,57.6,94.8,64.6
자본총계,700.1,645.2,651.2,712.1,752.3,5.7
지배주주지분,700.1,645.2,651.2,712.1,752.3,5.7
자본금,188.9,188.9,188.9,188.9,188.9,0.0
신종자본증권,,,,,,
자본잉여금,34.6,34.6,34.6,34.6,34.6,0.0
기타자본,-0.3,-0.3,-0.3,-0.3,-0.3,0.0
기타포괄이익누계액,,,,,35.0,
이익잉여금,476.8,422.0,428.0,488.9,494.1,1.1
*(지배)당기순이익,41.2,-18.3,24.3,79.2,32.7,-58.7
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"200,000","200,000","200,000","200,000","200,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"36,571","36,571","36,571","36,571","36,571",0
보통주,"36,571","36,571","36,571","36,571","36,571",0
우선주,,,,,,
