항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"3,046.7","3,016.7","3,091.7","3,263.2","3,265.8",0.1
유동자산,"1,178.2","1,142.4","1,137.5","1,268.5","1,116.4",-12.0
재고자산,356.3,411.6,491.9,393.7,519.5,31.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,22.1,16.9,51.2,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,19.2,7.7,0.5,40.6,0.5,-98.8
매출채권및기타채권,632.1,528.8,524.5,457.6,472.8,3.3
당기법인세자산(선급법인세),0.0,0.0,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,18.5,18.3,23.4,24.9,31.4,26.0
현금및현금성자산,152.0,153.9,80.3,300.4,92.3,-69.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,868.6","1,874.3","1,954.1","1,994.8","2,149.5",7.8
유형자산,"1,223.1","1,244.8","1,237.8","1,194.1","1,204.9",0.9
무형자산,35.1,33.8,46.1,51.9,48.2,-7.0
비유동생물자산,,,,,,
투자부동산,486.2,484.8,483.4,482.0,480.6,-0.3
투자자산,68.6,72.6,106.3,179.5,343.2,91.3
장기매출채권및기타채권,31.6,22.5,13.7,26.5,16.7,-37.0
이연법인세자산,0.7,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,23.3,15.8,66.8,60.9,55.9,-8.2
기타금융업자산,,,,,,
*순자산1,"1,592.3","1,600.9","1,594.1","1,578.4","1,573.9",-0.3
*순자산2,"1,557.2","1,567.1","1,548.0","1,526.5","1,525.7",-0.1
부채총계,"1,454.4","1,415.8","1,497.6","1,684.9","1,691.9",0.4
유동부채,946.2,753.3,682.9,795.5,"1,079.0",35.6
단기사채,,,,,,
단기차입금,226.9,197.1,186.0,141.7,140.8,-0.7
유동성장기부채,305.8,144.2,62.9,180.5,420.0,132.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,17.8,21.8,32.7,50.2
매입채무및기타채무,381.3,376.5,372.2,387.6,434.9,12.2
유동종업원급여충당부채,,,,,,
단기충당부채,6.8,10.1,18.0,27.5,30.6,11.1
당기법인세부채(미지급법인세),9.1,15.0,12.0,12.3,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,16.2,10.5,14.0,24.1,20.0,-16.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,508.3,662.5,814.6,889.3,612.9,-31.1
사채,,,,,,
장기차입금,145.6,313.8,430.5,520.0,230.0,-55.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,35.8,26.9,25.7,-4.5
장기매입채무및기타채무,4.1,8.3,10.4,12.3,12.4,1.1
비유동종업원급여충당부채,115.2,107.5,119.4,118.5,127.5,7.6
장기충당부채,,,2.3,1.6,2.1,32.1
이연법인세부채,243.3,232.9,216.2,210.1,215.3,2.5
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,678.3,655.1,732.9,890.7,835.6,-6.2
*순부채,507.5,471.7,635.5,498.8,743.3,49.0
*CAPEX,45.7,66.7,56.2,29.4,52.3,77.6
자본총계,"1,592.3","1,600.9","1,594.1","1,578.4","1,573.9",-0.3
지배주주지분,"1,596.5","1,607.8","1,601.8","1,586.6","1,580.0",-0.4
자본금,166.7,166.7,166.7,166.7,166.7,0.0
신종자본증권,,,,,,
자본잉여금,114.5,114.6,119.8,126.6,123.7,-2.3
기타자본,,-2.2,-7.9,,,
기타포괄이익누계액,0.3,1.0,-0.1,-1.1,15.2,"1,493.8"
이익잉여금,"1,315.0","1,327.8","1,323.3","1,294.4","1,274.4",-1.5
*(지배)당기순이익,70.4,41.9,22.0,-16.8,11.0,165.7
비지배주주지분,-4.2,-6.9,-7.7,-8.2,-6.1,25.9
*(비지배)당기순이익,-3.0,-2.7,-1.8,-0.9,-1.9,-115.8
수권주식수,"50,000","30,000","30,000","30,000","50,000",67
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"16,672","16,672","16,672","16,672","16,672",0
보통주,"16,672","16,672","16,672","16,672","16,672",0
우선주,,,,,,
