항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"9,002.8","9,580.9","8,771.7","8,728.6","8,434.2",-3.4
유동자산,"3,667.3","5,166.3","2,884.5","3,979.2","3,419.4",-14.1
재고자산,"1,284.9","1,784.5","1,384.3","1,153.6","1,563.0",35.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,0.9,1.0,20.6
단기금융자산,30.6,6.1,18.1,0.1,2.2,"2,864.2"
매출채권및기타채권,"1,750.8","1,572.2","1,245.6","1,141.8","1,417.7",24.2
당기법인세자산(선급법인세),,,0.1,4.3,12.8,199.4
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,117.1,143.6,86.0,76.4,91.6,20.0
현금및현금성자산,484.0,244.1,150.5,"1,602.2",331.1,-79.3
매각예정비유동자산및처분자산,,"1,415.7",,,,
비유동자산,"5,335.5","4,414.6","5,887.2","4,749.4","5,014.8",5.6
유형자산,"4,470.2","4,188.8","4,383.5","4,366.4","4,549.5",4.2
무형자산,735.8,74.6,72.7,76.9,87.6,13.9
비유동생물자산,,,,,,
투자부동산,1.1,,,,,
투자자산,98.4,122.4,"1,402.0",299.2,340.2,13.7
장기매출채권및기타채권,,,,,,
이연법인세자산,13.4,20.5,26.8,6.9,6.0,-13.2
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,16.6,8.3,2.1,,31.4,
기타금융업자산,,,,,,
*순자산1,"4,073.3","4,081.3","3,961.3","4,757.9","4,678.4",-1.7
*순자산2,"3,337.5","4,006.7","3,888.5","4,681.0","4,590.8",-1.9
부채총계,"4,929.5","5,499.6","4,810.5","3,970.7","3,755.7",-5.4
유동부채,"3,923.5","4,521.9","3,422.3","2,979.9","3,312.8",11.2
단기사채,,,,,,
단기차입금,754.7,851.2,"1,314.8",702.2,774.9,10.3
유동성장기부채,500.0,418.6,419.5,503.6,703.1,39.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,44.5,10.9,27.9,84.7,30.6,-63.9
매입채무및기타채무,"2,561.9","2,881.1","1,613.4","1,483.4","1,784.9",20.3
유동종업원급여충당부채,,,,,,
단기충당부채,,,9.8,,,
당기법인세부채(미지급법인세),14.0,49.1,0.1,180.1,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,48.3,82.9,36.8,25.9,19.3,-25.6
매각예정으로분류된처분자산에포함된부채,,228.0,,,,
비유동부채,"1,006.1",977.7,"1,388.2",990.8,443.0,-55.3
사채,788.3,895.9,997.3,499.0,,
장기차입금,22.6,12.9,202.6,367.2,271.2,-26.1
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,3.1,64.4,"1,998.4"
비유동금융부채,7.4,0.1,14.3,,,
장기매입채무및기타채무,27.2,21.5,19.6,22.4,14.4,-35.6
비유동종업원급여충당부채,1.3,43.9,137.5,50.3,48.6,-3.4
장기충당부채,7.0,,1.7,1.8,4.6,163.4
이연법인세부채,152.2,3.4,15.2,47.1,39.8,-15.6
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,"2,065.7","2,178.5","2,934.2","2,075.1","1,813.6",-12.6
*순부채,"1,551.7","1,934.4","2,783.7",472.0,"1,481.4",213.9
*CAPEX,437.8,461.1,682.2,504.9,568.4,12.6
자본총계,"4,073.3","4,081.3","3,961.3","4,757.9","4,678.4",-1.7
지배주주지분,"4,015.5","4,051.9","3,935.4","4,712.2","4,669.3",-0.9
자본금,"1,725.0","1,725.0","1,725.0","1,725.0","1,725.0",0.0
신종자본증권,,,,,,
자본잉여금,436.0,436.0,436.0,436.0,429.5,-1.5
기타자본,-180.5,-180.5,-180.5,-180.5,-180.5,0.0
기타포괄이익누계액,-30.5,-31.4,-41.2,-30.4,43.6,243.5
이익잉여금,"2,065.5","2,102.9","1,996.1","2,762.1","2,651.7",-4.0
*(지배)당기순이익,224.0,184.8,-2.8,821.9,36.5,-95.5
비지배주주지분,57.7,29.4,25.8,45.7,9.1,-80.0
*(비지배)당기순이익,7.7,5.1,-0.1,4.4,-1.6,-135.6
수권주식수,"80,000","80,000","80,000","80,000","80,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"34,500","34,500","34,500","34,500","34,500",0
보통주,"34,500","34,500","34,500","34,500","34,500",0
우선주,,,,,,
