항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"4,548.4","4,929.8","5,170.1","6,685.2","6,813.4",1.9
유동자산,"1,037.1","1,254.1","1,517.5","2,036.7","1,992.0",-2.2
재고자산,591.0,618.9,453.9,551.0,996.6,80.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,20.0,,201.0,37.5,149.9,299.8
매출채권및기타채권,340.8,497.7,436.6,640.1,538.5,-15.9
당기법인세자산(선급법인세),0.0,0.8,1.2,,,
계약자산,,,,,,
반품(환불)자산,,3.3,2.9,0.3,0.1,-73.8
배출권,,,,,,
기타유동자산,42.3,34.5,77.8,553.5,90.9,-83.6
현금및현금성자산,43.1,98.9,344.2,254.4,216.0,-15.1
매각예정비유동자산및처분자산,,,,,,
비유동자산,"3,511.3","3,675.7","3,652.6","4,648.5","4,821.4",3.7
유형자산,"3,407.9","3,553.5","3,479.8","4,472.8","4,290.6",-4.1
무형자산,56.4,49.4,45.8,47.3,25.0,-47.1
비유동생물자산,,,,,,
투자부동산,,,,,430.9,
투자자산,47.0,72.8,75.4,86.8,69.2,-20.3
장기매출채권및기타채권,,,,,,
이연법인세자산,,,27.7,32.0,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,24.0,9.7,5.8,-40.1
기타금융업자산,,,,,,
*순자산1,"1,583.5","1,624.7","2,312.4","2,500.1","3,028.0",21.1
*순자산2,"1,527.1","1,575.3","2,266.6","2,452.8","3,003.0",22.4
부채총계,"2,964.8","3,305.1","2,857.7","4,185.2","3,785.4",-9.6
유동부채,"2,217.5","2,010.0","1,795.3","2,640.2","2,552.2",-3.3
단기사채,94.3,17.9,,94.1,,
단기차입금,"1,486.1","1,353.5","1,367.9","1,197.5","1,423.5",18.9
유동성장기부채,132.1,63.7,48.7,349.5,441.1,26.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,6.8,11.9,5.2,3.1,-39.7
매입채무및기타채무,490.0,558.0,359.4,626.5,633.7,1.1
유동종업원급여충당부채,7.2,,,,,
단기충당부채,,,,19.3,16.0,-17.1
당기법인세부채(미지급법인세),4.0,2.0,,3.7,12.8,246.4
계약부채,,,,,,
반품(환불)부채,,3.4,3.2,0.3,0.1,-69.7
배출부채,,,,,,
기타유동부채,3.9,4.7,4.2,344.1,22.0,-93.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,747.3,"1,295.1","1,062.4","1,544.9","1,233.2",-20.2
사채,45.7,416.0,418.1,271.6,250.9,-7.6
장기차입금,31.2,119.7,109.4,487.0,316.7,-35.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,138.2,223.4,13.4,192.6,36.1,-81.3
장기매입채무및기타채무,28.9,27.5,20.9,35.3,24.9,-29.4
비유동종업원급여충당부채,258.5,266.1,268.4,303.4,314.7,3.7
장기충당부채,5.3,5.2,5.6,7.8,8.4,7.5
이연법인세부채,234.2,231.9,218.7,247.1,278.4,12.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,5.4,5.4,7.9,,3.3,
기타금융업부채,,,,,,
*이자발생부채,"1,926.6","2,113.1","1,967.5","2,408.5","2,437.6",1.2
*순부채,"1,863.5","2,014.2","1,423.3","2,154.1","2,191.5",1.7
*CAPEX,138.9,350.6,146.4,771.7,464.1,-39.9
자본총계,"1,583.5","1,624.7","2,312.4","2,500.1","3,028.0",21.1
지배주주지분,"1,056.9",987.7,"1,226.6","1,231.4","1,528.8",24.1
자본금,747.9,792.0,261.1,261.1,278.6,6.7
신종자본증권,,,,,,
자본잉여금,340.2,399.5,654.7,224.1,409.3,82.7
기타자본,-1.8,-2.3,-2.3,-1.8,-1.8,0.0
기타포괄이익누계액,813.9,811.8,810.8,"1,037.7","1,049.6",1.1
이익잉여금,-843.3,"-1,013.2",-497.7,-289.7,-207.0,28.6
*(지배)당기순이익,214.4,-158.9,-133.4,-238.7,108.9,145.6
비지배주주지분,526.6,637.0,"1,085.7","1,268.6","1,499.2",18.2
*(비지배)당기순이익,59.0,70.5,-12.0,82.5,126.2,53.0
수권주식수,"40,000","40,000","200,000","200,000","40,000",-80
1주당금액,"5,000","5,000","1,000","1,000","1,000",0
발행주식수,"14,958","15,840","26,111","26,111","27,860",7
보통주,"14,958","15,840","26,111","26,111","27,860",7
우선주,,,,,,
