항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,424.5","1,720.6","1,609.9","1,503.0","1,160.4",-22.8
유동자산,835.2,699.6,522.2,736.2,748.6,1.7
재고자산,172.7,119.1,100.9,79.1,68.4,-13.4
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,6.6,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,85.0,
단기금융자산,35.4,0.1,7.8,34.0,5.0,-85.4
매출채권및기타채권,526.7,350.3,247.2,236.4,173.2,-26.7
당기법인세자산(선급법인세),9.8,2.5,0.8,0.5,0.4,-14.3
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,25.1,6.5,7.1,4.2,12.2,187.1
현금및현금성자산,65.6,58.3,32.2,350.2,404.4,15.5
매각예정비유동자산및처분자산,,162.8,126.1,25.3,,
비유동자산,"1,589.3","1,021.1","1,087.6",766.7,411.8,-46.3
유형자산,"1,218.5",866.9,760.1,514.0,300.5,-41.5
무형자산,48.3,18.2,9.7,5.0,2.0,-59.0
비유동생물자산,,,,,,
투자부동산,14.1,,,,,
투자자산,225.6,76.9,63.9,26.5,45.2,70.8
장기매출채권및기타채권,12.3,5.3,0.6,0.6,0.6,0.0
이연법인세자산,50.2,44.9,56.5,1.1,1.4,33.9
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,20.2,8.9,196.9,219.6,62.1,-71.7
기타금융업자산,,,,,,
*순자산1,682.6,281.1,215.0,635.0,417.9,-34.2
*순자산2,634.3,262.9,205.3,630.1,415.9,-34.0
부채총계,"1,741.8","1,439.5","1,394.9",868.0,742.5,-14.5
유동부채,"1,601.6","1,297.8","1,125.9",376.9,565.1,49.9
단기사채,150.0,310.0,225.0,36.5,183.2,402.1
단기차입금,898.5,491.2,522.1,67.5,74.5,10.3
유동성장기부채,60.9,22.3,22.6,10.5,10.5,0.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,9.7,6.8,20.5,68.9,136.2,97.6
매입채무및기타채무,370.8,334.6,299.6,174.4,154.8,-11.2
유동종업원급여충당부채,,,,,,
단기충당부채,31.5,46.9,0.1,0.2,1.4,613.5
당기법인세부채(미지급법인세),51.2,51.4,25.5,6.2,1.0,-83.3
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,28.8,19.1,10.5,12.7,3.5,-72.8
매각예정으로분류된처분자산에포함된부채,,15.5,,,,
비유동부채,140.2,141.8,269.0,491.1,177.3,-63.9
사채,,,,,63.0,
장기차입금,75.6,96.8,74.8,332.0,4.8,-98.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,19.9,14.7,136.6,90.2,77.5,-14.0
장기매입채무및기타채무,0.8,0.2,0.0,,0.6,
비유동종업원급여충당부채,11.3,27.0,41.5,49.0,31.3,-36.1
장기충당부채,22.2,,13.3,19.1,,
이연법인세부채,10.5,3.0,2.8,0.8,0.1,-84.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,"1,214.7",941.7,"1,001.6",603.1,379.8,-37.0
*순부채,"1,144.1",883.3,969.4,246.3,-110.4,-144.8
*CAPEX,87.2,38.9,37.4,98.5,275.9,180.2
자본총계,682.6,281.1,215.0,635.0,417.9,-34.2
지배주주지분,673.5,271.8,211.3,633.2,416.3,-34.3
자본금,140.3,147.0,147.0,757.8,791.4,4.4
신종자본증권,,,,,,
자본잉여금,700.2,733.5,733.5,932.3,940.2,0.8
기타자본,-24.2,-24.2,-24.2,-24.2,-24.2,0.0
기타포괄이익누계액,-36.6,-51.5,-53.9,-54.1,-59.6,-10.2
이익잉여금,-106.3,-533.0,-591.1,-978.7,"-1,231.5",-25.8
*(지배)당기순이익,-337.9,-439.9,-55.0,-387.2,-257.4,33.5
비지배주주지분,9.2,9.3,3.6,1.9,1.6,-13.3
*(비지배)당기순이익,0.6,0.2,-0.4,-0.4,-0.3,30.5
수권주식수,"60,000","500,000","500,000","500,000","1,000,000",100
1주당금액,500,500,500,500,500,0
발행주식수,"28,051","29,402","29,402","151,569","158,289",4
보통주,"28,051","29,402","29,402","151,569","158,289",4
우선주,,,,,,
