항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"6,550.2","6,962.0","7,524.2","7,844.3","8,522.8",8.7
유동자산,332.4,775.0,"1,031.6","1,424.2","2,135.0",49.9
재고자산,53.8,26.2,27.9,28.9,23.4,-19.1
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,45.0,,300.0,450.0,280.0,-37.8
매출채권및기타채권,111.8,136.5,108.1,92.9,137.7,48.2
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,108.5,108.8,1.2,1.2,1.0,-17.4
현금및현금성자산,13.3,469.4,594.4,851.2,"1,692.9",98.9
매각예정비유동자산및처분자산,,34.1,,,,
비유동자산,"6,217.8","6,187.0","6,492.6","6,420.1","6,387.8",-0.5
유형자산,"1,089.5","1,078.9","2,553.7","2,398.2","2,277.6",-5.0
무형자산,12.5,10.9,12.4,9.2,8.1,-12.4
비유동생물자산,,,,,,
투자부동산,,,172.5,157.5,142.6,-9.5
투자자산,0.1,0.1,0.1,0.1,0.1,-10.0
장기매출채권및기타채권,"3,523.3","3,616.6","3,713.3","3,809.4","3,911.0",2.7
이연법인세자산,26.3,32.5,40.7,44.2,38.3,-13.5
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,"1,566.1","1,448.0",,1.3,10.2,677.5
기타금융업자산,,,,,,
*순자산1,"5,793.6","6,206.6","6,611.9","6,982.7","7,458.1",6.8
*순자산2,"5,781.2","6,195.7","6,599.5","6,973.4","7,450.0",6.8
부채총계,756.6,755.5,912.3,861.6,"1,064.7",23.6
유동부채,749.8,748.2,756.6,708.1,911.8,28.8
단기사채,,,,,,
단기차입금,56.0,,,,,
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,0.6,0.9,0.6,-32.2
매입채무및기타채무,579.2,628.1,615.9,574.0,757.8,32.0
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),113.4,104.0,122.7,109.4,128.3,17.3
계약부채,,7.6,11.2,18.4,21.5,16.8
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,1.2,1.0,6.2,5.5,3.6,-34.2
매각예정으로분류된처분자산에포함된부채,,7.5,,,,
비유동부채,6.7,7.3,155.7,153.5,153.0,-0.3
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.1,0.4,0.1,-81.5
장기매입채무및기타채무,6.7,6.8,128.2,121.6,124.6,2.4
비유동종업원급여충당부채,,0.5,2.2,9.4,9.3,-0.3
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,25.3,22.1,19.0,-14.3
기타금융업부채,,,,,,
*이자발생부채,56.0,,0.6,1.2,0.6,-46.7
*순부채,42.7,-469.4,-893.8,"-1,300.0","-1,972.3",-51.7
*CAPEX,34.7,51.7,294.6,48.5,46.6,-3.9
자본총계,"5,793.6","6,206.6","6,611.9","6,982.7","7,458.1",6.8
지배주주지분,"5,793.6","6,206.6","6,611.9","6,982.7","7,458.1",6.8
자본금,80.0,80.0,80.0,80.0,80.0,0.0
신종자본증권,,,,,,
자본잉여금,133.8,133.8,133.8,133.8,133.8,0.0
기타자본,,,-15.4,-15.4,-15.4,0.0
기타포괄이익누계액,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
이익잉여금,"5,579.9","5,992.8","6,413.6","6,784.4","7,259.7",7.0
*(지배)당기순이익,478.5,450.9,476.7,431.6,523.9,21.4
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"4,000","4,000","4,000","4,000","4,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"1,600","1,600","1,600","1,600","1,600",0
보통주,"1,600","1,600","1,600","1,600","1,600",0
우선주,,,,,,
