항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"7,399.3","7,425.3","7,545.4","7,956.1","8,599.7",8.1
유동자산,"4,090.4","4,128.8","4,038.4","4,629.4","5,340.0",15.3
재고자산,"1,096.8","1,217.8","1,093.1","1,096.2","1,762.0",60.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,167.0,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,150.2,283.7,88.8
단기금융자산,146.5,322.8,238.9,43.1,9.7,-77.4
매출채권및기타채권,"1,742.8","1,860.7","1,769.1","2,110.5","2,182.3",3.4
당기법인세자산(선급법인세),2.4,9.7,20.8,18.5,8.9,-52.2
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,158.1,180.0,159.2,50.4,63.1,25.1
현금및현금성자산,943.8,537.8,757.3,993.4,"1,030.3",3.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"3,308.9","3,296.5","3,507.0","3,326.6","3,259.8",-2.0
유형자산,"2,997.6","3,077.2","3,340.8","3,034.7","3,001.1",-1.1
무형자산,106.3,101.9,58.3,55.8,45.7,-18.1
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,66.4,75.9,81.1,189.3,167.1,-11.7
장기매출채권및기타채권,3.5,2.3,,0.7,,
이연법인세자산,128.9,39.0,23.5,44.7,28.4,-36.4
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,6.1,0.3,3.3,1.4,17.4,"1,140.5"
기타금융업자산,,,,,,
*순자산1,"4,325.3","4,458.4","4,743.3","4,671.8","4,981.3",6.6
*순자산2,"4,219.0","4,356.5","4,685.0","4,616.0","4,935.6",6.9
부채총계,"3,073.9","2,966.9","2,802.1","3,284.3","3,618.5",10.2
유동부채,"2,293.7","2,150.6","2,145.1","2,590.1","3,010.9",16.3
단기사채,,,,,,
단기차입금,517.6,562.5,433.4,812.9,"1,015.2",24.9
유동성장기부채,609.0,327.6,355.6,247.2,171.9,-30.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,6.2,
유동금융부채,,,13.8,13.3,33.6,152.5
매입채무및기타채무,"1,008.2","1,111.0","1,030.6","1,205.8","1,487.0",23.3
유동종업원급여충당부채,61.1,66.8,55.9,77.4,73.5,-5.0
단기충당부채,,,164.0,147.6,116.2,-21.3
당기법인세부채(미지급법인세),34.5,41.9,26.9,35.9,34.5,-3.8
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,63.3,40.8,65.0,50.0,72.8,45.7
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,780.3,816.3,657.0,694.2,607.5,-12.5
사채,,,,,,
장기차입금,599.6,571.5,481.7,479.9,428.1,-10.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,0.4,16.8,13.1,24.1,83.4
장기매입채무및기타채무,2.2,2.7,4.4,5.7,7.7,35.3
비유동종업원급여충당부채,,101.5,111.8,133.6,59.2,-55.7
장기충당부채,106.1,91.1,8.7,14.2,16.9,18.8
이연법인세부채,72.4,49.1,33.6,47.7,71.6,50.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,"1,726.2","1,461.7","1,300.5","1,566.3","1,658.7",5.9
*순부채,782.3,923.8,543.1,255.7,344.7,34.8
*CAPEX,411.5,372.9,437.9,364.8,347.0,-4.9
자본총계,"4,325.3","4,458.4","4,743.3","4,671.8","4,981.3",6.6
지배주주지분,"3,409.6","3,397.3","3,539.6","3,358.5","3,444.6",2.6
자본금,131.6,131.6,131.6,131.6,131.6,0.0
신종자본증권,,,,,,
자본잉여금,957.9,957.9,957.9,968.1,968.1,0.0
기타자본,-91.7,-91.7,-91.7,-121.0,-121.0,0.0
기타포괄이익누계액,-74.2,-87.7,-64.4,-76.2,78.5,203.0
이익잉여금,"2,486.0","2,487.2","2,606.2","2,456.0","2,387.5",-2.8
*(지배)당기순이익,207.9,59.7,164.1,-117.0,-70.2,40.0
비지배주주지분,915.8,"1,061.1","1,203.6","1,313.3","1,536.6",17.0
*(비지배)당기순이익,200.9,167.0,156.5,146.7,186.2,26.9
수권주식수,"80,000","80,000","80,000","80,000","80,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"26,320","26,320","26,320","26,320","26,320",0
보통주,"26,320","26,320","26,320","26,320","26,320",0
우선주,,,,,,
