항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"3,342.8","3,560.5","2,893.0","2,749.0","3,479.4",26.6
유동자산,"1,448.6","1,550.8","1,514.7","1,411.9","2,115.3",49.8
재고자산,561.0,554.2,563.8,542.5,876.9,61.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,0.9,0.8,0.8,0.9,13.4
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,0.0,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,11.4,16.9,6.5,12.5,,
매출채권및기타채권,645.2,673.9,620.1,625.2,897.8,43.6
당기법인세자산(선급법인세),0.4,0.4,0.6,0.2,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,4.4,6.3,4.8,4.8,7.7,60.7
현금및현금성자산,226.0,298.1,318.1,225.8,332.0,47.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,894.2","2,009.7","1,378.3","1,337.1","1,364.1",2.0
유형자산,"1,325.5","1,439.0",808.6,771.3,800.5,3.8
무형자산,8.5,7.8,7.1,6.4,6.2,-3.5
비유동생물자산,,,,,,
투자부동산,540.2,540.0,539.8,539.6,539.3,-0.0
투자자산,16.4,19.4,21.2,18.2,16.5,-9.4
장기매출채권및기타채권,3.6,3.6,1.6,1.6,1.6,0.0
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,"1,951.3","1,867.7","1,134.5","1,118.7","1,668.7",49.2
*순자산2,"1,942.8","1,859.9","1,127.4","1,112.3","1,662.5",49.5
부채총계,"1,391.4","1,692.9","1,758.5","1,630.3","1,810.7",11.1
유동부채,"1,133.6","1,359.3","1,359.5","1,350.0","1,602.3",18.7
단기사채,,161.1,54.3,100.5,18.8,-81.3
단기차입금,946.8,992.5,"1,123.8","1,075.2","1,239.6",15.3
유동성장기부채,71.0,96.0,52.2,38.0,78.0,105.3
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,0.2,0.2,-29.8
매입채무및기타채무,112.9,107.7,122.7,129.8,256.2,97.3
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,,,,4.8,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,2.0,2.0,4.8,5.6,4.1,-26.5
기타유동부채,0.9,0.0,1.6,0.6,0.6,3.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,257.9,333.6,399.0,280.3,208.4,-25.7
사채,,,120.8,,,
장기차입금,154.6,232.7,180.5,182.5,104.5,-42.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.5,0.2,1.1,602.6
장기매입채무및기타채무,4.2,5.2,5.3,6.4,6.4,0.4
비유동종업원급여충당부채,93.0,80.7,91.9,91.2,96.3,5.6
장기충당부채,,,,,,
이연법인세부채,6.1,14.9,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,"1,172.3","1,482.3","1,532.2","1,396.7","1,442.2",3.3
*순부채,945.3,"1,176.8","1,206.8","1,157.6","1,109.4",-4.2
*CAPEX,94.5,213.7,79.0,9.5,74.8,688.1
자본총계,"1,951.3","1,867.7","1,134.5","1,118.7","1,668.7",49.2
지배주주지분,"1,951.3","1,867.7","1,134.5","1,118.7","1,668.7",49.2
자본금,348.0,348.0,350.8,418.9,613.2,46.4
신종자본증권,,,,,,
자본잉여금,525.5,560.7,598.2,601.8,807.1,34.1
기타자본,,,,,,
기타포괄이익누계액,4.3,5.2,5.2,1.5,,
이익잉여금,"1,073.6",953.8,180.3,96.6,248.4,157.2
*(지배)당기순이익,-18.3,-104.2,-767.1,-88.4,156.8,277.3
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"150,000","150,000","200,000","200,000","200,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"69,600","69,600","70,156","83,775","122,632",46
보통주,"69,600","69,600","70,156","83,775","122,632",46
우선주,,,,,,
