항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,430.4,426.6,415.5,405.2,463.9,14.5
유동자산,20.3,23.7,17.1,13.4,27.9,107.7
재고자산,0.2,0.2,0.2,0.1,7.6,"6,684.2"
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,15.7,18.2,11.2,6.2,2.7,-56.6
매출채권및기타채권,2.7,2.2,2.3,0.7,4.8,562.2
당기법인세자산(선급법인세),,,0.0,0.0,0.0,-81.3
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.1,0.2,0.2,0.2,1.8,914.2
현금및현금성자산,1.6,2.9,3.2,6.2,11.0,77.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,410.0,402.9,398.4,391.7,436.0,11.3
유형자산,409.0,401.8,397.4,391.2,431.2,10.2
무형자산,,,,,,
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,0.1,,0.3,,,
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,1.0,1.1,0.8,0.5,4.8,796.2
기타금융업자산,,,,,,
*순자산1,236.8,233.5,224.4,206.5,185.9,-10.0
*순자산2,236.8,233.5,224.4,206.5,185.9,-10.0
부채총계,193.6,193.2,191.2,198.7,278.0,39.9
유동부채,134.0,73.8,9.2,74.5,128.0,71.7
단기사채,,,,,,
단기차입금,122.5,62.5,,10.0,45.0,350.0
유동성장기부채,,,,60.0,65.2,8.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,0.6,0.2,2.3,"1,119.2"
매입채무및기타채무,11.0,10.3,8.2,4.2,15.3,260.5
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),0.1,0.4,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.4,0.6,0.4,0.1,0.2,75.7
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,59.6,119.4,182.0,124.2,150.0,20.8
사채,,,,,,
장기차입금,,60.0,123.7,59.8,85.0,42.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.2,3.6,6.4,76.1
장기매입채무및기타채무,6.8,7.1,7.4,7.7,7.9,2.8
비유동종업원급여충당부채,3.8,3.6,2.3,5.0,2.6,-48.4
장기충당부채,,,,,,
이연법인세부채,47.7,47.7,47.7,47.7,47.7,0.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,1.1,0.8,0.6,0.3,0.4,38.3
기타금융업부채,,,,,,
*이자발생부채,122.5,122.5,124.6,130.1,203.9,56.7
*순부채,105.2,101.4,110.1,117.7,192.9,63.9
*CAPEX,12.9,1.5,0.8,0.1,35.5,"69,135.1"
자본총계,236.8,233.5,224.4,206.5,185.9,-10.0
지배주주지분,236.8,233.5,224.4,206.5,185.9,-10.0
자본금,20.4,20.4,20.4,20.4,20.4,0.0
신종자본증권,,,,,,
자본잉여금,77.9,77.9,77.9,77.9,77.9,0.0
기타자본,,,,,,
기타포괄이익누계액,169.2,169.2,169.2,169.2,169.2,0.0
이익잉여금,-30.6,-34.0,-43.1,-60.9,-81.5,-33.8
*(지배)당기순이익,0.9,-3.5,-9.4,-15.4,-19.4,-26.6
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"6,000","6,000","6,000","6,000","10,000",67
1주당금액,"5,000","5,000","5,000","5,000",500,-90
발행주식수,408,408,408,408,"4,076",899
보통주,408,408,408,408,"4,076",899
우선주,,,,,,
