"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.7807,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.5981,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.3796,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.1214,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.8125,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.4279,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.94249,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.34027,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.61865,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-09",97.79463,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-10",96.92679,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.12403,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.48367,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.06761,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.90831,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.01279,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-04",95.35639,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-05",95.86996,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-06",96.48421,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.13634,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-08",97.77917,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-09",98.37756,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-10",98.90356,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.3489,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.71671,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.0096,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.2288,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.3844,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.4717,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.4998,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.502,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-07",100.5175,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-08",100.5726,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.6689,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.7956,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.9407,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.0752,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.168,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-02",101.1884,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.1206,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.9681,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.7471,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.4788,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.192,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.92311,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.71809,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.60497,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.57535,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.59949,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.63718,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.65382,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.62651,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.54935,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.43552,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.30849,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.19784,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.12242,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.09463,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.11206,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.17255,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.27142,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.39414,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.52691,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.65294,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.77591,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.90086,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.0233,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.141,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.2561,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.3625,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.452,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.5225,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.5687,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.595,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.6148,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.6329,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.638,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.6284,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.6094,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.5865,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.5654,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.5524,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.5405,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.5275,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.5118,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.4971,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.4829,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.4653,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.4387,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.3943,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.3318,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.2485,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.1552,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.0659,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.98723,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.90885,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.82354,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.7383,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.6675,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.62936,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.62181,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.63088,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.65385,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.6938,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.75784,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.84934,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.96189,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.0819,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.1997,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.3043,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.3993,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.4864,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.5683,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.6497,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.7353,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.8205,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.9043,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.9792,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.0375,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.0753,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.0912,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.0874,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.0653,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.0166,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.9446,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.851,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.7338,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.591,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.4241,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.2399,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.0502,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-11",99.87566,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2018-12",99.72522,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.60795,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.52029,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.44688,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.36771,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.27394,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.17023,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.06891,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.98483,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.93165,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.90773,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.89941,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.8847,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.84396,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.77261,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-03",96.5181,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-04",91.36757,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-05",93.25856,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.06592,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.35844,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-08",97.91854,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.12202,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-10",98.3492,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-11",98.65627,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.01674,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-01",99.33308,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-02",99.67434,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.0468,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.3701,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-05",100.6136,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-06",100.7884,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-07",100.8338,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-08",100.8134,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-09",100.7585,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-10",100.6884,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-11",100.6129,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2021-12",100.5478,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-01",99.9083,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.94572,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.99242,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.0373,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.1101,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.2414,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.4321,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.6626,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.893,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-10",101.0881,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-11",101.2076,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2005-12",101.228,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.1448,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.9832,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.7755,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.558,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.3609,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-06",100.2241,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-07",100.186,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-08",100.2416,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.3293,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.3999,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-11",100.4289,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.4352,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.4551,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.5197,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",100.633,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",100.8042,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.0096,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.2107,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.3543,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.3846,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.284,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.0361,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.6518,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.1683,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",99.63091,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",99.08472,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",98.56477,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",98.08761,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",97.65817,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",97.27966,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",96.97992,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",96.76063,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",96.61581,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",96.57982,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.72974,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",97.1164,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",97.73698,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",98.53262,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",99.37064,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",100.1747,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",100.8839,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",101.4916,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",102.0054,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",102.4098,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",102.6837,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",102.8167,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",102.8333,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",102.7575,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",102.6126,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",102.4318,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",102.2447,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",102.0617,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.8804,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.6931,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.4915,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.2845,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.0866,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.9285,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.8394,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.8146,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.8234,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.7947,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.681,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.4872,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.2252,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.91912,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.59845,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.27209,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",98.96301,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",98.69259,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",98.49183,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",98.39907,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",98.41575,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",98.50841,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",98.62434,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.73438,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.81413,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.86124,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.88151,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.90228,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.93822,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",98.98393,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.04115,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.11935,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.21201,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.33086,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.48008,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.62527,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.73766,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.79946,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.80743,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.78613,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.74432,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.70586,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.68184,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",99.67339,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",99.66832,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",99.65023,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",99.61566,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",99.56858,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",99.52457,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",99.50945,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.54842,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.65103,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.80613,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.99809,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.2054,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.3856,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.5071,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.5747,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.5982,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.5883,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.5579,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.5257,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.5229,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.5464,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.5891,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.6249,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.6363,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.6171,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.5853,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.5667,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.5752,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.6112,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.6773,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.7793,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.9165,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",101.0767,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",101.2319,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",101.3646,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",101.4879,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",101.6082,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",101.7204,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",101.8104,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",101.8641,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",101.8754,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",101.8452,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-06",101.7867,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-07",101.7002,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-08",101.5858,
