,Cash,Stock,Asset,Signal,CAGR,MDD,Accuracy,Precision
2000-01-02,1000000,[0],1000000,,0,0,0,0
2000-01-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-21,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-26,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-01-31,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-02,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-02-29,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-02,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-21,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-29,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-30,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-03-31,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-26,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-04-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-02,1000000,[0],1000000.0,Sell,0.0,0.0,,
2000-05-03,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-04,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-10,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-11,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-17,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-18,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-24,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-25,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-26,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-30,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-05-31,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-01,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-02,1000000,[0],1000000.0,Sell,0.0,0.0,,
2000-06-05,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-06,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-07,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-08,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-09,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-12,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-13,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-14,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-15,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-16,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-19,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-20,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-21,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-22,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-23,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-26,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-27,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-28,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-29,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-06-30,1000000,[0],1000000.0,Hold,0.0,0.0,,
2000-07-03,966,[252],1000000.0,Buy,0.0,0.0,,
2000-07-05,966,[252],974467.2,Hold,-4.974964680480587,2.5532800000000044,,
2000-07-06,966,[252],999029.64,Hold,-0.19033119538530707,2.5532800000000044,,
2000-07-07,966,[252],1014812.3999999999,Hold,2.9115677243114035,2.5532800000000044,,
2000-07-10,966,[252],1003999.08,Hold,0.7696590284558269,2.5532800000000044,,
2000-07-11,966,[252],997983.84,Hold,-0.38493326865695066,2.5532800000000044,,
2000-07-12,966,[252],1034062.68,Hold,6.574718797964807,2.5532800000000044,,
2000-07-13,966,[252],1053030.72,Hold,10.265667471757677,2.5532800000000044,,
2000-07-14,966,[252],1071003.36,Hold,13.775764855451822,2.5532800000000044,,
2000-07-17,966,[252],1078182.84,Hold,14.96674666419171,2.5532800000000044,,
2000-07-18,966,[252],1053612.84,Hold,10.106012511679152,2.5532800000000044,,
2000-07-19,966,[252],1022984.76,Hold,4.256161882659226,5.11954725601087,,
