항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-371,-955,247,-729,-307,,58, 
  당기순이익(지배)＜당기＞,-74.5,-191.6,55.6,-178.4,-85.3,, , 
  보통주수정평균발행주식수＜당기＞,"20,054,430","20,069,494","22,486,966","24,458,531","27,820,502","27,820,961", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"19,653","18,303","17,221","14,391","14,814",,3, 
  자본총계(지배)＜당기＞,"3,779.3","3,583.7","3,733.6","3,874.1","4,007.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,230,509","19,579,397","21,681,330","26,920,714","27,052,299","27,052,299", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-639,"1,694","3,155","1,409","1,588",,13, 
  영업활동현금흐름＜당기＞,-128.2,340.1,709.4,344.6,441.8,, , 
  보통주수정평균발행주식수＜당기＞,"20,054,430","20,069,494","22,486,966","24,458,531","27,820,502","27,820,961", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"51,655","54,785","54,329","48,358","57,084",,18, 
  매출액＜당기＞,"10,359.1","10,995.1","12,217.0","11,827.7","15,881.1",, , 
  보통주수정평균발행주식수＜당기＞,"20,054,430","20,069,494","22,486,966","24,458,531","27,820,502","27,820,961", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,18.73,N/A,N/A,,-124.51, 
  보통주수정주가(기말)＜당기＞,"7,580","7,790","4,635","9,230","8,710","7,160", , 
  EPS＜당기＞,-371,-955,247,-729,-307,, , 
펼치기 PBR,0.39,0.43,0.27,0.64,0.59,,-8.33, 
  보통주수정주가(기말)＜당기＞,"7,580","7,790","4,635","9,230","8,710","7,160", , 
  BPS＜당기＞,"19,653","18,303","17,221","14,391","14,814",, , 
펼치기 PCR,-11.86,4.60,1.47,6.55,5.49,,-16.26, 
  보통주수정주가(기말)＜당기＞,"7,580","7,790","4,635","9,230","8,710","7,160", , 
  CPS＜당기＞,-639,"1,694","3,155","1,409","1,588",, , 
펼치기 PSR,0.15,0.14,0.09,0.19,0.15,,-20.06, 
  보통주수정주가(기말)＜당기＞,"7,580","7,790","4,635","9,230","8,710","7,160", , 
  SPS＜당기＞,"51,655","54,785","54,329","48,358","57,084",, , 
펼치기 EV/EBITDA,6.90,6.18,3.51,7.66,6.78,,-11.52, 
  EV＜당기＞,"2,812.4","3,064.5","2,492.4","4,420.5","4,327.9",, , 
  EBITDA＜당기＞,407.8,496.2,710.2,576.8,638.3,, , 
펼치기 DPS,100,50,50,50,100,,100, 
  현금DPS,100,50,50,50,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.32,0.64,1.08,0.54,1.15,,0.61, 
  현금배당성향(%),-25.83,-5.11,19.48,-7.55,-31.72,,-24.18, 
