항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,256,84,"-1,192",943,-13,,-101, 
  당기순이익(지배)＜당기＞,74.5,24.3,-347.1,274.5,-3.9,, , 
  보통주수정평균발행주식수＜당기＞,"29,116,822","29,116,822","29,116,822","29,116,822","29,116,822",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"10,870","10,796","9,178","9,915","9,762",,-2, 
  자본총계(지배)＜당기＞,"2,882.4","2,862.7","2,433.8","2,629.1","2,588.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"26,517,662","26,517,662","26,517,662","26,517,662","26,517,662",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,887","1,742","2,307","1,320","2,091",,58, 
  영업활동현금흐름＜당기＞,549.4,507.1,671.8,384.5,608.9,, , 
  보통주수정평균발행주식수＜당기＞,"29,116,822","29,116,822","29,116,822","29,116,822","29,116,822",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"26,115","24,913","18,521","19,368","19,497",,1, 
  매출액＜당기＞,"7,603.7","7,253.8","5,392.7","5,639.4","5,677.0",, , 
  보통주수정평균발행주식수＜당기＞,"29,116,822","29,116,822","29,116,822","29,116,822","29,116,822",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,60.36,111.23,N/A,8.75,N/A,,"-6,892.90", 
  보통주수정주가(기말)＜당기＞,"15,450","9,300","7,180","8,250","7,970","8,200", , 
  EPS＜당기＞,256,84,"-1,192",943,-13,, , 
펼치기 PBR,1.42,0.86,0.78,0.83,0.82,,-1.88, 
  보통주수정주가(기말)＜당기＞,"15,450","9,300","7,180","8,250","7,970","8,200", , 
  BPS＜당기＞,"10,870","10,796","9,178","9,915","9,762",, , 
펼치기 PCR,8.19,5.34,3.11,6.25,3.81,,-39.00, 
  보통주수정주가(기말)＜당기＞,"15,450","9,300","7,180","8,250","7,970","8,200", , 
  CPS＜당기＞,"1,887","1,742","2,307","1,320","2,091",, , 
펼치기 PSR,0.59,0.37,0.39,0.43,0.41,,-4.04, 
  보통주수정주가(기말)＜당기＞,"15,450","9,300","7,180","8,250","7,970","8,200", , 
  SPS＜당기＞,"26,115","24,913","18,521","19,368","19,497",, , 
펼치기 EV/EBITDA,15.56,10.77,7.52,6.28,8.13,,29.51, 
  EV＜당기＞,"7,256.0","5,552.2","4,984.6","4,366.5","4,304.8",, , 
  EBITDA＜당기＞,466.3,515.5,662.5,695.3,529.3,, , 
펼치기 DPS,150,150,150,200,200,,0, 
  현금DPS,150,150,150,200,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.97,1.61,2.09,2.42,2.51,,0.09, 
  현금배당성향(%),53.37,163.40,-11.46,19.32,"-1,358.72",,"-1,378.04", 
