항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,104,"1,280","1,144","2,271","2,763",,22, 
  당기순이익(지배)＜당기＞,44.3,543.5,485.4,964.1,"1,172.8",, , 
  보통주수정평균발행주식수＜당기＞,"42,446,389","42,446,389","42,446,389","42,446,389","42,446,389","42,446,389", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"14,713","15,875","16,889","19,318","22,133",,15, 
  자본총계(지배)＜당기＞,"6,095.5","6,576.9","6,996.9","8,003.4","9,169.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"41,428,889","41,428,889","41,428,889","41,428,889","41,428,889","40,798,889", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-3,098","3,978","-14,619","7,282","-4,647",,-164, 
  영업활동현금흐름＜당기＞,"-1,314.8","1,688.4","-6,205.1","3,091.0","-1,972.4",, , 
  보통주수정평균발행주식수＜당기＞,"42,446,389","42,446,389","42,446,389","42,446,389","42,446,389","42,446,389", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"21,436","19,995","23,370","37,161","33,236",,-11, 
  매출액＜당기＞,"9,098.9","8,487.1","9,919.6","15,773.5","14,107.3",, , 
  보통주수정평균발행주식수＜당기＞,"42,446,389","42,446,389","42,446,389","42,446,389","42,446,389","42,446,389", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,38.34,3.47,3.70,2.05,2.38,,16.20, 
  보통주수정주가(기말)＜당기＞,"4,005","4,445","4,235","4,655","6,580","6,130", , 
  EPS＜당기＞,104,"1,280","1,144","2,271","2,763",, , 
펼치기 PBR,0.27,0.28,0.25,0.24,0.30,,23.38, 
  보통주수정주가(기말)＜당기＞,"4,005","4,445","4,235","4,655","6,580","6,130", , 
  BPS＜당기＞,"14,713","15,875","16,889","19,318","22,133",, , 
펼치기 PCR,-1.29,1.12,-0.29,0.64,-1.42,,-321.52, 
  보통주수정주가(기말)＜당기＞,"4,005","4,445","4,235","4,655","6,580","6,130", , 
  CPS＜당기＞,"-3,098","3,978","-14,619","7,282","-4,647",, , 
펼치기 PSR,0.19,0.22,0.18,0.13,0.20,,58.04, 
  보통주수정주가(기말)＜당기＞,"4,005","4,445","4,235","4,655","6,580","6,130", , 
  SPS＜당기＞,"21,436","19,995","23,370","37,161","33,236",, , 
펼치기 EV/EBITDA,38.55,11.20,11.64,8.26,9.06,,9.66, 
  EV＜당기＞,"11,142.9","10,420.5","11,399.5","12,083.1","16,397.0",, , 
  EBITDA＜당기＞,289.0,930.8,979.4,"1,462.1","1,809.2",, , 
펼치기 DPS,100,250,250,300,500,,67, 
  현금DPS,100,250,250,300,500,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.50,5.62,5.90,6.44,7.60,,1.15, 
  현금배당성향(%),93.44,19.06,21.34,12.89,17.66,,4.77, 
