항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"5,470","5,991","4,667","3,919","19,643",,401, 
  당기순이익(지배)＜당기＞,410.8,449.9,350.5,294.3,"1,577.0",, , 
  보통주수정평균발행주식수＜당기＞,"7,509,915","7,509,915","7,509,915","7,509,915","8,028,229","9,010,616", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"62,209","67,244","71,978","75,469","92,708",,23, 
  자본총계(지배)＜당기＞,"4,582.1","4,885.7","5,229.7","5,392.8","8,010.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,365,624","7,265,624","7,265,624","7,145,624","8,640,534","8,640,534", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"4,012","-1,618","11,709","10,523","-3,230",,-131, 
  영업활동현금흐름＜당기＞,301.3,-121.5,879.3,790.3,-259.3,, , 
  보통주수정평균발행주식수＜당기＞,"7,509,915","7,509,915","7,509,915","7,509,915","8,028,229","9,010,616", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"143,275","170,523","149,329","150,822","196,446",,30, 
  매출액＜당기＞,"10,759.8","12,806.2","11,214.5","11,326.6","15,771.1",, , 
  보통주수정평균발행주식수＜당기＞,"7,509,915","7,509,915","7,509,915","7,509,915","8,028,229","9,010,616", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,8.94,5.90,7.81,10.68,2.88,,-73.06, 
  보통주수정주가(기말)＜당기＞,"48,884","35,366","36,450","41,834","56,500","52,800", , 
  EPS＜당기＞,"5,470","5,991","4,667","3,919","19,643",, , 
펼치기 PBR,0.79,0.53,0.51,0.55,0.61,,9.95, 
  보통주수정주가(기말)＜당기＞,"48,884","35,366","36,450","41,834","56,500","52,800", , 
  BPS＜당기＞,"62,209","67,244","71,978","75,469","92,708",, , 
펼치기 PCR,12.18,-21.86,3.11,3.98,-17.49,,-540.02, 
  보통주수정주가(기말)＜당기＞,"48,884","35,366","36,450","41,834","56,500","52,800", , 
  CPS＜당기＞,"4,012","-1,618","11,709","10,523","-3,230",, , 
펼치기 PSR,0.34,0.21,0.24,0.28,0.29,,3.69, 
  보통주수정주가(기말)＜당기＞,"48,884","35,366","36,450","41,834","56,500","52,800", , 
  SPS＜당기＞,"143,275","170,523","149,329","150,822","196,446",, , 
펼치기 EV/EBITDA,5.80,4.56,6.46,6.04,2.96,,-51.07, 
  EV＜당기＞,"4,184.2","3,947.9","4,081.2","4,283.7","6,901.4",, , 
  EBITDA＜당기＞,721.3,865.6,632.2,708.9,"2,333.9",, , 
펼치기 DPS,"1,161","1,161","1,161",928,"2,200",,137, 
  현금DPS,"1,161","1,161","1,161",928,"2,200",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.37,3.28,3.18,2.22,3.89,,1.67, 
  현금배당성향(%),20.69,18.56,23.82,22.21,12.05,,-10.15, 
