항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,440,171,735,469,435,846,-7,94
  당기순이익(지배)＜당기＞,97.4,37.9,163.0,181.9,205.9,400.0, , 
  보통주수정평균발행주식수＜당기＞,"22,146,300","22,146,300","22,183,612","38,755,486","47,285,840","47,285,840", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,937","11,193","9,893","10,198","10,651","11,540",4,8
  자본총계(지배)＜당기＞,"2,412.7","2,469.4","3,447.4","4,630.5","4,836.5","5,240.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,061,194","22,061,194","34,845,202","45,407,995","45,407,995","45,407,995", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-2,239","-1,144","-2,477","-3,194","-1,327","10,130",58,863
  영업활동현금흐름＜당기＞,-495.9,-253.4,-549.4,"-1,238.0",-627.6,"5,070.0", , 
  보통주수정평균발행주식수＜당기＞,"22,146,300","22,146,300","22,183,612","38,755,486","47,285,840","47,285,840", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"28,753","29,464","28,890","22,280","21,928","25,652",-2,17
  매출액＜당기＞,"6,367.7","6,525.2","6,408.8","8,634.7","10,368.8","12,130.0", , 
  보통주수정평균발행주식수＜당기＞,"22,146,300","22,146,300","22,183,612","38,755,486","47,285,840","47,285,840", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,22.54,71.86,16.06,19.28,23.54,11.79,22.09,-49.93
  보통주수정주가(기말)＜당기＞,"9,910","12,300","11,800","9,050","10,250","9,970", , 
  EPS＜당기＞,440,171,735,469,435,846, , 
펼치기 PBR,0.91,1.10,1.19,0.89,0.96,0.86,8.44,-10.22
  보통주수정주가(기말)＜당기＞,"9,910","12,300","11,800","9,050","10,250","9,970", , 
  BPS＜당기＞,"10,937","11,193","9,893","10,198","10,651","11,540", , 
펼치기 PCR,-4.43,-10.75,-4.76,-2.83,-7.72,0.98,-172.62,112.74
  보통주수정주가(기말)＜당기＞,"9,910","12,300","11,800","9,050","10,250","9,970", , 
  CPS＜당기＞,"-2,239","-1,144","-2,477","-3,194","-1,327","10,130", , 
펼치기 PSR,0.34,0.42,0.41,0.41,0.47,0.39,15.08,-16.85
  보통주수정주가(기말)＜당기＞,"9,910","12,300","11,800","9,050","10,250","9,970", , 
  SPS＜당기＞,"28,753","29,464","28,890","22,280","21,928","25,652", , 
펼치기 EV/EBITDA,3.65,3.69,4.09,4.99,4.75,,-4.77, 
  EV＜당기＞,"10,431.4","10,528.3","13,405.1","18,903.1","23,620.1",, , 
  EBITDA＜당기＞,"2,861.7","2,849.6","3,274.9","3,785.8","4,967.5","5,380.0", , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
