항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-55,70,397,"-1,063","1,658",,256, 
  당기순이익(지배)＜당기＞,-12.1,16.6,131.2,-450.8,941.2,, , 
  보통주수정평균발행주식수＜당기＞,"22,023,863","23,831,928","33,064,646","42,393,571","51,722,311","53,396,820", , 
  우선주수정평균발행주식수＜당기＞,854,854,854,854,"5,052,954","21,472,112", , 
펼치기 BPS,479,836,"1,709","1,542","2,607",,69, 
  자본총계(지배)＜당기＞,113.2,233.5,660.0,779.1,"1,780.2",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"23,637,461","27,940,875","38,606,504","50,506,310","52,341,733","52,341,733", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,424,424,424,424,"15,933,152","24,019,406", , 
펼치기 CPS,-19,-71,-116,-189,-125,,34, 
  영업활동현금흐름＜당기＞,-4.3,-17.0,-38.3,-80.3,-70.7,, , 
  보통주수정평균발행주식수＜당기＞,"22,023,863","23,831,928","33,064,646","42,393,571","51,722,311","53,396,820", , 
  우선주수정평균발행주식수＜당기＞,854,854,854,854,"5,052,954","21,472,112", , 
펼치기 SPS,321,317,296,241,185,,-23, 
  매출액＜당기＞,70.8,75.7,98.0,102.2,104.8,, , 
  보통주수정평균발행주식수＜당기＞,"22,023,863","23,831,928","33,064,646","42,393,571","51,722,311","53,396,820", , 
  우선주수정평균발행주식수＜당기＞,854,854,854,854,"5,052,954","21,472,112", , 
펼치기 PER,N/A,70.18,7.52,N/A,2.15,,143.57, 
  보통주수정주가(기말)＜당기＞,"2,660","4,900","2,985","5,240","3,560","2,210", , 
  EPS＜당기＞,-55,70,397,"-1,063","1,658",, , 
펼치기 PBR,5.55,5.86,1.75,3.40,1.37,,-59.81, 
  보통주수정주가(기말)＜당기＞,"2,660","4,900","2,985","5,240","3,560","2,210", , 
  BPS＜당기＞,479,836,"1,709","1,542","2,607",, , 
펼치기 PCR,-137.38,-68.74,-25.78,-27.65,-28.59,,-3.39, 
  보통주수정주가(기말)＜당기＞,"2,660","4,900","2,985","5,240","3,560","2,210", , 
  CPS＜당기＞,-19,-71,-116,-189,-125,, , 
펼치기 PSR,8.28,15.43,10.08,21.74,19.28,,-11.30, 
  보통주수정주가(기말)＜당기＞,"2,660","4,900","2,985","5,240","3,560","2,210", , 
  SPS＜당기＞,321,317,296,241,185,, , 
펼치기 EV/EBITDA,-39.58,99.38,-50.26,-38.34,-33.79,,11.86, 
  EV＜당기＞,586.8,950.1,"1,002.3","1,846.3","2,302.8",, , 
  EBITDA＜당기＞,-14.8,9.6,-19.9,-48.2,-68.1,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
