항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-84,144,304,303,178,,-41, 
  당기순이익(지배)＜당기＞,-24.8,53.2,112.2,132.8,102.4,, , 
  보통주수정평균발행주식수＜당기＞,"29,468,494","36,951,975","36,951,975","43,890,226","57,562,997","57,562,997", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,503,726,"1,026","1,525","1,702",,12, 
  자본총계(지배)＜당기＞,186.0,268.4,379.1,877.7,979.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"36,950,667","36,950,667","36,950,670","57,561,692","57,561,692","57,561,692", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-111,260,394,708,290,,-59, 
  영업활동현금흐름＜당기＞,-32.8,96.1,145.6,310.8,167.0,, , 
  보통주수정평균발행주식수＜당기＞,"29,468,494","36,951,975","36,951,975","43,890,226","57,562,997","57,562,997", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"5,582","4,797","4,808","4,318","3,551",,-18, 
  매출액＜당기＞,"1,644.8","1,772.4","1,776.5","1,895.2","2,044.3",, , 
  보통주수정평균발행주식수＜당기＞,"29,468,494","36,951,975","36,951,975","43,890,226","57,562,997","57,562,997", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,8.15,6.97,5.95,9.05,,52.11, 
  보통주수정주가(기말)＜당기＞,"1,266","1,173","2,116","1,800","1,610","1,640", , 
  EPS＜당기＞,-84,144,304,303,178,, , 
펼치기 PBR,2.52,1.61,2.06,1.18,0.95,,-19.85, 
  보통주수정주가(기말)＜당기＞,"1,266","1,173","2,116","1,800","1,610","1,640", , 
  BPS＜당기＞,503,726,"1,026","1,525","1,702",, , 
펼치기 PCR,-11.38,4.51,5.37,2.54,5.55,,118.34, 
  보통주수정주가(기말)＜당기＞,"1,266","1,173","2,116","1,800","1,610","1,640", , 
  CPS＜당기＞,-111,260,394,708,290,, , 
펼치기 PSR,0.23,0.24,0.44,0.42,0.45,,8.75, 
  보통주수정주가(기말)＜당기＞,"1,266","1,173","2,116","1,800","1,610","1,640", , 
  SPS＜당기＞,"5,582","4,797","4,808","4,318","3,551",, , 
펼치기 EV/EBITDA,22.18,8.70,8.12,5.09,6.09,,19.69, 
  EV＜당기＞,"1,353.6","1,380.3","1,666.3","1,408.6","1,243.5",, , 
  EBITDA＜당기＞,61.0,158.6,205.3,276.8,204.2,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
